name,"name,""name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj"""
0,"0,""ENSMUSG00000095344,56324.991717218094,6.59225078262692,0.13617509860159,48.4101047131531,0.0,0.0"""
1,"1,""ENSMUSG00000043964,15228.294048252099,5.105362315481309,0.16420725756037102,31.0909663271388,3.1905893171680185e-212,2.628088420551299e-208"""
2,"2,""ENSMUSG00000074219,6497.095683004871,4.963855384248861,0.16361676047373497,30.338306233888,3.5840383010236588e-202,1.968114899035459e-198"""
3,"3,""ENSMUSG00000081128,10962.5121377906,4.26007755342197,0.14979287760511403,28.439787134956102,6.518128995907047e-178,2.684491426964319e-174"""
4,"4,""ENSMUSG00000062867,20566.217036674,3.73869822096334,0.135924536137021,27.5056904898648,1.5009812855087696e-166,4.945433139494298e-163"""
5,"5,""ENSMUSG00000090118,5599.65564856744,3.92102389660816,0.15268365809809198,25.6807044411334,1.9203478221982096e-145,5.2726350038155484e-142"""
6,"6,""ENSMUSG00000107813,8020.450993497329,4.09427450718911,0.17752789436382302,23.0627109157188,1.0966485241831797e-117,2.5808839696276793e-114"""
7,"7,""ENSMUSG00000082241,9306.276470564859,3.2886193726007096,0.14311130200928698,22.9794525409832,7.482445513623669e-117,1.5408225923929497e-113"""
8,"8,""ENSMUSG00000038080,86303.1947744163,3.5579090201256403,0.156649694191742,22.712518134703103,3.369700259807949e-114,6.168049120008459e-111"""
9,"9,""ENSMUSG00000114755,36660.6427039856,3.18127824796133,0.142259788790615,22.362455863361898,9.134556064260657e-111,1.3680243327511798e-107"""
10,"10,""ENSMUSG00000000301,2081.55759570083,4.36420314800619,0.205052852783867,21.283308614126998,1.6209079881139295e-100,1.9073455854420694e-97"""
11,"11,""ENSMUSG00000083708,2633.8467067676897,3.9980039488232406,0.199237684353793,20.0665047969733,1.4483924992196498e-89,1.4913011270090297e-86"""
12,"12,""ENSMUSG00000046460,1015.1887221001199,4.92373768142882,0.247802220223585,19.8696269831088,7.455479391899279e-88,7.22479808836169e-85"""
13,"13,""ENSMUSG00000046709,5934.47422080468,3.39939080271115,0.173849294435364,19.553664648176202,3.83926022167447e-85,3.0118082329459594e-82"""
