name,"name,""name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj"""
70,"70,""ENSMUSG00000092447,34.1605633420695,3.2056834808467203,1.12049287607955,2.8609583775873397,0.004223624984150211,0.0236765214165267"""
71,"71,""ENSMUSG00000074797,43.1017136874625,2.2331316249371898,0.8073444350858741,2.7660209544884697,0.00567448884076894,0.0301354857282262"""
72,"72,""ENSMUSG00000110361,78.36915786326459,1.6538186588633201,0.597963377372353,2.7657524213786204,0.00567916332252652,0.0301475144214899"""
73,"73,""ENSMUSG00000082647,30.2075956796773,2.7523761477008395,1.01941354924209,2.6999603347897,0.0069347743474924796,0.0355606133753385"""
74,"74,""ENSMUSG00000051029,54.2761293262016,1.92104602936167,0.7137695880615121,2.69140919071508,0.00711508657277724,0.0363121028138221"""
75,"75,""ENSMUSG00000004540,66.7063235092454,1.84154411883259,0.7057278596892329,2.6094252813591803,0.00906944498967793,0.0441200994210149"""
76,"76,""ENSMUSG00000104812,34.4145523052065,2.5320234794008396,0.9857821625147851,2.5685426006710297,0.0102127158480839,0.0486416066582511"""
77,"77,""ENSMUSG00000062410,32.2029969389575,2.49815765331527,0.9869935392453392,2.5310780202526804,0.0113712551667302,0.0529543717562863"""
78,"78,""ENSMUSG00000094400,97.01133970822019,1.5258889254463202,0.6032477306740129,2.5294565530175,0.0114239316799791,0.0531756819865693"""
79,"79,""ENSMUSG00000097100,64.2352018628844,1.655564028201,0.6559533559902111,2.5239051116703304,0.0116059250798638,0.0538225850997982"""
80,"80,""ENSMUSG00000009246,35.93232362451629,2.4712008338129703,0.990449063190894,2.49503071450398,0.0125946227825001,0.0577441994337272"""
81,"81,""ENSMUSG00000020246,40.674353652938,2.24290808032996,0.9498864751757009,2.36123804154079,0.0182140350190337,0.0765369578720954"""
82,"82,""ENSMUSG00000107545,37.662830644933294,2.12300898034717,0.9009879962127142,2.35631216983045,0.0184573993918293,0.077211294279695"""
83,"83,""ENSMUSG00000093673,45.103876105284606,1.8385317360215199,0.7823428963699871,2.3500331434619905,0.0187717394965487,0.0782385091874807"""
84,"84,""ENSMUSG00000028186,55.80127050100099,1.6143217577813997,0.704277774223312,2.29216626857449,0.021896050592048,0.0881514586742784"""
85,"85,""ENSMUSG00000082740,32.9548498566725,2.15446146538366,0.947873220626735,2.27294264517688,0.0230296364733416,0.0917957348054953"""
86,"86,""ENSMUSG00000031783,49.5783611080851,1.6756222207437599,0.7500615362368069,2.23397966672262,0.0254844109756318,0.0994265513336777"""
