name,"name,""name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj"""
0,"0,""ENSMUSG00000090118,64537.548063488604,5.266254342456071,0.0898072268534126,58.639538564662296,0.0,0.0"""
1,"1,""ENSMUSG00000098082,6229.41842701704,5.56426075085464,0.134309886303121,41.428526998353604,0.0,0.0"""
2,"2,""ENSMUSG00000114165,137821.833222096,3.6204690534366604,0.0856476219620681,42.2716821611241,0.0,0.0"""
3,"3,""ENSMUSG00000109565,20505.746327458997,4.82254332507462,0.121644762468392,39.6444797722195,0.0,0.0"""
4,"4,""ENSMUSG00000020801,40097.9389801051,4.66829508905683,0.0924705937130451,50.4841042066139,0.0,0.0"""
5,"5,""ENSMUSG00000032518,17380.1399195661,3.66820275986439,0.0986588288287278,37.18068421663921,1.400397133985689e-302,3.8678968840684676e-299"""
6,"6,""ENSMUSG00000020477,21923.7520600077,3.66482430479885,0.0993568973478984,36.88545438336771,7.906165390873775e-298,1.871728183679429e-294"""
7,"7,""ENSMUSG00000087088,32253.1261712002,3.1999928226928596,0.0905930934744281,35.32270176419271,2.6326299500332185e-273,5.453492941493808e-270"""
8,"8,""ENSMUSG00000025758,91282.7944267569,2.95104303109878,0.0851175115552281,34.670222110335104,2.2149418315201685e-263,4.0784462257724775e-260"""
9,"9,""ENSMUSG00000021759,6820.98691651672,3.7285390024639202,0.10909238568136,34.1778115784756,5.1663136533886876e-256,8.561614986395737e-253"""
10,"10,""ENSMUSG00000103771,4678.17494442279,4.28853318954349,0.125513252897277,34.1679710353242,7.233526608864285e-256,1.0897636632918094e-252"""
11,"11,""ENSMUSG00000087040,10404.0487861027,3.1506704691621805,0.0984818188998278,31.992407373861898,1.3905946123218096e-224,1.920411159616419e-221"""
12,"12,""ENSMUSG00000020941,8404.715650370172,-3.3257959681388303,0.10482623639276,-31.7267516471527,6.645752524607266e-221,8.471800833676277e-218"""
13,"13,""ENSMUSG00000030867,7257.531563910591,3.82053811273508,0.12253826917508001,31.178326072782802,2.0960944915904985e-213,2.4811769939026988e-210"""
14,"14,""ENSMUSG00000109154,11917.936181596699,3.18488298452902,0.10286486678761199,30.961815087992395,1.7617123923415493e-210,1.9463398510589393e-207"""
15,"15,""ENSMUSG00000109910,6867.41133557599,3.9900829709601098,0.129917775236231,30.712371449594897,3.8912091571103775e-207,4.0303198844770685e-204"""
16,"16,""ENSMUSG00000043964,37256.2346651782,3.3204275322192403,0.113010698318386,29.3815327365253,9.455739949315606e-190,9.217677790591666e-187"""
17,"17,""ENSMUSG00000113162,69876.6588124991,2.46536293496981,0.0845329669131421,29.164514449173197,5.468719804068108e-187,5.034868032945368e-184"""
18,"18,""ENSMUSG00000084216,7095.803710402741,3.06564112178939,0.107056202515671,28.635810441161798,2.4080847576767986e-180,2.1003568739063095e-177"""
19,"19,""ENSMUSG00000081895,2396.54742916358,4.42043626867806,0.15445678495361098,28.619243045915198,3.871695769798148e-180,3.2080871148547395e-177"""
20,"20,""ENSMUSG00000103830,9412.30677396117,2.85908769059066,0.10107090895905199,28.287938834595604,4.863517490785568e-176,3.838010088442779e-173"""
21,"21,""ENSMUSG00000067995,16813.5200358145,2.50125333076342,0.0926077832735101,27.009104875949397,1.1553579952657798e-160,8.702996680702046e-158"""
22,"22,""ENSMUSG00000079593,5570.70319852919,3.13560229999626,0.116189672548765,26.9869277639994,2.104267604435909e-160,1.5161705539439993e-157"""
23,"23,""ENSMUSG00000022587,9215.50122619095,2.61811064428487,0.0997295546735487,26.2521040312965,6.763008394376877e-152,4.669857296317239e-149"""
24,"24,""ENSMUSG00000104077,3445.52914950721,4.0053730951934305,0.153486586045671,26.095916251610497,4.0564498537346484e-150,2.6889394790436293e-147"""
25,"25,""ENSMUSG00000095648,31920.3985493945,2.25667554224752,0.0875835559210084,25.765973058719002,2.134842752622729e-146,1.3607159267870696e-143"""
26,"26,""ENSMUSG00000053604,23658.979949971097,2.28979473534613,0.0889905064088009,25.730775424822998,5.291161218005308e-146,3.24759717425126e-143"""
27,"27,""ENSMUSG00000112831,5424.4532233726895,3.0076142609620202,0.117414289794367,25.615402232806503,1.0277111685341697e-144,6.0825819589100876e-142"""
28,"28,""ENSMUSG00000110654,2405.38372104054,3.96660723083908,0.15495830823058898,25.5978996940035,1.6099401613574396e-144,9.199975294488087e-142"""
29,"29,""ENSMUSG00000022323,11811.835017019599,2.92238471616664,0.114921120619313,25.4294832874742,1.1906888208278495e-142,6.577365046253029e-140"""
30,"30,""ENSMUSG00000088982,22447.629071426603,2.47164011894577,0.09722265127537699,25.4224718882126,1.4234429816759196e-142,7.609450674946257e-140"""
31,"31,""ENSMUSG00000114274,17651.834368141,2.3586968281416403,0.09308551403635901,25.3390320992409,1.1871262445812296e-141,6.147830039125059e-139"""
32,"32,""ENSMUSG00000040432,2045.1696475644,-3.86286827617041,0.15383503987332997,-25.110457795253602,3.823350415175699e-139,1.920017063039139e-136"""
33,"33,""ENSMUSG00000027959,4342.82590868844,-2.99178775291593,0.119525240191915,-25.0305939407624,2.8404041846378496e-138,1.3844464161123096e-135"""
34,"34,""ENSMUSG00000084007,3421.4373089075298,-3.7504746054636096,0.15017068669568098,-24.97474499177,1.1502286052086899e-137,5.4461681272909887e-135"""
35,"35,""ENSMUSG00000056457,7232.406665931271,2.60280563272754,0.104241226077564,24.969061960100497,1.3259161851621797e-137,6.103634172363228e-135"""
36,"36,""ENSMUSG00000015656,2939.39136646848,-3.3396924896111804,0.133947424784033,-24.9328607473855,3.276595778484699e-137,1.4675606821904998e-134"""
37,"37,""ENSMUSG00000094377,7913.587722802529,-2.63594580772231,0.105789260345548,-24.9169509183853,4.874376859611248e-137,2.1257414030915194e-134"""
38,"38,""ENSMUSG00000024777,16987.220023412,2.47475321577453,0.0999323254589728,24.764291278206397,2.1751729733336494e-135,9.242811926688506e-133"""
39,"39,""ENSMUSG00000086935,5995.362011091801,3.3599045271461296,0.136728038583671,24.573632167553,2.4181525858087393e-133,1.0018406163005597e-130"""
40,"40,""ENSMUSG00000024353,2732.31036358122,3.2963047243938703,0.135611487720738,24.3069726598818,1.6542737782312896e-130,6.686493915329018e-128"""
41,"41,""ENSMUSG00000032968,3600.48113956516,-3.0297885207084705,0.124701320670496,-24.296362736319498,2.1417774550899595e-130,8.450841901369239e-128"""
42,"42,""ENSMUSG00000088763,7212.7109642674795,-2.49091914703541,0.103819149152734,-23.9928680533769,3.300818471517299e-127,1.2721200862787096e-124"""
43,"43,""ENSMUSG00000113478,3038.52253119551,3.1514249076845497,0.13163452748769802,23.9407165265137,1.1544899664058699e-126,4.348229028017749e-124"""
44,"44,""ENSMUSG00000050310,1813.36636712582,4.32506233737005,0.18096514437654102,23.899974507636298,3.064606459318669e-126,1.1285924054184197e-123"""
45,"45,""ENSMUSG00000113611,12048.1018646075,2.33626760610231,0.0978507885982502,23.8758178607473,5.462892289441598e-126,1.9680663265353495e-123"""
46,"46,""ENSMUSG00000022092,11026.3524702947,2.40676480221319,0.100842983122613,23.866457810821,6.833275663088597e-126,2.4093839210362594e-123"""
47,"47,""ENSMUSG00000091569,1445.92820986178,4.93369357214969,0.20716397427350897,23.815403182195897,2.312994298187439e-125,7.985612814492139e-123"""
48,"48,""ENSMUSG00000098179,6230.756616782629,-2.60759248943342,0.109738965543695,-23.7617739197219,8.302476896592888e-125,2.807931574088519e-122"""
49,"49,""ENSMUSG00000088493,6682.279056621021,-2.62390279095158,0.11060575419398598,-23.723022460021895,2.0868334225424595e-124,6.916600695674718e-122"""
50,"50,""ENSMUSG00000078486,3364.89607833011,-3.0301201771212405,0.128617548218976,-23.5591505131348,1.0115619199881597e-122,3.286981203537999e-120"""
51,"51,""ENSMUSG00000082317,6349.22165366156,2.68337625836715,0.11423774085398801,23.489402349061603,5.234257550948489e-122,1.6681176179676595e-119"""
52,"52,""ENSMUSG00000117508,7502.9217095309305,2.4504758101509503,0.10458142810364698,23.4312712551828,2.0521414996607792e-121,6.416620553278948e-119"""
53,"53,""ENSMUSG00000014426,4368.822575016379,-2.8937358738568597,0.124571753209356,-23.2294705605824,2.2942752721973295e-119,7.040875890898927e-117"""
54,"54,""ENSMUSG00000108446,2835.9189954376598,-3.1655135753387498,0.139676573020058,-22.663167536936697,1.0346509670161598e-113,3.1174974227984994e-111"""
55,"55,""ENSMUSG00000021697,8231.842462399829,2.37537047346652,0.105492829214759,22.5168904004917,2.835828069399839e-112,8.392025493945378e-110"""
