name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSMUSG00000081861,1895.3653305382504,4.73242245536938,0.175605593160143,26.949155606072697,5.83576525413812e-160,5.066027817117296e-156
ENSMUSG00000081861,1931.61914523219,4.76347771239222,0.18332097708612505,25.984356990167605,7.441058254160315e-149,9.05874431861478e-145
ENSMUSG00000063632,1471.57647135664,1.66160391789038,0.151463763219478,10.9703065774395,5.309207044246628e-28,1.6158571639164599e-24
ENSMUSG00000049929,188.665456789804,1.6192877285408998,0.3893026659389821,4.15945707598804,3.19004961297774e-05,0.00147104787834815
ENSMUSG00000079263,93.6810477256786,1.93260397398308,0.5754085893453821,3.3586637561002006,0.000783203016864074,0.0220710961280168
ENSMUSG00000065430,54.8423266944283,2.05459275900992,0.7410503373028999,2.772541426116529,0.0055620439441456,0.0979917843357866
ENSMUSG00000084782,10135.7776798767,2.53194161662747,0.123391655872275,20.5195529529835,1.44030702457338e-93,1.751125280476319e-89
ENSMUSG00000048349,739.939749549433,2.96612075214137,0.24085947238650696,12.3147357367853,7.54619533156479e-35,2.29366607102912e-31
ENSMUSG00000110635,2486.27398821177,1.75232184676062,0.15453666346877,11.339198138665301,8.390976837569997e-30,2.04034992782352e-26
ENSMUSG00000018809,1146.2831584411301,2.34394426305058,0.221077863535094,10.6023471801758,2.90593862331251e-26,4.41630022277919e-23
ENSMUSG00000103436,479.00081176749495,2.8022107571779102,0.269734568003784,10.3887713685203,2.78922842819422e-25,3.76793769222059e-22
ENSMUSG00000074766,1820.57827647969,1.53958898393403,0.15499251525107502,9.93331182115488,2.9818384859605603e-23,3.0210993593590397e-20
ENSMUSG00000051455,1776.00727495154,1.52208796990325,0.194900953898845,7.80954602558395,5.73943368938758e-15,2.49214409984193e-12
ENSMUSG00000030770,1281.4442350766099,1.56239940879445,0.20920728127927105,7.46818848388359,8.13063281875925e-14,2.53467266180705e-11
ENSMUSG00000106843,509.474059518083,1.8673653858651496,0.26259042195425897,7.11132329948589,1.14935546850672e-12,2.7399732913930796e-10
ENSMUSG00000078877,674.52503279921,1.636052667852,0.23219236594948395,7.0461087777879206,1.8399044108874203e-12,4.06719233228531e-10
ENSMUSG00000034220,616.15677027296,1.72928635004417,0.25424163213651,6.801743426173672,1.03360564060672e-11,1.9333195966917606e-09
ENSMUSG00000000085,823.027637828194,1.58409961077104,0.233188480863174,6.7932155349497405,1.09661354067987e-11,2.0034586036544897e-09
ENSMUSG00000084478,1162.89527345338,1.54051777919116,0.23078603508186896,6.67509097179419,2.4707885050009105e-11,3.95261140050014e-09
