,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSMUSG00000065873.1,34.1076825804549,3.80176006247406,1.2737529429082701,2.9846918773697,0.00283864104329287,0.00904517289506563
ENSMUSG00000033007.15,86.74241961292759,1.52256431118079,0.524596326038667,2.9023541256531202,0.00370369605696417,0.011389555076479
ENSMUSG00000092570.7,78.2822688060311,1.57436890581653,0.5490922938321029,2.8672209089460097,0.00414093856019256,0.0125789697214771
ENSMUSG00000062169.13,34.3584879300277,2.82747947990796,0.9877352395072609,2.86258844153264,0.00420195971577116,0.0127408973617289
ENSMUSG00000051675.13,51.3291829040703,1.9633909333306299,0.686170070958489,2.8613765251929903,0.0042180577208704795,0.0127779776543041
ENSMUSG00000107109.1,77.0069200742163,1.65273671400167,0.578379536741922,2.8575297170984304,0.00426952653190709,0.0129072574400514
ENSMUSG00000116274.1,63.5344864105629,1.77103689393005,0.6206202229078089,2.85365643683371,0.00432192431324531,0.0130477472811435
ENSMUSG00000032343.15,56.3122753944017,1.8533300032197402,0.650737178784754,2.84804689764433,0.00439884418335435,0.013240631238618
ENSMUSG00000040022.14,25.081804534508098,3.4844951293351,1.22631294171,2.8414403948768903,0.00449102463159606,0.0134781750131794
ENSMUSG00000086363.7,28.1215102725802,3.0027330638211103,1.06259795959042,2.8258411723080297,0.00471566398199414,0.0140597239598566
ENSMUSG00000093671.1,79.73950127477441,1.5241759743762902,0.5484063887119011,2.7792819444651,0.0054479216525325,0.0159761360602901
ENSMUSG00000110316.1,51.293900116180495,1.87935851807251,0.6909063095425271,2.72013512123937,0.00652552451687322,0.018684444125513
ENSMUSG00000061353.11,71.30153487251359,1.6242673841477702,0.601600826910857,2.69990882906225,0.00693584801277111,0.0196419052726086
ENSMUSG00000016028.10,57.3832492255024,1.92335887921312,0.726033718510617,2.6491316176867,0.00806988966913035,0.0223550665587924
ENSMUSG00000062319.2,51.770057044352704,1.87216762409051,0.7096653547036321,2.63809922758926,0.00833721825115475,0.022999162730425002
ENSMUSG00000044081.7,33.3143131392069,2.23740092320471,0.853468084056425,2.6215402368306897,0.008753342880356221,0.0239768635273452
ENSMUSG00000063275.15,66.4965292073585,1.54849995696303,0.6048643179713029,2.56007820424364,0.0104648611110734,0.0279974240863489
ENSMUSG00000031578.5,62.0154958582515,1.55913252373739,0.6151122183967751,2.53471232907892,0.0112539701664497,0.0297352399737933
ENSMUSG00000019312.10,63.7742364640393,1.51213783054229,0.6088439605209879,2.48362130298272,0.0130054031601681,0.0337353978301554
ENSMUSG00000047180.8,48.0184757006431,1.7585808567955301,0.713858673613977,2.4634860117235,0.0137593264312757,0.0354198093303943
ENSMUSG00000108520.1,49.037431778883494,1.69816019528393,0.692462582957234,2.45234939342392,0.0141926778053851,0.0364218077868965
ENSMUSG00000088453.1,68.2808099692875,1.52464269951192,0.626113961974903,2.43508816622274,0.0148881615879861,0.0380274763475793
ENSMUSG00000113362.1,32.552031695272,2.10655524874679,0.866645103496461,2.43070114888775,0.0150696386448344,0.0384037415387554
ENSMUSG00000039838.11,31.8403230504386,2.3511595346785,0.970717556598412,2.42208407450406,0.0154317798201102,0.0392282553787716
ENSMUSG00000059762.4,35.2897486732231,1.9943740068521898,0.828943683391774,2.40592219569349,0.0161316999342384,0.0407643243747559
ENSMUSG00000052613.16,38.0765415556398,2.0521101543956797,0.8626985060437521,2.37871068515749,0.0173733056201291,0.0434447739064028
ENSMUSG00000029361.18,49.2738046709976,1.6305101993172901,0.6896069296105101,2.36440518403462,0.0180590493562145,0.0449638335930927
ENSMUSG00000038209.12,43.9907087195465,1.8554413861694101,0.7856357962980101,2.3617067792893702,0.0181910239317117,0.0452412682910096
ENSMUSG00000001833.17,52.0008349458541,1.5979928226731899,0.679484816250537,2.35177120143915,0.0186842636803612,0.0463110332985464
ENSMUSG00000104877.1,30.281529929861197,2.06075099889407,0.9043599663496059,2.27868445704443,0.0226858293457352,0.0546105122971042
ENSMUSG00000113790.1,43.0469101976755,1.6811130210134801,0.742203386724418,2.26503011315102,0.0235108316634266,0.0562073103701643
ENSMUSG00000115637.1,41.2621917270609,1.7329569974010899,0.7657509433891891,2.26308176615634,0.0236306493427009,0.0564426882058256
ENSMUSG00000021178.9,35.0243511302898,1.7959331463188501,0.822555748961481,2.1833573573418,0.0290095036646104,0.0670007959638406
ENSMUSG00000028926.15,44.9828973443705,1.63056592834788,0.7567249673638271,2.15476692149885,0.0311800779694863,0.0712417865885305
ENSMUSG00000076757.9,35.7659562970749,1.7337016574847999,0.8149841673138459,2.12728262341465,0.0333966076562905,0.0756131248924171
ENSMUSG00000107244.1,30.273244729919,1.9090272183772001,0.901879792926997,2.11672024736419,0.0342835974016304,0.0772111498931025
ENSMUSG00000083988.1,28.0283260350403,1.95982824782004,0.9334782656378199,2.09948996132325,0.0357737318303765,0.0801028425781533
ENSMUSG00000112045.1,26.543504937427603,1.9863487486362201,0.946701844864953,2.09817775196115,0.0358894461792351,0.0802793149885937
ENSMUSG00000038047.18,28.7704918064039,1.8672722369373602,0.911906897544688,2.0476566653514703,0.0405936527888805,0.0890391411246721
ENSMUSG00000032908.9,33.7855913146219,1.7065045891255701,0.834576736811099,2.04475456103185,0.0408790615608575,0.0894983547354724
ENSMUSG00000024640.9,42.2706155849631,1.51736734576505,0.7446274154834649,2.03775380037528,0.0415745607784152,0.0906638366529618
ENSMUSG00000050088.9,28.296050579871803,1.88923337096443,0.9286926737651421,2.0342933936423,0.0419220228758531,0.0912859476203883
ENSMUSG00000060862.10,33.295151620311195,1.95914755592633,0.9755306668727979,2.0082890496991297,0.0446125848401417,0.0961306244206675
ENSMUSG00000086718.1,2924.72283175635,4.773514430422231,0.14149908247055598,33.735303064000604,1.7561761036654494e-249,2.6161755416304284e-245
ENSMUSG00000041219.14,9942.3407718812,3.6571675237741,0.110104162473002,33.2155246598496,6.425922560880997e-242,4.7863484194722076e-238
ENSMUSG00000097101.3,5300.3040014701,4.06571147824014,0.122902704779551,33.080732320193896,5.625685566349346e-240,2.7935279293968686e-236
ENSMUSG00000118367.1,7373.125934267759,3.2716535707629704,0.102229910448544,32.0028997033085,9.936942054664786e-225,3.7007656447085275e-221
ENSMUSG00000111375.4,15231.603864378701,2.94263961294466,0.0939962977618666,31.305909732739,3.8774855864840185e-215,1.1552580556370493e-211
ENSMUSG00000021257.14,4759.79294683434,3.4925402102126197,0.11558850642012701,30.215289723688997,1.4917057651262995e-200,3.7036567971810885e-197
ENSMUSG00000080186.2,5253.34396274692,3.23809691816234,0.10982376710327,29.484482308073503,4.552159813475298e-191,9.687646391620226e-188
ENSMUSG00000003934.5,3777.4979253275606,4.00573319438786,0.13895043805753798,28.828503532526604,9.425402589902945e-183,1.7551277797722993e-179
ENSMUSG00000042388.14,5713.57545411676,2.98857013724542,0.10660983694468198,28.0327803033423,6.477929329032928e-173,1.0722412579400396e-169
ENSMUSG00000097156.7,9457.67967576423,2.96554238351327,0.10632424274416301,27.8914978087261,3.3832314042907185e-171,5.039999822971878e-168
ENSMUSG00000052632.16,37856.3420186467,2.41972308866669,0.0870224227031768,27.805742629346,3.6968498462917584e-170,5.006542923655298e-167
ENSMUSG00000037685.15,51346.470124461295,2.31570174144726,0.0858085946538539,26.986827494246302,2.1099772134816892e-160,2.619360879103059e-157
ENSMUSG00000107989.1,9196.562396176021,2.64077828416789,0.0979146535220474,26.970205063058,3.306003747263639e-160,3.788425986383569e-157
ENSMUSG00000099757.1,4883.23603326353,3.47502167207878,0.128954263384473,26.9477067362878,6.068453477087838e-160,6.457267960584118e-157
ENSMUSG00000067719.5,28493.4973480888,2.5902197091818,0.096139065044523,26.9424266606113,6.997627782760497e-160,6.949577405318877e-157
ENSMUSG00000117096.1,3155.19486245578,3.4282699352808397,0.127798924954867,26.8254990133255,1.6294082970077696e-158,1.5170809625327995e-155
ENSMUSG00000109024.1,11234.9830766822,2.51435290952654,0.0941867988976608,26.695385541858396,5.324796909416768e-157,4.6660882093871586e-154
ENSMUSG00000044211.9,8036.633197983249,3.1035955901514303,0.116738598740684,26.5858561232654,9.892936909418658e-156,8.187504507756098e-153
ENSMUSG00000078307.3,4722.91412045505,3.0871677907018,0.11651881753643599,26.4950147621985,1.1063134354357597e-154,8.674079604045537e-152
ENSMUSG00000031872.14,2749.85228075362,3.4802967369328703,0.13147620634995802,26.470924538765303,2.0957699180291394e-154,1.5610342234440095e-151
ENSMUSG00000102571.1,3562.18071198975,3.1893699167251004,0.12093178288154598,26.3732977446395,2.7746546369948093e-153,1.9682871489195994e-150
ENSMUSG00000037681.13,9728.61551215828,2.59229440275212,0.0985686732040912,26.2993740149535,1.9495922377127693e-152,1.3201397984185095e-149
ENSMUSG00000020537.9,9680.462029406171,2.677969497372,0.10349747950424198,25.874731541286,1.2822241190061194e-147,8.304909869927868e-145
ENSMUSG00000086918.1,7209.298815632091,2.65314623061747,0.103574815906839,25.615746524752197,1.0186737407688998e-144,6.322992798430978e-142
ENSMUSG00000085956.1,3008.54130322016,3.22549216598628,0.126398136539791,25.5185104328724,1.2284530716493398e-143,7.320106163344088e-141
ENSMUSG00000073386.5,9233.60053954248,2.46994627308189,0.0968546099869145,25.5015871047913,1.8929415832335095e-143,1.0845827217472898e-140
ENSMUSG00000018796.13,2728.2750234026003,3.3612623088799602,0.132586439062775,25.351478874008603,8.655234658537878e-142,4.775445581786619e-139
ENSMUSG00000021592.18,4935.50874647754,2.94617011521135,0.118082899634377,24.9500149838263,2.1345761487190896e-137,1.1356707459810097e-134
ENSMUSG00000086502.1,2747.08197498643,3.3481525571341098,0.134534575997791,24.8869298639561,1.0306517831029496e-136,5.294351590649869e-134
ENSMUSG00000023391.8,4647.82701177791,2.8300110311066002,0.11453961655154402,24.7077047777008,8.838453833080957e-135,4.388881558380239e-132
ENSMUSG00000088777.1,5329.89098465674,2.82095722760592,0.114352132605356,24.6690390754793,2.299475729273469e-134,1.1050093528705397e-131
ENSMUSG00000080676.1,5982.7951746114795,2.5781910355805797,0.105024916005381,24.5483751250845,4.501303962857739e-133,2.0954976604591196e-130
ENSMUSG00000087381.8,12519.738558171299,2.2567690605848996,0.092758011328891,24.3296404079115,9.523638344932976e-131,4.2992012249838383e-128
ENSMUSG00000049489.5,3827.2680971075297,2.89170038857373,0.119360752764826,24.226559581701004,1.1681776042238897e-129,5.1183358147421195e-127
ENSMUSG00000113792.1,5962.425344319599,2.6831900849256898,0.111966597968863,23.964201231441102,6.571553379204158e-127,2.797040876857269e-124
ENSMUSG00000118477.1,4307.648104789891,2.74281152748841,0.114973618833212,23.8560076243865,8.772263948205898e-126,3.6300115565673087e-123
ENSMUSG00000020074.7,8979.37604997448,2.32673209030661,0.09760837507542901,23.837422644405102,1.3674903313673499e-125,5.505811747670119e-123
ENSMUSG00000035394.11,5059.82475582281,2.61522062866654,0.110422458819558,23.6837746290372,5.2994589758868286e-124,2.077527377994369e-121
ENSMUSG00000026679.3,11099.955422793899,2.27096373569218,0.0964662043963577,23.5415475285138,1.5323412793775997e-122,5.853150779202088e-120
ENSMUSG00000102759.1,2666.24802366981,3.0629989819269,0.130586006832684,23.455797877726997,1.1535575989745596e-121,4.2961368879809986e-119
ENSMUSG00000061533.16,9586.27130946835,2.2405914337598,0.0960910039163726,23.317390207617898,2.9536640501004898e-120,1.0731886183987097e-117
ENSMUSG00000100837.7,7420.4669058555,2.36012344570794,0.10134554747280801,23.2878849101999,5.8817789564920885e-120,2.0862109789252995e-117
ENSMUSG00000085408.1,10593.0161274407,2.3238159325947003,0.100193505541494,23.1932790457394,5.322937452300449e-119,1.8440883541144195e-116
ENSMUSG00000080981.1,5440.44284310658,2.48675693371598,0.10771213620016802,23.087063551452605,6.245480334590428e-118,2.114520921463489e-115
ENSMUSG00000109728.1,2172.0492251837,3.2909033956452296,0.142868574037668,23.0344805903751,2.1046482243634594e-117,6.967321021853888e-115
ENSMUSG00000118128.1,1216.89404795257,4.31762583751216,0.18872574964929897,22.877778180960604,7.734142064076088e-116,2.504685094098729e-113
ENSMUSG00000091305.1,6551.9234389964695,2.41408380523579,0.105680011166254,22.843334123403896,1.7022838178681797e-115,5.395515326549429e-113
ENSMUSG00000047642.15,4377.05940642088,2.572015844797,0.11277418995210901,22.806777383098503,3.9273932995008785e-115,1.2188828746388496e-112
ENSMUSG00000116534.1,2640.1436150803897,3.1850333859883704,0.139901448372005,22.7662645601724,9.903550793500697e-115,3.0108815545057095e-112
ENSMUSG00000034066.13,3147.20695056563,2.81209333478485,0.123553429216701,22.7601399055683,1.1388204662509796e-114,3.3930016971481694e-112
ENSMUSG00000027496.15,11051.5707720796,2.21077187305953,0.0971445700532546,22.7575444705513,1.2082532826124997e-114,3.529284147270269e-112
ENSMUSG00000040525.13,11548.423895433001,2.1644814484689503,0.0954658336016374,22.6728387194623,8.306163563098627e-114,2.3795561269130796e-111
ENSMUSG00000031849.9,8248.30096501905,2.70108598946523,0.119228576525953,22.6546862184274,1.2543463188380397e-113,3.525659832401929e-111
ENSMUSG00000028683.14,7048.568875011741,2.2997067733498398,0.10152500124725598,22.651630092070604,1.34444310350192e-113,3.7089201690496494e-111
ENSMUSG00000021831.9,1913.4299396019198,3.36084633152332,0.14908828655962,22.5426585084491,1.5850961200042898e-112,4.293304890855259e-110
ENSMUSG00000037443.13,7927.997720560699,2.24722234403752,0.0999173073380998,22.4908216995217,5.104559483577208e-112,1.3579039754794597e-109
ENSMUSG00000106528.1,12372.315640860501,2.3639861118205,0.10526023007252698,22.458492729796,1.0571370943988497e-111,2.76283706934381e-109
ENSMUSG00000084347.3,8496.80888317956,2.4862550676444903,0.110862139165699,22.426547840001803,2.1682189054900894e-111,5.568958109497559e-109
ENSMUSG00000032842.13,3940.58025648919,2.5766270389757597,0.11522834136534801,22.361052918449897,9.42625980855849e-111,2.380050718103319e-108
ENSMUSG00000027679.13,7777.510181179609,2.2100536238597597,0.0992905875175396,22.258440393147602,9.344191296548749e-110,2.3200069624114492e-107
ENSMUSG00000109829.1,5188.3025069676705,2.40992754096854,0.108511316096748,22.208997435989698,2.8114081911080597e-109,6.865827511956848e-107
ENSMUSG00000114470.1,7123.60516729505,2.4190682781582002,0.10910664976969099,22.1715934204242,6.458328085434088e-109,1.5517695723985798e-106
ENSMUSG00000030587.5,3757.99394645034,2.60384028628538,0.117651676687878,22.1317737204306,1.5630657466516696e-108,3.696030226646029e-106
ENSMUSG00000003355.7,5015.36247124461,2.4373143634415,0.11013891573254302,22.129456670521197,1.6454783471462295e-108,3.830107958974579e-106
ENSMUSG00000022842.18,6826.97763555421,2.25832649029247,0.10256006244589301,22.019550655830397,1.8710979725497894e-107,4.28826869185758e-105
ENSMUSG00000009876.13,3841.8459071553707,2.59889602568791,0.118137031883289,21.998995439934898,2.944269934846579e-107,6.645574124152959e-105
ENSMUSG00000037419.9,14985.3839552918,2.2507764583455496,0.10256952764559699,21.943909755756604,9.901341504442448e-107,2.2014967819653592e-104
ENSMUSG00000071553.10,3019.4971492744603,2.7076043967824797,0.124851455113044,21.6866066505268,2.7450364952546198e-104,5.926494010117119e-102
ENSMUSG00000089803.3,14184.7135259773,2.01906382904957,0.0931171080506243,21.683059872863303,2.9649747731932696e-104,6.3098898851800185e-102
ENSMUSG00000072949.6,4420.5590806616,2.40864647404971,0.1116206793617,21.5788551711339,2.8380804603668694e-103,5.954772481420459e-101
ENSMUSG00000019942.13,5852.707915959871,2.33265042616066,0.10830754812858502,21.537284025590502,6.967397031217829e-103,1.4415737996396098e-100
ENSMUSG00000108214.1,5099.44805145942,2.35156458269859,0.10960227873668199,21.455435140616,4.062915996922459e-102,8.291131452897799e-100
ENSMUSG00000055943.5,12666.8534336664,1.97578951855575,0.0926951554699946,21.3149167131535,8.255416832224457e-101,1.6619046560763198e-98
ENSMUSG00000109136.1,12579.4393677626,2.1439341909982197,0.10190500597625399,21.0385561578575,2.9110730125131394e-98,5.7821672889877684e-96
ENSMUSG00000024130.16,9601.3816885958,2.01239286616099,0.0957806264992835,21.010437493599397,5.2647515400454883e-98,1.0319605748954996e-95
ENSMUSG00000084383.1,6806.40556329943,2.12949853176893,0.10143833233799199,20.9930356965398,7.593759450093549e-98,1.4691459029616097e-95
ENSMUSG00000099424.1,13252.6093340152,1.9587146094144,0.0936136936652283,20.9233770480092,3.2804176792863295e-97,6.265177201067748e-95
ENSMUSG00000095740.1,4986.49372593895,2.2918695396807403,0.109755479495112,20.8815956180376,7.871875561105538e-97,1.4843965852378396e-94
ENSMUSG00000054181.11,2216.48787599596,2.92614452814521,0.14015233598901003,20.8783143534237,8.431422037568839e-97,1.5700361761707897e-94
ENSMUSG00000093484.1,1954.3846908669898,3.11117741925193,0.150275419770475,20.703169047897802,3.2432690194297196e-95,5.9648121706721595e-93
ENSMUSG00000115161.1,11388.798655190802,2.13068276225377,0.103173715679474,20.6514105673297,9.481082172740028e-95,1.7224351356988793e-92
ENSMUSG00000039903.17,3707.90831711985,2.43811572604494,0.11820108524971999,20.6268472145921,1.5759593296951395e-94,2.8285621848757196e-92
ENSMUSG00000081896.1,4897.750450161389,2.2776030941220697,0.110756803233994,20.5640017373038,5.767453661382709e-94,1.0228304427811698e-91
ENSMUSG00000089646.1,1002.46494517202,4.05538995606773,0.20044141872967197,20.232295210088697,5.087869085394499e-91,8.813254158735108e-89
ENSMUSG00000028255.6,1757.61625014333,3.1220113283523,0.154397575632043,20.2205981251455,6.449644891313548e-91,1.1043719534011297e-88
ENSMUSG00000078700.10,12655.236158309799,1.8598372679163,0.0922930795079471,20.1514271474294,2.6146657692292192e-90,4.426213177750879e-88
ENSMUSG00000106354.1,4092.53509228802,2.27984838265528,0.113341044630384,20.1149406209382,5.460441507851579e-90,9.13979743173764e-88
ENSMUSG00000081263.1,3395.8466089194203,2.60416007165471,0.12976117914175,20.0688687393165,1.3811248076688094e-89,2.2860684733157996e-87
ENSMUSG00000032083.8,2489.1268937591103,2.70182041784705,0.134953930684096,20.020316593605198,3.6638574005861196e-89,5.997855351267178e-87
ENSMUSG00000062929.8,4712.110055695779,2.2171378408594,0.11090223065033,19.9918236798134,6.488068942655108e-89,1.0505735112905797e-86
ENSMUSG00000082066.1,5866.504984029079,2.07490203086246,0.10429454186062599,19.894636803096102,4.5287641697927794e-88,7.254301057785269e-86
ENSMUSG00000100801.1,3892.49333344466,2.28803608432255,0.115062882700406,19.8850926608539,5.478099553481369e-88,8.681622239171479e-86
ENSMUSG00000085106.1,2982.34175932068,2.4839019955900294,0.124923166378536,19.8834376969236,5.66183927514307e-88,8.878359966505928e-86
ENSMUSG00000118399.1,19536.8088614586,1.76125603858089,0.0886163558497383,19.875067324674802,6.689669691635058e-88,1.0380834312113299e-85
ENSMUSG00000049916.12,4204.15100022781,2.26419245306348,0.113997880290429,19.8617066150271,8.729336328702778e-88,1.34062807514109e-85
ENSMUSG00000042102.7,9892.16924475878,2.17022599158283,0.10959086870607498,19.8029819199939,2.8058283601670797e-87,4.265145416470299e-85
ENSMUSG00000029068.16,12058.886618358001,1.95011652530559,0.0991921759075498,19.6599833350077,4.748830199271069e-86,7.145790250357688e-84
ENSMUSG00000083621.1,3566.1497799429103,2.2983885759270697,0.11741797821286999,19.5744179120531,2.555394645778839e-85,3.806771403816739e-83
ENSMUSG00000097874.3,9761.25305406144,1.8733349130285,0.0957441296655252,19.5660550633533,3.011067661370839e-85,4.4411757377664784e-83
ENSMUSG00000087545.1,13856.1387651149,1.9055783304483997,0.097626238548801,19.5191206664779,7.552688013348688e-85,1.1030626797534799e-82
ENSMUSG00000082738.1,2316.90137730305,2.8364479863446097,0.145353773200594,19.514099454647102,8.332441470012719e-85,1.2051299085318398e-82
ENSMUSG00000104905.1,10234.3684483188,1.86732568505265,0.0958905534392471,19.473510351942302,1.8420494823661795e-84,2.638558763347019e-82
ENSMUSG00000071657.12,2774.96391271917,2.5948579235957996,0.134678854391787,19.267003237547897,1.0165448807068197e-82,1.44223515122757e-80
ENSMUSG00000089997.2,3943.1730811614293,2.1970232264033602,0.11428765910336301,19.2236260996153,2.3477515242927294e-82,3.29947683560272e-80
ENSMUSG00000029265.4,4486.98101063576,2.14510694203957,0.11161986093005,19.2179682376048,2.6182325191915395e-82,3.64521587274733e-80
ENSMUSG00000058927.6,3202.33230158084,2.31846557586906,0.120926221025676,19.17256287515,6.274038506599709e-82,8.65410663266814e-80
ENSMUSG00000035640.18,29861.2122110561,1.7909822653312901,0.0934656306058764,19.1619342181883,7.6959475665117e-82,1.0518030357644499e-79
ENSMUSG00000115388.2,4205.17772894636,2.15247322352625,0.112348098843593,19.1589643766276,8.147829431143958e-82,1.1034383185068298e-79
ENSMUSG00000016481.15,1620.26662169028,3.0750424580624105,0.161322144351353,19.061502501263,5.27383657350547e-81,7.077868777973968e-79
ENSMUSG00000021835.15,1821.5675629800799,2.84443418274727,0.149275718391853,19.0549019853353,5.982846876904609e-81,7.957720529039999e-79
ENSMUSG00000025226.11,5231.09679102391,2.01927061946102,0.10670811824851699,18.923308297483498,7.330545049796139e-80,9.663993770514428e-78
ENSMUSG00000112136.1,3449.75583365906,2.7603092991139,0.146049908659597,18.8997673771056,1.1455647092692497e-79,1.4969717082442096e-77
ENSMUSG00000031725.8,8534.0016651788,1.87637029667869,0.0999612982241763,18.7709676646124,1.3048691037290198e-78,1.69031609028271e-76
ENSMUSG00000100843.1,4862.18021066924,2.2243288226469304,0.118740840877629,18.732634923305604,2.68302109037247e-78,3.4456004468343694e-76
ENSMUSG00000039114.16,1904.0099609467898,2.8032414958125402,0.149870196413546,18.7044626810081,4.5529869865405495e-78,5.797080952008088e-76
ENSMUSG00000025193.14,2092.1406933531302,2.5893322520689104,0.138570286141877,18.6860569041315,6.429284389450629e-78,8.11669911437678e-76
ENSMUSG00000089680.1,1513.91490231587,2.91180840184248,0.156744496512044,18.576782385586,4.95327674316423e-77,6.200753247303999e-75
ENSMUSG00000020490.16,2724.77762081005,2.53892545361883,0.13777395477395002,18.4281960823765,7.804223930421168e-76,9.688293657623677e-74
ENSMUSG00000081077.1,3520.12028211448,2.2833125493682997,0.12464353218944199,18.318740726136898,5.8654372927311495e-75,7.221274326431069e-73
ENSMUSG00000069892.9,7762.19792358118,1.81556160329965,0.0991917377336995,18.303556775806197,7.751892112547858e-75,9.465568590215209e-73
ENSMUSG00000097766.1,9255.60913406168,1.76797591054126,0.0966586979605425,18.290913780599197,9.776247566318678e-75,1.1840386991499898e-72
ENSMUSG00000044056.3,1762.81534590825,2.69088411275125,0.147564301754635,18.235332534731697,2.7060314500512695e-74,3.25094762188821e-72
ENSMUSG00000117958.1,2057.8963639857698,2.56866050325254,0.140889986406538,18.2316754282357,2.893203598403169e-74,3.448004320432959e-72
ENSMUSG00000090761.1,16758.2562395417,2.01189787984115,0.110492482898854,18.2084593182947,4.42216824587755e-74,5.2283365364157e-72
ENSMUSG00000108187.1,2058.44202678488,2.60924327756101,0.143642274717301,18.1648702145396,9.793834266575376e-74,1.1398339771029196e-71
ENSMUSG00000052273.4,2367.5743233682,2.42050390429756,0.133269377779749,18.1624912235867,1.0227646105257398e-73,1.1810949149613998e-71
ENSMUSG00000097790.1,4737.55898161861,2.0173826469161997,0.11178044168282,18.0477247767599,8.220812907992158e-73,9.420419222335327e-71
ENSMUSG00000045838.8,2442.23754324202,2.44880989061867,0.135961029832015,18.0111160796904,1.59382340856442e-72,1.8124570471285596e-70
ENSMUSG00000055210.4,4666.947483057271,2.14358433110158,0.119181904104081,17.9858204751419,2.5163635165189197e-72,2.8398687352713895e-70
ENSMUSG00000040084.9,10937.777852205601,1.9190770687677698,0.10716790114327,17.907200274475898,1.0361811539445698e-71,1.1592991441680698e-69
ENSMUSG00000103560.1,2243.10785069329,2.54199430233487,0.141956564578611,17.9068457304572,1.0428011365947597e-71,1.1592991441680698e-69
ENSMUSG00000087003.1,3174.61332892758,2.1823333283090003,0.12333307493697199,17.694631625979103,4.612365794821859e-70,5.089660240404539e-68
ENSMUSG00000109178.1,2228.93689607876,2.66974018341385,0.151239182826854,17.6524372422079,9.745807515945096e-70,1.0675242247428999e-67
ENSMUSG00000025766.14,7178.277505577241,1.8129372759834799,0.10336851885323,17.538582308194,7.271897545663958e-69,7.907259688887309e-67
ENSMUSG00000087034.4,6631.05359458281,1.78044221290068,0.10155330105059501,17.532095899213,8.150882357700808e-69,8.798818440773108e-67
ENSMUSG00000101625.1,6956.387248898879,1.88223260295568,0.107437483086204,17.5193289054011,1.0202172135994198e-68,1.0933939446755797e-66
ENSMUSG00000110089.1,4031.1128773669398,2.0396798608011,0.116506124604026,17.5070612616585,1.2656137499375498e-68,1.34670343091569e-66
ENSMUSG00000065674.1,5572.7699395698,1.85347512739469,0.10593438531310001,17.496444822109,1.5249569512336298e-68,1.61115487251967e-66
ENSMUSG00000031493.10,2945.67765035333,2.15966575332019,0.12368883701684899,17.4604742465643,2.8654378553334097e-68,2.9850648762868396e-66
ENSMUSG00000022894.6,2993.0462823313896,2.2484058064395898,0.129089139283566,17.4174668676083,6.081040346747359e-68,6.290920697603848e-66
ENSMUSG00000114210.2,4871.07802101557,1.94989585947622,0.11201342459684402,17.4076979299065,7.212644094366548e-68,7.410121315433e-66
ENSMUSG00000051452.8,10742.888325359001,1.66014753524453,0.0955051983212268,17.3827976322369,1.1138466769433197e-67,1.1365050648236099e-65
ENSMUSG00000038917.4,10543.866763709499,1.6802050873315901,0.0968802614242556,17.3431105844531,2.2237049527817098e-67,2.2382792352425096e-65
ENSMUSG00000033633.14,1981.31875205517,2.4338856985012596,0.140527017838944,17.3196993427321,3.3409873083427396e-67,3.3403146263343494e-65
ENSMUSG00000102259.1,4011.16623567882,1.96963341039848,0.11375035987813902,17.315403771105,3.599883801997779e-67,3.5751645998907195e-65
ENSMUSG00000103135.1,1670.94081358219,2.6006008368601403,0.150257280141465,17.3076528099785,4.1186578482012284e-67,4.063287812228719e-65
ENSMUSG00000088512.1,4271.941986113629,1.99534072293748,0.11540038509045301,17.2905898136604,5.538269318866809e-67,5.427868292313078e-65
ENSMUSG00000042423.9,4449.4418426863895,2.08482525273281,0.12058735620244,17.2889208154862,5.7009596507345594e-67,5.550797118757699e-65
ENSMUSG00000040782.12,2526.1981823916,2.28359980703825,0.132423300615502,17.244697847162097,1.2265228882718598e-66,1.18646178354454e-64
ENSMUSG00000116765.1,2648.15865857355,2.21373655089673,0.12852451914082,17.2242352330547,1.7472182095686598e-66,1.6792457850286598e-64
ENSMUSG00000091784.2,2108.4974138714397,2.42158171713184,0.14097385489476,17.1775235836432,3.912607294932019e-66,3.73628915850014e-64
ENSMUSG00000105594.1,7133.741314983149,1.8255974593787199,0.10633932946719801,17.1676600607291,4.637413507033869e-66,4.400226051865199e-64
ENSMUSG00000117013.1,5850.13206743043,1.82882492220539,0.106562780660242,17.1619482043764,5.116804978608779e-66,4.8243698586287994e-64
ENSMUSG00000057037.8,1987.95856399776,2.64968962519687,0.15490579180976002,17.1051682073383,1.3580913191127497e-65,1.2724205270957598e-63
ENSMUSG00000053768.13,4603.76364199164,1.93979329564648,0.11414439848262402,16.9942048968944,9.065120721620369e-65,8.440193961873669e-63
ENSMUSG00000066767.6,2663.11765419803,2.2002875405083997,0.129503409206891,16.9901900960251,9.707406151609229e-65,8.982063940405139e-63
ENSMUSG00000110368.1,6786.92880594068,1.7300572412195603,0.101846791595247,16.9868605001819,1.0274331462802097e-64,9.447945419837247e-63
ENSMUSG00000081161.1,2599.0184142869603,2.17997150451848,0.12862590450122,16.9481529632144,1.9859545707849395e-64,1.8150162724529596e-62
ENSMUSG00000108020.1,18547.3615309169,1.53626080249672,0.0907495749594521,16.9285729788061,2.7701476096998697e-64,2.5162737159572598e-62
ENSMUSG00000032446.14,5599.176776764821,1.7746223015757299,0.10505066558041001,16.8930134023507,5.0648755676220985e-64,4.572815232173719e-62
