name,"name,""name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj"""
71,"71,""ENSMUSG00000089369,112980.83905827599,0.546508510880143,0.11566258892659698,4.725024019884019,2.30088158215917e-06,0.00044157752364271395"""
72,"72,""ENSMUSG00000113702,1337.53627114328,-0.8371493414862041,0.17767287659583397,-4.711745301397531,2.45604225099696e-06,0.000464898518140767"""
73,"73,""ENSMUSG00000034042,686.913009515546,1.05479398814678,0.224395050821133,4.70061164133053,2.59383400092516e-06,0.000479447585866125"""
74,"74,""ENSMUSG00000029445,1740.3845357900302,0.75021950014185,0.15962299398025198,4.69994630118682,2.60229909827467e-06,0.000479447585866125"""
75,"75,""ENSMUSG00000088005,190.693658249501,1.85646896788028,0.396001144712306,4.68803939753508,2.7583492417239397e-06,0.0005015114450281769"""
76,"76,""ENSMUSG00000047454,5889.202610357321,0.568642713245293,0.121371351435058,4.68514774303686,2.7975805728824698e-06,0.00050203855007909"""
77,"77,""ENSMUSG00000082392,2130.45132631458,0.702035598677771,0.150364644162493,4.668887440847531,3.02835230927692e-06,0.0005364842590972879"""
78,"78,""ENSMUSG00000077637,6657.2800207726405,0.552028538058313,0.118413146622746,4.66188555749666,3.13325416380323e-06,0.000548041848549785"""
79,"79,""ENSMUSG00000084558,6610.3771458211995,-0.565252725348343,0.12149281471514199,-4.65256094916941,3.2783779253224e-06,0.000566257827151312"""
80,"80,""ENSMUSG00000089129,3028.0471416241803,-0.649477760311156,0.140041651149073,-4.637747091540599,3.5222740665842497e-06,0.0006008738648402611"""
81,"81,""ENSMUSG00000051118,3404.95937184693,0.619277698800204,0.133672920214516,4.63278349725883,3.6078178380572e-06,0.000607961303491152"""
82,"82,""ENSMUSG00000097621,3331.4193721470897,-0.623791590235709,0.134829284759342,-4.62652895733387,3.71844898948891e-06,0.0006116848587709259"""
83,"83,""ENSMUSG00000097052,962.640824882439,-0.944561103512443,0.20405925722840695,-4.62885691314255,3.6768970827269797e-06,0.0006116848587709259"""
84,"84,""ENSMUSG00000044645,832.816617648936,-1.06461690397112,0.230801876971995,-4.6126873747231,3.97495935291708e-06,0.000646188098101272"""
85,"85,""ENSMUSG00000087734,2526.66337138168,-0.664131180622094,0.144389555497008,-4.59957909238008,4.23345439819903e-06,0.000680207824119933"""
86,"86,""ENSMUSG00000103513,214.857305233819,-1.70358060300394,0.3731401686163,-4.56552455695472,4.98246863164284e-06,0.000791353466115411"""
87,"87,""ENSMUSG00000115130,1825.45508874673,0.714244759454295,0.15722958630602402,4.54268675657597,5.5541753042523806e-06,0.000872131754024538"""
88,"88,""ENSMUSG00000049291,3881.0851979904296,-0.673566355323681,0.14858975023203197,-4.53306068737491,5.8135103526717596e-06,0.0009025964725080711"""
89,"89,""ENSMUSG00000109869,4436.64778692184,0.57575321957149,0.127166305310136,4.52756111901914,5.96683460542575e-06,0.000916108006419699"""
90,"90,""ENSMUSG00000086931,3332.74767150537,0.610327241855948,0.135142049191108,4.51619052329795,6.29620212131229e-06,0.000956054075959267"""
91,"91,""ENSMUSG00000026220,3110.57289027461,0.6338808329478579,0.14061135063578303,4.50803459380575,6.54309096216484e-06,0.000982743814295585"""
92,"92,""ENSMUSG00000111681,3123.70255129924,-0.627836018974863,0.139560981925394,-4.4986500547157995,6.83863193000821e-06,0.0010160883441812198"""
93,"93,""ENSMUSG00000001225,1048.67675300857,-0.854113057959961,0.19152282882051003,-4.459588777066419,8.21170547125153e-06,0.00120712070427397"""
94,"94,""ENSMUSG00000114862,4033.9512456471293,0.600072119641256,0.135198977415982,4.43843682186254,9.06145737074143e-06,0.00130334210974888"""
95,"95,""ENSMUSG00000117435,490.943210273163,-1.27504704159561,0.28734682999888694,-4.43731027622804,9.108994703981321e-06,0.00130334210974888"""
96,"96,""ENSMUSG00000026602,635.520894919467,-1.03715349454795,0.2337847410717,-4.4363609438045595,9.1492390103952e-06,0.00130334210974888"""
97,"97,""ENSMUSG00000030551,2768.6075690841303,-0.6280679234520079,0.14183882988200902,-4.4280393738053,9.509354511095591e-06,0.00134081898606448"""
98,"98,""ENSMUSG00000015536,5769.71524304165,0.5383187478729651,0.121645269346505,4.42531592691508,9.63012425130956e-06,0.00134413188792521"""
99,"99,""ENSMUSG00000108089,155.883275721535,-2.2543073950602404,0.509943897272271,-4.42069687885021,9.838310170924541e-06,0.0013484527743168198"""
100,"100,""ENSMUSG00000089839,3722.94795725609,-0.629472410110988,0.14240480646617698,-4.4203031184940595,9.85625489984072e-06,0.0013484527743168198"""
101,"101,""ENSMUSG00000103771,678.893816344683,1.03670101349238,0.234744300360901,4.41629897679531,1.0040518760328399e-05,0.0013601949826492"""
102,"102,""ENSMUSG00000070225,459.056800924532,-1.16476050161524,0.26640067168619197,-4.3722130813066205,1.22993396639745e-05,0.00165002209200776"""
103,"103,""ENSMUSG00000032656,7551.73956000832,0.5599654197733029,0.128416816212207,4.36053031285224,1.29747605386388e-05,0.00172389654925876"""
104,"104,""ENSMUSG00000103261,355.119512315456,1.3552944239444598,0.311821046601234,4.346385334527009,1.38399348697761e-05,0.0018213354288625398"""
105,"105,""ENSMUSG00000032294,4652.69291339063,-0.6248791645930091,0.144629110421311,-4.32056287128302,1.5563170495488e-05,0.00202879141421371"""
106,"106,""ENSMUSG00000030451,1927.6461884096802,0.7278243001893921,0.168774755263495,4.31240027012984,1.61491732358488e-05,0.0020855072502145603"""
107,"107,""ENSMUSG00000103343,9856.75234333214,-0.486885810432861,0.11327434534013602,-4.29828845155414,1.72122071876188e-05,0.00216216617198651"""
108,"108,""ENSMUSG00000105636,220.39908772898602,1.7226763022150702,0.400710096870014,4.2990588848922595,1.71524900023749e-05,0.00216216617198651"""
109,"109,""ENSMUSG00000031311,1158.9377880199002,-0.786682262033062,0.182976072286053,-4.29937232887595,1.71282511396126e-05,0.00216216617198651"""
110,"110,""ENSMUSG00000091808,1551.7287639537699,-0.7571784754699991,0.17633474732648302,-4.293983386428581,1.75495612585563e-05,0.00218468322045704"""
111,"111,""ENSMUSG00000106562,15972.8638553069,0.48308776951382304,0.11270330294186899,4.28636745245161,1.8161848385302302e-05,0.00224071804453667"""
112,"112,""ENSMUSG00000103959,93215.6358924594,0.4317809550772829,0.10160229451007399,4.24971657539162,2.14041171189596e-05,0.00261736363141401"""
113,"113,""ENSMUSG00000096111,4974.19799218116,0.5266969328411389,0.124060946344086,4.24546925009208,2.18136424182841e-05,0.0026178201605762197"""
114,"114,""ENSMUSG00000113387,1953.7553349652699,0.7782738992950259,0.18332461295427502,4.24533229201005,2.1826971190121102e-05,0.0026178201605762197"""
115,"115,""ENSMUSG00000033565,2160.63412294284,0.640340113940897,0.150888228135495,4.24380431696688,2.19762005085281e-05,0.0026178201605762197"""
116,"116,""ENSMUSG00000045876,4331.92395289942,0.542243632269948,0.12785282755141197,4.24115479223094,2.2237270378043103e-05,0.00262627865028888"""
117,"117,""ENSMUSG00000004894,2314.15440395976,0.642459118828999,0.152586237559126,4.21046569537472,2.5484482009486302e-05,0.00298427603734815"""
118,"118,""ENSMUSG00000108015,845.6772108280769,-0.871895298728694,0.207425569667947,-4.20341281995489,2.6292044346954503e-05,0.00302752890655182"""
119,"119,""ENSMUSG00000023224,4709.6496008164895,0.5256432275144229,0.12504674959759401,4.20357369708503,2.6273355497429397e-05,0.00302752890655182"""
120,"120,""ENSMUSG00000019791,4356.3592011908395,-0.625190854203645,0.149222808244173,-4.18964675413858,2.7938904470614198e-05,0.00319057671053675"""
121,"121,""ENSMUSG00000112186,2860.43994696237,-0.659570064886395,0.157504937377771,-4.18761516856095,2.81900980680236e-05,0.00319287520577008"""
122,"122,""ENSMUSG00000083500,186.81270794428298,-1.7357802519166499,0.414954896841935,-4.18305764102803,2.8761443141098304e-05,0.0032311026123877803"""
123,"123,""ENSMUSG00000107559,63.533437719774504,-2.9209654281111903,0.700597175847121,-4.16925093164888,3.0560237880275e-05,0.0033675963551124803"""
124,"124,""ENSMUSG00000116718,13188.5307354678,0.45693364530577396,0.109566782986349,4.17036653675142,3.04110114877414e-05,0.0033675963551124803"""
125,"125,""ENSMUSG00000024036,14733.611222515901,0.45398638122989604,0.10891783680725699,4.168154588245089,3.07075655481381e-05,0.0033675963551124803"""
126,"126,""ENSMUSG00000109362,6450.60306876453,0.49485320165464,0.119131265472615,4.15384827560982,3.26929994287107e-05,0.0035571013079206703"""
127,"127,""ENSMUSG00000031610,1139.4657363031,0.8306931865758559,0.20016499472545898,4.15004225746471,3.32413900221044e-05,0.00358851193222998"""
128,"128,""ENSMUSG00000093800,4537.98727105821,0.521810800649943,0.125838719455765,4.14666330765842,3.37355584789934e-05,0.0036136274966103205"""
129,"129,""ENSMUSG00000026409,5261.69983697,0.518178996433353,0.125240552556353,4.13746974008434,3.5115674189489804e-05,0.0037325260457720796"""
130,"130,""ENSMUSG00000053550,9265.00061792456,-0.49171826993995504,0.11910115582620001,-4.128576809594549,3.65015507804655e-05,0.0038502170128585705"""
131,"131,""ENSMUSG00000063506,2512.82611102144,-0.7485109483446128,0.181913951250749,-4.114642902307541,3.87779265382083e-05,0.00405934385534063"""
132,"132,""ENSMUSG00000105045,3294.17000261273,-0.5529380801503989,0.13457135792814698,-4.10888385659031,3.97575947253501e-05,0.0041306048414653206"""
133,"133,""ENSMUSG00000070343,1679.89186251216,-0.6746960550966209,0.164740262084675,-4.09551403256741,4.21232710378683e-05,0.0043437265612034604"""
134,"134,""ENSMUSG00000101597,15300.1772619719,0.47930513301767497,0.11724109484607599,4.0882007596990295,4.3473185775486996e-05,0.00444972208181985"""
135,"135,""ENSMUSG00000046240,2269.80291841157,0.602970586014796,0.14764032387887,4.08405082143749,4.42573448790576e-05,0.00449667640837366"""
136,"136,""ENSMUSG00000032058,2086.8036935164,-0.637166386578824,0.15653852819690303,-4.07034864782529,4.69428310577437e-05,0.0047347156171963604"""
137,"137,""ENSMUSG00000081024,47.1048965877538,-3.38130495673405,0.8319100773305179,-4.06450775014552,4.81339396247299e-05,0.00481967230242405"""
138,"138,""ENSMUSG00000094790,13927.671671263899,0.487260777540019,0.12011264038387401,4.05669857879037,4.97712471007504e-05,0.00494776325495085"""
139,"139,""ENSMUSG00000088951,816.1477936243201,0.87349265526176,0.215426824659394,4.05470700616239,5.01971808346579e-05,0.00495446174838073"""
140,"140,""ENSMUSG00000072941,532.895102983473,-1.09116791090733,0.269334444264138,-4.051349295069049,5.09231208421294e-05,0.00499046584252868"""
141,"141,""ENSMUSG00000079524,1138.41463398746,0.9184191015562301,0.227125517706239,4.04366321684778,5.26224932525214e-05,0.0051206874067840896"""
142,"142,""ENSMUSG00000108150,2864.27799503576,-0.694203208322659,0.17176728971719102,-4.041533224781279,5.3102855342298706e-05,0.00513129549034884"""
143,"143,""ENSMUSG00000107327,454.802637108446,1.06983975359299,0.26503402483943106,4.0366128622207995,5.42284439075185e-05,0.005203671096625629"""
144,"144,""ENSMUSG00000072761,39.7277565611531,-3.72628570409377,0.924502370546886,-4.0305853427823,5.56381225113293e-05,0.00530212121973481"""
145,"145,""ENSMUSG00000036073,2406.0076351999996,0.630695372484303,0.156938807650033,4.01873432026276,5.85116019229725e-05,0.0053982397505514795"""
146,"146,""ENSMUSG00000094530,1840.57590254744,-0.6322777737619301,0.15712556566059,-4.02402862388241,5.7210959092881004e-05,0.0053982397505514795"""
147,"147,""ENSMUSG00000082336,2515.1450056154,0.577802043529109,0.143789860745888,4.01837821200916,5.8600084135382995e-05,0.0053982397505514795"""
148,"148,""ENSMUSG00000021639,1420.37462435599,-0.6851367151763339,0.17048240518771202,-4.01881187927842,5.84923476221443e-05,0.0053982397505514795"""
149,"149,""ENSMUSG00000006522,2915.8900462217102,0.5758763950211551,0.14319043065547102,4.0217519591568704,5.77668715707615e-05,0.0053982397505514795"""
150,"150,""ENSMUSG00000020828,4107.464155348061,0.5162088880953289,0.128543336758762,4.01583544594069,5.923557781015761e-05,0.00542064380252158"""
151,"151,""ENSMUSG00000056749,3954.70646256269,0.5242598627332871,0.13075985794475098,4.00933337626291,6.089040111205849e-05,0.00553541817477911"""
152,"152,""ENSMUSG00000025793,248.869406410293,-1.82052612088009,0.455475820434322,-3.99697643476246,6.41566849228845e-05,0.00579422923048639"""
153,"153,""ENSMUSG00000117074,1434.37234269324,0.677263545529329,0.169795232780669,3.988707659444,6.643423218115971e-05,0.0059609624693458705"""
154,"154,""ENSMUSG00000107197,520.130637053614,0.992910422977913,0.249506125088377,3.97950319907464,6.90594308655651e-05,0.00615653687548631"""
155,"155,""ENSMUSG00000103034,263.264417496252,1.38181800721033,0.34766102668751797,3.9746129164265604,7.04938118643343e-05,0.00624412495090623"""
156,"156,""ENSMUSG00000080609,3917.4576510726897,-0.5622976489838349,0.141539954288986,-3.97271323004511,7.10585776630136e-05,0.00625406003915619"""
157,"157,""ENSMUSG00000013787,144.1030810299,-1.98211596596358,0.500401914247231,-3.96104792873412,7.46215511583539e-05,0.006526079708266671"""
158,"158,""ENSMUSG00000109719,5233.120910317921,-0.48539032597447795,0.122700415318935,-3.95589798708346,7.6247694954328e-05,0.00658494155549315"""
159,"159,""ENSMUSG00000112574,27455.1113680189,0.412608134624765,0.10428420743286,3.95657352903036,7.60324925993777e-05,0.00658494155549315"""
160,"160,""ENSMUSG00000081160,2777.99721953164,-0.6524132206996589,0.166108245538901,-3.9276389837425,8.57838492605446e-05,0.00736249210610065"""
161,"161,""ENSMUSG00000064890,698.3800317591949,0.868872394709543,0.221558530463522,3.9216381914601897,8.794898492489409e-05,0.0073853595928025"""
162,"162,""ENSMUSG00000110403,652.778936138275,-0.9028222235697361,0.23019774154528197,-3.92194214204375,8.7838087013629e-05,0.0073853595928025"""
163,"163,""ENSMUSG00000112440,6246.271296594439,0.47387634353424796,0.12075844881438699,3.9241671964719,8.70302788716611e-05,0.0073853595928025"""
164,"164,""ENSMUSG00000114096,7823.15460730014,-0.473323504671603,0.12071549547218302,-3.9209838208440604,8.818818445595691e-05,0.0073853595928025"""
165,"165,""ENSMUSG00000047187,965.725035563031,-0.796897289675543,0.20358068075879102,-3.91440527021193,9.062730849813791e-05,0.00754390451100765"""
166,"166,""ENSMUSG00000112691,183.14503358119,-1.58707050321928,0.40646365265345596,-3.9045816098404997,9.43885371862892e-05,0.007809944951138591"""
167,"167,""ENSMUSG00000107788,1116.3034003197502,-0.724003963772419,0.185534820352255,-3.9022538324495093,9.5301140563892e-05,0.00783851881138012"""
168,"168,""ENSMUSG00000031683,5144.39179097043,0.48362400948561207,0.124023539624397,3.89945336949951,9.641010196946841e-05,0.00788280940245038"""
169,"169,""ENSMUSG00000085513,3502.50155215511,0.527991764371131,0.135618075681256,3.8932256022572704,9.892008007432241e-05,0.008040456861570509"""
170,"170,""ENSMUSG00000109046,3330.2562666415697,0.526882375782165,0.135619401971835,3.8850073670991896,0.00010232678540521899,0.008268722343446309"""
171,"171,""ENSMUSG00000006649,66.2786113686323,-2.7178066113794905,0.701672315896656,-3.8733274062643397,0.000107359445013145,0.008624958204602509"""
172,"172,""ENSMUSG00000106331,28708.4845513081,0.4054143002952729,0.104869942117627,3.86587702928779,0.00011069070369563899,0.0087998375048429"""
173,"173,""ENSMUSG00000110630,18507.766935962,0.41518756681779295,0.107405326698169,3.8656143003461403,0.000110809938185169,0.0087998375048429"""
174,"174,""ENSMUSG00000103291,1570.12190249915,0.659581347779135,0.17096336902215897,3.85802731632907,0.00011430587529634399,0.00902559191339928"""
175,"175,""ENSMUSG00000066068,1890.6197021571104,-0.7737873194662871,0.20110359622566,-3.84770503356894,0.00011922948253953701,0.00936086925983704"""
176,"176,""ENSMUSG00000097223,657.397224739797,0.86896935422413,0.22621607968597,3.84132443383521,0.000122372246416796,0.009553331643995959"""
177,"177,""ENSMUSG00000114566,120878.08042205,-0.465683670494028,0.12128194536967801,-3.83967843750018,0.000123195563163002,0.00955941581874257"""
178,"178,""ENSMUSG00000062906,3031.7063901920396,0.528485311327972,0.137683407751496,3.8384095800550897,0.000123833798780932,0.00955941581874257"""
179,"179,""ENSMUSG00000087344,1340.26472019047,-0.7845832650269058,0.204731460497281,-3.83225549762209,0.00012697376923626201,0.009658527365668109"""
180,"180,""ENSMUSG00000109524,236.794806054034,-1.41115018019947,0.368242342149559,-3.8321236280491098,0.000127041866624743,0.009658527365668109"""
181,"181,""ENSMUSG00000101132,216.67152085799998,-1.9086138726293898,0.498099895995387,-3.8317893418051803,0.000127214646153683,0.009658527365668109"""
182,"182,""ENSMUSG00000103849,1026.5205923177,0.8098837105014899,0.21186683985769197,3.82260721425533,0.000132048033211898,0.009921769576477791"""
183,"183,""ENSMUSG00000060438,1548.4733695823002,-0.6355732732010949,0.16627263237152898,-3.82247676082335,0.00013211793328064199,0.009921769576477791"""
184,"184,""ENSMUSG00000022899,289.49111765325296,1.23655165621551,0.323646793108212,3.82068255439832,0.00013308285628654,0.0099402103144184"""
185,"185,""ENSMUSG00000060807,504.722646558526,0.971958642941022,0.254824802566464,3.81422307856988,0.000136612026207991,0.0101489514953872"""
