name,"name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj"
16,"ENSMUSG00000029276,874.6856151310001,-1.6061666597531998,0.22108945059118598,-7.2647819941583,3.73640375955117e-13,3.0484658908808703e-10"
17,"ENSMUSG00000072576,1146.8516395216302,-1.46362309944855,0.20181483145332102,-7.2523069236716795,4.09732091712121e-13,3.15721339558173e-10"
18,"ENSMUSG00000106339,4660.01377941528,-0.812201034797889,0.11629271696584698,-6.984109202955639,2.8666902364142102e-12,2.09268387258237e-09"
19,"ENSMUSG00000062480,1715.22957181525,-1.0854275186564202,0.15706636636689403,-6.91062984242563,4.825065707979719e-12,3.3461830684839396e-09"
20,"ENSMUSG00000004268,9884.9787140049,-0.863769661736515,0.125594660008384,-6.87743938857637,6.09379361221368e-12,4.024805590543029e-09"
21,"ENSMUSG00000118557,2098.52925099916,-0.977935300945722,0.143040570561803,-6.83676873704295,8.099933892845e-12,5.1066401406254605e-09"
22,"ENSMUSG00000097101,1059.66105975682,1.3241915732171299,0.200361368661405,6.60901640902099,3.8688184109949205e-11,2.3330657113260698e-08"
23,"ENSMUSG00000046491,5216.635439877779,0.762296391493812,0.115459397964737,6.60228967872005,4.04855424232101e-11,2.3397269725413502e-08"
24,"ENSMUSG00000114267,68.955243373953,-5.26165373687615,0.812164098928489,-6.4785598671721605,9.2602189474913e-11,5.1375694720681696e-08"
25,"ENSMUSG00000083431,956.307560211881,-1.49044282751663,0.23217596413439698,-6.41945359448952,1.36764337771954e-10,7.29585140345e-08"
26,"ENSMUSG00000106675,597.811592051468,1.45977546189361,0.22799811032105,6.402577020651879,1.52776013513748e-10,7.84816039790995e-08"
27,"ENSMUSG00000089713,1514.02656759508,-0.996544267635297,0.15724696940826,-6.33744657455349,2.33604172008336e-10,1.1571749520555801e-07"
28,"ENSMUSG00000003934,819.023911857034,1.4131616890748,0.224074411807441,6.30666249517683,2.8511662156010403e-10,1.3636439796685e-07"
29,"ENSMUSG00000095615,3138.23675582666,0.8519081865901229,0.135212401004456,6.300518149678051,2.96652270713257e-10,1.37152233159762e-07"
30,"ENSMUSG00000085024,225.263029733526,-2.18692306777774,0.352690121155144,-6.20069272316174,5.62151745457983e-10,2.4463795501760504e-07"
31,"ENSMUSG00000103632,3810.5018735645003,0.839465468591246,0.135396328017825,6.200060820561791,5.644134506534511e-10,2.4463795501760504e-07"
32,"ENSMUSG00000111058,1264.4873382774301,-1.0370100127885602,0.167645729953693,-6.18572279219398,6.181855794294221e-10,2.5982527232382103e-07"
33,"ENSMUSG00000087067,475.81976678072095,1.6823677798968,0.272335272021625,6.17756109007874,6.50993893576778e-10,2.6556721482088e-07"
34,"ENSMUSG00000117822,3465.71536676873,-0.9408127602885641,0.15316074938613097,-6.142649236565809,8.115636730766709e-10,3.21611089873527e-07"
35,"ENSMUSG00000032093,4090.47838697511,-0.815510499240478,0.133008026877589,-6.131287850702549,8.717052024523711e-10,3.35848643278177e-07"
36,"ENSMUSG00000019102,716.012655076924,-1.27419489178492,0.209078293237308,-6.09434328191443,1.09887625221359e-09,4.1193009778925703e-07"
37,"ENSMUSG00000084772,15803.529597101899,0.61120913478501,0.10098827347955301,6.052278286634571,1.42811480125299e-09,5.212619024573421e-07"
38,"ENSMUSG00000097820,7373.20292147962,-0.696213466372034,0.11518201376144,-6.04446339872127,1.4990807896359303e-09,5.3313462954488e-07"
39,"ENSMUSG00000086714,892.103071880962,-1.1511422237733302,0.190858171923186,-6.03140128700712,1.6254400155912802e-09,5.63621325406276e-07"
40,"ENSMUSG00000032218,429.212408877115,1.5399049993323402,0.25941447768022896,5.93607964020624,2.9191804071364196e-09,9.87537371877613e-07"
41,"ENSMUSG00000099190,2838.8828458732105,0.922347615911995,0.157337959081938,5.86220656028503,4.5675632468010904e-09,1.5083833865031201e-06"
42,"ENSMUSG00000113100,10859.5668736042,-0.609225396430072,0.104169767902021,-5.84838968829314,4.96354638019368e-09,1.60103228589038e-06"
43,"ENSMUSG00000096992,2109.56915737935,-0.8597920424343071,0.14774811776540803,-5.819309615838691,5.90911871258974e-09,1.8627153759913601e-06"
44,"ENSMUSG00000085271,2019.45250822612,0.922662155959076,0.163166449258683,5.654729634376579,1.56091781138565e-08,4.81109556531532e-06"
45,"ENSMUSG00000020074,3987.5203362012703,0.7199597132994681,0.127580678535988,5.64317200348158,1.6694541083467e-08,5.0337670614714795e-06"
46,"ENSMUSG00000105962,1323.34274201207,-0.9808124696615699,0.174212331936322,-5.6299830141765,1.80227369762439e-08,5.3186247204362195e-06"
47,"ENSMUSG00000118367,1958.5907511644898,0.8486161953372641,0.15297743507996303,5.54732921815352,2.9006625688352203e-08,8.38170621453012e-06"
48,"ENSMUSG00000042788,1021.11537258356,-1.03203080271193,0.18649997739405103,-5.53367789708293,3.1358461576169804e-08,8.876364531866831e-06"
49,"ENSMUSG00000088188,5286.87539002439,-0.6245616625057601,0.11352885825730301,-5.50134716487898,3.76900245235819e-08,1.0455212802841601e-05"
50,"ENSMUSG00000116761,2061.8416824343103,-0.7662337042176321,0.142213672292843,-5.38790463577805,7.12838561152273e-08,1.9386413418004e-05"
51,"ENSMUSG00000030956,39952.210842912296,-0.63610899917415,0.11845720516728699,-5.369947723110861,7.875946959598111e-08,2.1007573909543397e-05"
52,"ENSMUSG00000091530,538.299437674198,-1.26216991899701,0.235831368041897,-5.35200185402298,8.69865074176203e-08,2.2032129565102897e-05"
53,"ENSMUSG00000040782,1261.16734953831,0.9288411719236909,0.173405034144904,5.3564833137861205,8.48573328712079e-08,2.2032129565102897e-05"
54,"ENSMUSG00000089959,572.5121253544249,-1.34675280046555,0.25182584516224804,-5.34795306493603,8.89545245598965e-08,2.2032129565102897e-05"
55,"ENSMUSG00000091183,1355.2173784952001,-0.8713455845925501,0.16288033946322697,-5.349605652002411,8.814609035837552e-08,2.2032129565102897e-05"
56,"ENSMUSG00000087575,17964.7285753929,-0.5747725739996861,0.107652719467026,-5.33913659446142,9.339026424685029e-08,2.27249643000669e-05"
57,"ENSMUSG00000035642,2968.66619153375,-0.773861528415878,0.14509871075856698,-5.33334530934272,9.64197051261508e-08,2.30576087948226e-05"
58,"ENSMUSG00000036478,999.0969005116909,-1.05066354052202,0.197899166074684,-5.30908523447498,1.1017680373173499e-07,2.59008858942231e-05"
59,"ENSMUSG00000083842,1511.9005979344,-0.838243973138893,0.16060560079469902,-5.2192698697376905,1.7962986045989698e-07,4.1524436076312895e-05"
60,"ENSMUSG00000091587,254.966163205159,-2.0111559689163996,0.3897788600709171,-5.15973587831441,2.47298472279318e-07,5.62299968936744e-05"
61,"ENSMUSG00000078786,11160.020639376202,0.5246986873785621,0.10230729655289698,5.12865362547502,2.9182170419077603e-07,6.52833393084848e-05"
62,"ENSMUSG00000039982,5576.47688982509,-0.6063072628717471,0.119088738163814,-5.09122249693948,3.55762259205554e-07,7.83241672250958e-05"
63,"ENSMUSG00000080793,530.751290158822,-1.25396014136879,0.24711954934313,-5.074305714387821,3.88913363037654e-07,8.42848178958167e-05"
64,"ENSMUSG00000063129,314.379128139292,-1.7591209257442502,0.34933136999262104,-5.03567980677317,4.76155923180548e-07,0.000100064888704761"
65,"ENSMUSG00000118181,1393.37993872216,0.816679690833932,0.162103338014313,5.03801896270528,4.703748516550671e-07,0.000100064888704761"
66,"ENSMUSG00000016541,3678.6057264575,-0.644909728137222,0.12847277409462,-5.01981632047774,5.172091101895371e-07,0.000107070005348192"
67,"ENSMUSG00000021257,1174.77705895071,0.9914485853850781,0.19800203310502398,5.007264672172321,5.52089873225511e-07,0.00011261009620055701"
68,"ENSMUSG00000110062,26838.3179665962,-0.477388239917368,0.0956421991679732,-4.99139756373593,5.99439710630221e-07,0.00012049606936871298"
69,"ENSMUSG00000025316,6970.4756662309,-0.543366730406577,0.10898533200094801,-4.98568679317185,6.17420952457776e-07,0.000122337551579848"
70,"ENSMUSG00000118502,3972.18138515156,-0.6207709904844809,0.12458852860924599,-4.982569401966679,6.27454747631477e-07,0.000122574610558431"
71,"ENSMUSG00000112299,955.836714691705,-0.9266191022216199,0.18687518925194602,-4.95849184651445,7.1042519663477e-07,0.000136855520518392"
72,"ENSMUSG00000097591,6676.601827606421,-0.539425343316816,0.109266978185801,-4.936764540148269,7.94292718860971e-07,0.000150915616583585"
73,"ENSMUSG00000025525,1712.6538805171601,-0.750016100592705,0.152540270202086,-4.916839989853701,8.795238291789591e-07,0.0001648512906853"
74,"ENSMUSG00000018428,7392.21757191215,-0.525949937782605,0.107441155784776,-4.89523715508213,9.8187247138877e-07,0.00018158094904216298"
75,"ENSMUSG00000088573,2735.0110488898604,-0.6842716085166379,0.139879042263153,-4.8918808525248805,9.98769031417111e-07,0.000182275348233623"
76,"ENSMUSG00000102970,9620.5129948824,0.507790436926262,0.103952484899555,4.88483211745172,1.0351701760569599e-06,0.000186465069375456"
77,"ENSMUSG00000054889,10007.9666828191,0.593908777440033,0.12169127978142301,4.880454692454441,1.05841528594396e-06,0.000188207948923625"
78,"ENSMUSG00000038312,5512.254296771021,-0.586366534019336,0.12070886072638301,-4.85769255455476,1.18761623362827e-06,0.000208509331144608"
79,"ENSMUSG00000087482,876.270693325813,-0.9788813866637349,0.202132317971472,-4.84277524983357,1.28038087233257e-06,0.00022198603374066"
80,"ENSMUSG00000021176,16592.28879954,-0.475922280331483,0.0986184605560117,-4.825894438508059,1.39376321428188e-06,0.000238660441754193"
81,"ENSMUSG00000032000,1363.20614331507,-0.78666249660354,0.165096061716173,-4.76487742000739,1.88968493865242e-06,0.00031963329389157405"
82,"ENSMUSG00000083429,1084.4169637826599,-0.9414525986944551,0.198149190512434,-4.7512311115668,2.02181885735664e-06,0.000337862982548634"
83,"ENSMUSG00000105957,2011.21254445085,-0.7290737566809631,0.15362665233625503,-4.74575046447788,2.07734683347439e-06,0.000343009530717735"
84,"ENSMUSG00000089726,7663.44565416404,-0.649595838692102,0.137679222092237,-4.71818353430926,2.37959773074248e-06,0.000388294359122332"
85,"ENSMUSG00000107504,4380.14183641087,-0.589573532074135,0.125279505658401,-4.70606528159302,2.5254367684965802e-06,0.000407300092779622"
86,"ENSMUSG00000103389,36.9743381695885,-5.86297583547619,1.2468020245330902,-4.70241122496717,2.57107017940612e-06,0.000409893602165091"
87,"ENSMUSG00000118570,6423.019999101501,-0.5878160377571751,0.125402514374639,-4.68743422481211,2.7665157378879903e-06,0.00043604060550575497"
88,"ENSMUSG00000021686,742.892350733911,-0.94890859907011,0.20438684170489102,-4.64270885128807,3.4387075501465103e-06,0.000529943041339246"
89,"ENSMUSG00000001964,4833.8436293982595,-0.5474646720827929,0.11786342623188799,-4.64490715725247,3.40229425338798e-06,0.000529943041339246"
90,"ENSMUSG00000043782,2709.47676880421,-0.608019010479962,0.131623223063182,-4.61939007668958,3.84869709135428e-06,0.000586609106121801"
91,"ENSMUSG00000101795,2071.79588311999,0.7384326036059059,0.160067720220504,4.61325120760554,3.9641870396707495e-06,0.0005976442852199269"
92,"ENSMUSG00000085099,2133.36849615822,-0.8107550996250029,0.176099528315862,-4.6039595186807505,4.14533074182361e-06,0.000618233735366596"
93,"ENSMUSG00000085902,22773.8160060819,0.47699097112466105,0.10386372004261801,4.59246954498585,4.380314493566919e-06,0.0006463293832529059"
94,"ENSMUSG00000089365,133725.67449029098,-0.506937094214849,0.111262485057224,-4.55622660193255,5.20807505530083e-06,0.000760378958073922"
95,"ENSMUSG00000102840,4069.21486615752,-0.582889156797928,0.129097478461381,-4.515108766994981,6.328427690728479e-06,0.000905253121770266"
96,"ENSMUSG00000098057,82.7480902067919,2.6328697903512497,0.583135014402437,4.5150260665607,6.33089782348348e-06,0.000905253121770266"
97,"ENSMUSG00000034773,3542.63545392364,-0.5594851922404721,0.124188336209794,-4.505134776065599,6.63308299085539e-06,0.000938784296766982"
98,"ENSMUSG00000109864,7361.053577581809,0.48032776455604603,0.10760855563021698,4.46365776162476,8.05722238394127e-06,0.0010956242594633901"
99,"ENSMUSG00000086718,353.423633197921,1.2614820005495901,0.28230528238686897,4.4685029974779695,7.87689090927933e-06,0.0010956242594633901"
100,"ENSMUSG00000092619,2653.2637374714104,-0.603314991093064,0.135130564130125,-4.46468195390716,8.01877779109335e-06,0.0010956242594633901"
101,"ENSMUSG00000088779,307.346624237622,-1.34260065057491,0.300556594075351,-4.4670477275847595,7.93064414746447e-06,0.0010956242594633901"
102,"ENSMUSG00000040298,1967.1226929928896,-0.677816641404204,0.152838360703962,-4.43485940494408,9.21323962198234e-06,0.0012406566364747099"
103,"ENSMUSG00000030103,99.250696922976,2.50619901450005,0.568576081176671,4.4078516446092095,1.0440101363238e-05,0.0013811121949287599"
104,"ENSMUSG00000042444,236.705335877188,-1.5038163124161201,0.341192233911027,-4.4075338268346105,1.04554275751636e-05,0.0013811121949287599"
105,"ENSMUSG00000102136,148.330060230726,2.2518724736925297,0.512592038616104,4.39310856206846,1.1174129189245e-05,0.0014621242627814"
106,"ENSMUSG00000040919,50109.7467275897,-0.43958311021991403,0.100529009507539,-4.37269910818077,1.22719807643534e-05,0.00159076984300544"
107,"ENSMUSG00000031333,1320.23353483369,-0.7575307120747091,0.17375464306645003,-4.359772485532971,1.3019773919322e-05,0.00167207652093515"
108,"ENSMUSG00000033335,3698.63219581925,0.569898375543061,0.131230183044729,4.342738555419181,1.40717555645161e-05,0.00179059862091595"
109,"ENSMUSG00000032057,1926.2790427488396,0.631051507864168,0.14577844844837698,4.328839513528201,1.49897112377932e-05,0.0018730386925062301"
110,"ENSMUSG00000033501,36714.2496552971,0.41764875210452207,0.0964564344181415,4.3299211154126,1.49162765591521e-05,0.0018730386925062301"
111,"ENSMUSG00000078588,283.648467385973,-1.38630425584805,0.32148703746922497,-4.31216221581177,1.61665751130137e-05,0.00200205711444196"
112,"ENSMUSG00000111709,2082.93994324805,-0.633015030403187,0.14719196438614598,-4.30060861707453,1.70329659121721e-05,0.00209068351506041"
113,"ENSMUSG00000029016,7266.94270311965,-0.46771262094914295,0.109017030192685,-4.2902711633446,1.7845508691848602e-05,0.00217120355750825"
114,"ENSMUSG00000096676,178.540558031268,-1.73198326578282,0.405626387880738,-4.26989790982745,1.95562461625839e-05,0.00233832012306068"
115,"ENSMUSG00000112064,172.30450664531503,-1.7074488225237803,0.399757847590385,-4.2712077644397795,1.9441717420010398e-05,0.00233832012306068"
116,"ENSMUSG00000022303,396.22861380866203,-1.19740807406219,0.280844157614888,-4.26360328885374,2.0115645013189998e-05,0.00238464954130723"
117,"ENSMUSG00000083049,895.5662056724901,0.8101787220795749,0.19102089614383197,4.2413093982636205,2.22219555845381e-05,0.00261202138947071"
118,"ENSMUSG00000082066,2823.31392317758,0.574190172012782,0.13600434243681,4.22185175653167,2.42303455638302e-05,0.00280853380841106"
119,"ENSMUSG00000103139,5875.389789746321,0.49968137664083295,0.11837379505769301,4.22121616019235,2.4298778443354502e-05,0.00280853380841106"
120,"ENSMUSG00000062826,2635.54461815465,-0.5559369592311459,0.1339457164629,-4.15046463531462,3.31801033434942e-05,0.00380337217664682"
121,"ENSMUSG00000095686,1801.23165568849,-0.701541064992045,0.16930898948387998,-4.1435547346341,3.41963405076855e-05,0.00388773149870162"
122,"ENSMUSG00000085560,3047.19241125377,-0.5369553257801339,0.129697680901194,-4.14005340765651,3.47224971714866e-05,0.00391545557535382"
123,"ENSMUSG00000075111,2239.38584623311,-0.5798015096849821,0.14018981050755402,-4.13583203790506,3.53670816235399e-05,0.00395597921063305"
124,"ENSMUSG00000086918,2467.07319011155,0.559101692126145,0.13726736423295802,4.07308536337367,4.63944102571692e-05,0.005107067224340771"
125,"ENSMUSG00000091754,1045.56445213616,0.728797681275122,0.178926789173419,4.07316134516201,4.63792710075347e-05,0.005107067224340771"
126,"ENSMUSG00000087088,1247.57065598145,0.6784081042853969,0.16745569032057098,4.05126934167886,5.09405275244899e-05,0.0055633473760998"
127,"ENSMUSG00000023999,406.709614074995,-1.1678807259214699,0.28848208182234897,-4.04836487085761,5.15766979766514e-05,0.00558881875731371"
128,"ENSMUSG00000073242,2658.46806020499,0.53343528805032,0.13248440609887702,4.02640056862393,5.66371729917005e-05,0.00608959371623942"
129,"ENSMUSG00000118578,3870.70959158017,-0.513801611975776,0.128068354998962,-4.01193262754049,6.02236889929018e-05,0.00642540435639652"
130,"ENSMUSG00000116396,126.61771500403,-2.04952321907533,0.51331713940917,-3.9927036557445597,6.53241867215249e-05,0.00686398840778447"
131,"ENSMUSG00000110774,302.544129014115,1.2076455303331899,0.30236810367407696,3.9939580784450497,6.497935727206629e-05,0.00686398840778447"
132,"ENSMUSG00000103845,5238.16024541993,-0.48711256000782105,0.122892471176353,-3.96372987982969,7.37877414181421e-05,0.0076950073193205295"
133,"ENSMUSG00000042540,3865.1511271124,-0.584146587236119,0.147886555397693,-3.9499641171927,7.816291022243391e-05,0.008090444513322071"
134,"ENSMUSG00000093363,223.417201696921,1.5264427731432302,0.38963531880029,3.91761911585233,8.94278591359747e-05,0.00916853048626895"
135,"ENSMUSG00000109341,21854.4730143882,-0.379367018748875,0.0968675498355894,-3.9163478315779,8.99005152222478e-05,0.00916853048626895"
136,"ENSMUSG00000062461,1383.84939482807,-0.6753269801352281,0.17252436412731603,-3.91438614221969,9.063449259546519e-05,0.00917591541824162"
137,"ENSMUSG00000085620,1752.82883985642,-0.6051315325221379,0.15475046751737,-3.91036965658417,9.2154979216871e-05,0.00918724728507433"
138,"ENSMUSG00000106565,1637.4046891234,-0.773016385644634,0.197644313487857,-3.91114913453924,9.18580276145249e-05,0.00918724728507433"
139,"ENSMUSG00000029470,7444.12690874093,-0.457167304453609,0.11695675344884598,-3.9088576843368195,9.273357028914251e-05,0.00918724728507433"
140,"ENSMUSG00000083964,2320.30142551268,0.5381424774408511,0.138686566818914,3.88027831234379,0.000104337006419855,0.0102635055251304"
141,"ENSMUSG00000110304,230.252560456358,-1.73597040526272,0.448714250935209,-3.8687659276357205,0.000109387590320099,0.0106845484347871"
142,"ENSMUSG00000112641,44605.372690430195,-0.411657548109303,0.10652872857433197,-3.86428669166048,0.00011141430323581499,0.0108064082928724"
143,"ENSMUSG00000105856,1542.71541538909,0.6608652588680479,0.17129904884852898,3.85796222051658,0.00011433631544252099,0.0110128103832484"
144,"ENSMUSG00000073530,16324.313596927299,1.62951473082776,0.42267764399293795,3.8552186376220603,0.00011562624563252,0.0110602484615383"
145,"ENSMUSG00000040891,196.24960866667197,-1.4375645183449701,0.373085295026789,-3.8531792528616,0.000116593967796994,0.0110764269407145"
146,"ENSMUSG00000044906,1795.5508437939898,0.5761582506542879,0.15015575184792998,3.83707079857847,0.000124510584836533,0.0117480395352566"
147,"ENSMUSG00000030213,3059.44836153091,0.488884303215245,0.127563717958873,3.8324714192860196,0.00012686234166563602,0.0118890586412323"
148,"ENSMUSG00000021901,470.96073248273103,0.9444023483450459,0.248006399994852,3.8079757150002997,0.000140109028662344,0.0129554148503114"
149,"ENSMUSG00000077637,2705.18507386928,-0.521729462031463,0.136989491073808,-3.80853639167373,0.000139791775073463,0.0129554148503114"
150,"ENSMUSG00000021947,156082.75002927802,0.35042977529304997,0.0922698389768672,3.7978799917587995,0.000145938946229736,0.0134051204252082"
151,"ENSMUSG00000047368,2204.27705812517,-0.599153007954099,0.158259327464488,-3.78589380830362,0.000153157073125679,0.0139755829227182"
152,"ENSMUSG00000036636,1262.25112288949,-0.6311564517278421,0.167012778587089,-3.77909078016281,0.000157402037543253,0.0142690605276139"
153,"ENSMUSG00000109222,9212.325230870309,0.398654114267871,0.105589968613335,3.77549230768049,0.000159691952834101,0.014382645362396003"
154,"ENSMUSG00000078651,1384.33321280263,-0.6239733224001589,0.16601990590948498,-3.7584247442011804,0.000170986448915446,0.0152024490157515"
155,"ENSMUSG00000022408,8512.1148468937,-0.4126519822901121,0.109758706970902,-3.7596286771081298,0.000170165736540692,0.0152024490157515"
156,"ENSMUSG00000052374,3674.74244599068,-0.492523015484171,0.131498775143197,-3.7454570580435496,0.000180065646990919,0.0159058043626687"
157,"ENSMUSG00000029082,1009.74909417181,-0.6867333086026159,0.18342760101846103,-3.7438929844233195,0.0001811908499857,0.0159058043626687"
158,"ENSMUSG00000098113,2848.42622295391,-0.48258282169756606,0.130035118766851,-3.71117299906361,0.000206301046294985,0.0179961981893801"
159,"ENSMUSG00000108720,1192.11893857765,-0.628049761893061,0.170137369925656,-3.69142747514844,0.000222998985783789,0.0193312245801322"
160,"ENSMUSG00000014837,1805.1210286827302,-0.6969689625347769,0.189065084730292,-3.68639700730058,0.00022745143107901899,0.0195947288761863"
161,"ENSMUSG00000114449,225.941316697423,-1.28112688670866,0.347688995965847,-3.6846920712857503,0.00022897929977773598,0.0196045857278839"
162,"ENSMUSG00000099825,3116.2131835616497,-0.5154370497621129,0.14004137184802598,-3.6806055450632695,0.00023268072085105,0.0196785463305126"
163,"ENSMUSG00000084929,3977.73538837563,-0.537609070803471,0.146047192840634,-3.68106404749668,0.00023226264735852598,0.0196785463305126"
164,"ENSMUSG00000097281,2257.0765711479103,-0.5089368398910491,0.13848594508919398,-3.67500716093075,0.000237842743597086,0.0199932051738884"
165,"ENSMUSG00000022037,7000.671289098211,-0.41591325994975104,0.113396133108824,-3.66779050173261,0.00024465551124872004,0.0202273682417637"
166,"ENSMUSG00000011832,4526.19763260498,0.4344391402195,0.118410770235887,3.66891575279891,0.000243581324963282,0.0202273682417637"
167,"ENSMUSG00000106491,1694.65797202754,0.634203846480515,0.172928825535797,3.66742701522153,0.00024500345094566003,0.0202273682417637"
168,"ENSMUSG00000043670,10099.875848451,0.38268332273443795,0.104827031327237,3.65061681027502,0.00026161129712925097,0.0214707023146906"
169,"ENSMUSG00000112278,3782.0723473927796,-0.442637818394286,0.12173587926632598,-3.63605061270317,0.00027684995947897405,0.0225876996351375"
170,"ENSMUSG00000060380,136.325570666642,-1.6177449642702202,0.44749548782387505,-3.61510899727089,0.000300221281604469,0.0242498851750767"
171,"ENSMUSG00000084941,2103.9119231231302,-0.521315827179378,0.144259994701302,-3.6137241531083397,0.000301830178709202,0.0242498851750767"
172,"ENSMUSG00000081550,2703.8065201516197,-0.480220638642976,0.132908136346709,-3.6131771300310294,0.00030246792612027796,0.0242498851750767"
173,"ENSMUSG00000087026,12755.5586388629,-0.3785161210080711,0.105188208926115,-3.59846531158207,0.00032010053504908,0.025516059891556"
174,"ENSMUSG00000062949,10381.271564484301,-0.369591302456531,0.102827365260085,-3.5942893365176802,0.00032527820712266204,0.0256557061312077"
175,"ENSMUSG00000118302,2715.62277968509,-0.4789812253530639,0.133269852040525,-3.59407036189562,0.000325551858622391,0.0256557061312077"
176,"ENSMUSG00000078307,1286.97280415988,0.641618284256516,0.17869754178424302,3.5905266398751,0.00033001049729321,0.0258601446184002"
177,"ENSMUSG00000092509,1277.55416328225,-0.630509733170811,0.17627008400181196,-3.57695258807688,0.00034762319409675297,0.0270502562390807"
178,"ENSMUSG00000088961,3809.32582736515,-0.5035944821109379,0.14083230238540198,-3.57584498429061,0.00034909847633709,0.0270502562390807"
179,"ENSMUSG00000064693,1371.1386539003302,-0.6351895819202621,0.17817233465364102,-3.56502923506639,0.000363815633154796,0.028034015732538997"
180,"ENSMUSG00000003031,258.903313021762,-1.1568698868524598,0.32556477796272,-3.55342458754838,0.000380250201780364,0.0289784082345805"
181,"ENSMUSG00000100801,1643.82473529625,0.5495486679916151,0.154610951693394,3.5543967744368796,0.000378847196451614,0.0289784082345805"
182,"ENSMUSG00000088230,698.4354536547639,-0.7552286486192941,0.2129065724412,-3.54723031778585,0.00038930409270017597,0.0295062719439969"
183,"ENSMUSG00000115516,1404.74114911916,-0.5707401328316779,0.16104225061655403,-3.5440397203006397,0.00039404587552848596,0.029703349421631"
184,"ENSMUSG00000078862,875.4124454144701,-0.822764178056246,0.232514841648016,-3.5385447751406605,0.000402339040363202,0.0301645539991222"
185,"ENSMUSG00000109709,3566.67286118637,-0.43403000168892,0.122956456828452,-3.5299488362329305,0.000415640036548642,0.0309942328329552"
186,"ENSMUSG00000104479,149.402407362085,1.4816972845574201,0.42113728512881005,3.5183236841739602,0.000434282296986519,0.0322112056641873"
187,"ENSMUSG00000090628,242.194689481114,-1.3302443158581299,0.380581629090608,-3.4952930309240497,0.00047354155312935,0.0349362837335323"
188,"ENSMUSG00000081933,307.07418100301896,-1.0511526879382902,0.30165248727987604,-3.48464783903149,0.00049278514700115,0.0361636507349521"
189,"ENSMUSG00000015619,241.41742179605598,-1.1876513002748101,0.342246189583122,-3.47016661228994,0.000520135609584455,0.0379698994996652"
190,"ENSMUSG00000085004,2592.47236077315,-0.471330448289486,0.135970484051884,-3.4664173741532998,0.000527443819532974,0.0383018103503788"
191,"ENSMUSG00000054417,3263.99510423092,-0.43337763195716905,0.12555121003242597,-3.45179972256134,0.000556860897449839,0.0402273992064024"
192,"ENSMUSG00000106840,753.6106186608971,-0.7411691210691379,0.214915113970698,-3.44865983306409,0.0005633759368168901,0.0404871722468926"
193,"ENSMUSG00000041750,3591.13994342175,0.42591182591766,0.12376847391259199,3.4411980082944797,0.000579144550608683,0.0414058500873321"
194,"ENSMUSG00000036533,3020.49203349877,0.47328053695561795,0.13810547417011199,3.42694987146312,0.0006104017413921059,0.0433413680458484"
195,"ENSMUSG00000084190,12173.3317327987,-0.349559915307923,0.10211273789425399,-3.42327433889709,0.000618715996617013,0.0433413680458484"
