name,0hr,2hr,6hr,12hr,class
ENSMUSG00000103598.1,2.9390083627,7.0353401788,0,3.9701604194,4
ENSMUSG00000114267.1,0,2.0100971939,0,1.9850802097,4
ENSMUSG00000111291.1,123.4383512318,150.7572895452,78.072795415,184.6124595036,4
ENSMUSG00000112669.1,5.8780167253,12.0605831636,16.0149323928,18.8582619923,4
ENSMUSG00000112496.2,1.9593389084,0,0,0,3
ENSMUSG00000112816.1,1.9593389084,2.0100971939,6.0055996473,0,0
ENSMUSG00000111833.1,0,0,0,1.9850802097,2
ENSMUSG00000113922.1,1.9593389084,0,2.0018665491,1.9850802097,4
ENSMUSG00000115090.1,5.8780167253,0,0,0,3
ENSMUSG00000115154.1,1.9593389084,0,1.0009332746,0.9925401049,4
ENSMUSG00000115221.1,0,0,2.0018665491,0,0
ENSMUSG00000113901.1,0,2.0100971939,17.0158656674,2.9776203146,0
ENSMUSG00000114470.1,0,7.0353401788,0,0.9925401049,1
ENSMUSG00000115979.1,1.9593389084,0,0,0,3
ENSMUSG00000116241.1,0.9796694542,0,0,0,3
ENSMUSG00000114888.1,0,0,0,1.9850802097,2
ENSMUSG00000116579.1,2.9390083627,2.0100971939,2.0018665491,1.9850802097,4
ENSMUSG00000116876.1,0,3.0151457909,2.0018665491,0,1
ENSMUSG00000116534.1,2.9390083627,0,0,0,3
ENSMUSG00000116765.1,0,0,1.0009332746,0,0
ENSMUSG00000117335.1,5.8780167253,2.0100971939,2.0018665491,0,3
ENSMUSG00000045694.4,0.9796694542,1.005048597,0,0,4
ENSMUSG00000117596.1,0,11.0555345666,0,0,1
ENSMUSG00000117371.1,3.9186778169,5.0252429848,17.0158656674,11.9104812583,4
ENSMUSG00000118367.1,0.9796694542,2.0100971939,0,0,1
ENSMUSG00000118138.1,44.0851254399,39.1968952817,60.0559964731,184.6124595036,2
ENSMUSG00000118325.1,0,0,2.0018665491,9.9254010486,2
ENSMUSG00000118128.1,1.9593389084,0,0,0,3
ENSMUSG00000118100.1,29.3900836266,11.0555345666,6.0055996473,91.3136896469,2
ENSMUSG00000096832.1,0,0,0,3.9701604194,2
ENSMUSG00000111997.1,6.8576861795,20.1009719394,19.0177322165,26.7985828312,4
ENSMUSG00000056257.3,0,0,4.0037330982,1.9850802097,0
ENSMUSG00000116215.1,5.8780167253,11.0555345666,3.0027998237,11.9104812583,4
ENSMUSG00000071035.5,2.9390083627,4.0201943879,3.0027998237,3.9701604194,4
ENSMUSG00000063586.1,0.9796694542,2.0100971939,0,0,1
ENSMUSG00000117788.1,0,1.005048597,0,0,1
ENSMUSG00000106419.1,0,2.0100971939,0,0,1
ENSMUSG00000112045.1,0,0,2.0018665491,0,0
ENSMUSG00000113753.1,8.817025088,2.0100971939,5.0046663728,2.9776203146,4
ENSMUSG00000094925.7,5.8780167253,10.0504859697,10.0093327455,2.9776203146,4
ENSMUSG00000099979.1,0,0,2.0018665491,1.9850802097,4
ENSMUSG00000110058.1,3.9186778169,0,0,0,3
ENSMUSG00000075245.4,0.9796694542,0,0,0,3
ENSMUSG00000063830.5,0.9796694542,0,0,0,3
ENSMUSG00000098057.1,0.9796694542,1.005048597,0,0,4
ENSMUSG00000114962.1,5.8780167253,0,0,0,3
ENSMUSG00000104623.1,3.9186778169,0,2.0018665491,4.9627005243,4
ENSMUSG00000116694.1,4.8983472711,2.0100971939,2.0018665491,3.9701604194,4
ENSMUSG00000091269.2,133.235045774,162.8178727088,163.1521237518,380.1428601605,4
ENSMUSG00000116116.1,1.9593389084,0,0,0,3
ENSMUSG00000081453.1,23.5120669013,10.0504859697,28.0261316874,2.9776203146,4
ENSMUSG00000116748.1,0,1.005048597,1.0009332746,0,4
ENSMUSG00000109489.1,40.166447623,56.2827214302,48.0447971784,34.73890367,4
ENSMUSG00000118283.1,5.8780167253,50.2524298484,28.0261316874,31.7612833555,4
ENSMUSG00000044211.9,465.3429907548,375.888175266,428.3994415078,526.0462555746,4
ENSMUSG00000113572.1,0,0,2.0018665491,0,0
ENSMUSG00000098224.1,1.9593389084,0,0,5.9552406291,2
ENSMUSG00000090051.1,0,0,1.0009332746,0.9925401049,4
ENSMUSG00000094543.1,1.9593389084,0,1.0009332746,1.9850802097,4
ENSMUSG00000100843.1,0.9796694542,0,2.0018665491,0,0
ENSMUSG00000043889.6,89.1499203341,72.3634989817,85.0793283368,73.4479677595,4
ENSMUSG00000081194.1,1.9593389084,0,0,0,3
ENSMUSG00000047905.10,90.1295897883,129.6512690089,157.1465241045,188.582619923,4
ENSMUSG00000113751.1,0,0,2.0018665491,0.9925401049,0
ENSMUSG00000109059.1,2.9390083627,4.0201943879,1.0009332746,5.9552406291,4
ENSMUSG00000045075.3,3.9186778169,7.0353401788,4.0037330982,5.9552406291,4
ENSMUSG00000003228.9,768.0608521089,649.2613936412,1970.8376175908,1627.7657719668,4
ENSMUSG00000063275.15,514.3264634658,806.0489747682,1058.9874044749,1088.816495029,4
ENSMUSG00000038047.18,1562.5727794817,2064.3698181719,2751.5655717405,4403.9004452541,4
ENSMUSG00000019977.16,2108.2486654826,2061.354672381,1907.7788212941,1776.6467876955,4
ENSMUSG00000027360.5,0,5.0252429848,0,0,1
ENSMUSG00000035181.6,3738.4186373055,3768.9322386294,3405.1750000222,3316.07649033,4
ENSMUSG00000025630.8,1735.9742728788,2637.2475184436,3573.3317901468,5125.4771014857,4
ENSMUSG00000014418.16,1916.2334524554,1916.6276744177,1958.8264182962,2014.8564128614,4
ENSMUSG00000026896.14,10.7763639964,10.0504859697,0,1.9850802097,4
ENSMUSG00000027399.1,0,2.0100971939,0,0,1
ENSMUSG00000062867.13,5559.6241527015,5187.055808951,5973.5697825199,6033.6512974306,4
ENSMUSG00000041605.16,142.052070862,127.6411718149,92.0858612587,79.4032083886,4
ENSMUSG00000003721.14,2019.0987451485,1765.8703848725,1208.126462383,1325.0410399852,4
ENSMUSG00000021676.10,9.7966945422,7.0353401788,6.0055996473,11.9104812583,4
ENSMUSG00000050671.12,5.8780167253,8.0403887757,51.0475970021,11.9104812583,0
ENSMUSG00000062609.14,212.5882715659,109.5502970695,90.0839947096,87.3435292275,4
ENSMUSG00000050382.14,841.5360611754,896.5033484953,1070.9986037695,683.860132247,4
ENSMUSG00000029195.10,1.9593389084,3.0151457909,4.0037330982,13.895561468,2
ENSMUSG00000020653.12,335.0469533434,415.0850705477,756.7055555605,619.3450254313,4
ENSMUSG00000062901.3,3153.5559731359,2965.8984096521,1865.7396237629,1228.764649814,4
ENSMUSG00000044938.8,3.9186778169,0,0,0,3
ENSMUSG00000031828.9,349.7419951567,386.9437098326,302.2818489144,383.1204804751,4
ENSMUSG00000060161.9,0,0,0,2.9776203146,2
ENSMUSG00000067599.13,0,0,0,3.9701604194,2
ENSMUSG00000038056.15,3813.8531852805,3742.8009751082,6449.0130879316,4236.1611675331,4
ENSMUSG00000022905.12,1121.7215250825,1478.4264861397,2706.5235743857,1775.6542475906,4
ENSMUSG00000067596.4,0,0,2.0018665491,0,0
ENSMUSG00000047641.8,24.4917363555,3.0151457909,15.0139991183,5.9552406291,4
ENSMUSG00000019899.17,575.0659696274,652.2765394321,500.4666372755,346.3964965954,4
ENSMUSG00000019846.11,8353.6414361384,5948.8826454526,7057.5805188585,5359.7165662322,4
ENSMUSG00000039706.11,45.0647948941,63.318061609,37.0345311584,5.9552406291,4
ENSMUSG00000038793.8,1.9593389084,0,0,3.9701604194,2
ENSMUSG00000033880.11,714.1790321268,551.7716797353,531.4955687865,414.8817638306,4
ENSMUSG00000030600.15,17.634050176,7.0353401788,0,5.9552406291,3
ENSMUSG00000030556.13,564.289605631,527.6505134081,474.4423721371,485.3521112755,4
ENSMUSG00000036273.15,2174.8661883696,2647.2980044133,1985.851616709,1800.4677502121,4
ENSMUSG00000007050.17,1046.2869771075,1503.5527010639,1943.8124191779,4302.6613545586,4
ENSMUSG00000018819.10,3102.6131615164,2515.6366382105,2149.0037404608,2181.6031504775,4
ENSMUSG00000031578.5,454.5666267583,630.1654702988,397.3705099967,493.2924321143,4
ENSMUSG00000059474.13,1922.1114691807,1886.4762165086,1933.8030864324,1309.1603983075,4
ENSMUSG00000085702.8,33.3087614435,17.0858261485,8.0074661964,15.8806416777,4
ENSMUSG00000042444.10,1379.3745915425,1538.7294019578,2016.8805482201,1125.5404789088,4
ENSMUSG00000065395.1,0.9796694542,2.0100971939,0,0,1
ENSMUSG00000065587.1,0,1.005048597,0,0.9925401049,4
ENSMUSG00000070081.2,0,0,1.0009332746,0,0
ENSMUSG00000093176.1,4.8983472711,10.0504859697,0,0,1
ENSMUSG00000098376.1,0,1.005048597,2.0018665491,3.9701604194,2
ENSMUSG00000017737.2,5190.2887684604,2945.7974377127,4057.7834950294,2677.8732029064,4
ENSMUSG00000056458.16,96.9872759678,50.2524298484,94.0877278078,70.4703474449,4
ENSMUSG00000034932.4,1455.7888089717,1779.94106523,1423.3271164114,1429.2577509953,4
ENSMUSG00000051246.3,18.6137196302,13.0656317606,12.0111992946,26.7985828312,4
ENSMUSG00000005493.15,3.9186778169,2.0100971939,2.0018665491,0,4
ENSMUSG00000064358.1,211.6086021116,191.9642820209,213.1987874793,158.8064167773,4
ENSMUSG00000021048.7,2502.0757860792,2916.6510284007,3713.4624485839,4536.9008193051,4
ENSMUSG00000064340.1,2.9390083627,6.0302915818,3.0027998237,2.9776203146,4
ENSMUSG00000051147.10,246.8767024636,332.6710855964,283.2641166979,350.3666570148,4
ENSMUSG00000033634.7,6.8576861795,0,0,6.947780734,4
ENSMUSG00000028833.13,2605.9207482266,3485.5085342844,2547.3751837321,2110.1402629277,4
ENSMUSG00000015950.13,0.9796694542,1.005048597,6.0055996473,0,0
ENSMUSG00000028614.14,2378.6374348474,3114.6456020033,6815.3546664172,8040.5673894531,4
ENSMUSG00000050323.14,156.7471126753,137.6916577846,132.1231922407,138.9556146801,4
ENSMUSG00000047180.8,10.7763639964,6.0302915818,6.0055996473,0,4
ENSMUSG00000027967.8,0,3.0151457909,0,0,1
ENSMUSG00000001056.3,1435.2157504331,2149.7989489142,1191.1105967156,1746.8705845498,4
ENSMUSG00000015579.5,621.1104339758,593.983720808,889.8296810758,771.2036614745,4
ENSMUSG00000029361.18,4.8983472711,6.0302915818,8.0074661964,0,4
ENSMUSG00000032558.19,624.0494423385,642.2260534624,431.4022413314,403.9638226771,4
ENSMUSG00000065873.1,0,0,1.0009332746,0.9925401049,4
ENSMUSG00000039114.16,1569.4304656613,1618.1282411182,1101.026602006,968.7191423412,4
ENSMUSG00000021488.8,1585.1051769288,1010.0738399527,946.8828777252,939.9354793003,4
ENSMUSG00000020902.12,131.2757068656,50.2524298484,66.0615961204,93.2987698566,4
ENSMUSG00000090061.9,0,0,0,4.9627005243,2
ENSMUSG00000033009.15,1109.9654916319,1114.5988940373,1013.9454071201,1281.3692753714,4
ENSMUSG00000038463.8,1153.0709476176,1468.37600017,1509.4073780228,2387.058952183,4
ENSMUSG00000075139.3,0,2.0100971939,0,0,1
ENSMUSG00000075074.3,3.9186778169,0,0,0,3
ENSMUSG00000059623.6,0,0,0,1.9850802097,2
ENSMUSG00000045381.6,0,0,0,1.9850802097,2
ENSMUSG00000090556.5,0,5.0252429848,0,1.9850802097,1
ENSMUSG00000096477.2,0,0,0,1.9850802097,2
ENSMUSG00000059106.5,1.9593389084,6.0302915818,3.0027998237,6.947780734,4
ENSMUSG00000066463.13,0,0,4.0037330982,1.9850802097,0
ENSMUSG00000024687.11,4793.522639501,5425.2523264324,5748.3597957459,4361.2212207452,4
ENSMUSG00000005917.15,12.7357029049,10.0504859697,50.0466637275,35.7314437749,4
ENSMUSG00000028927.6,1.9593389084,0,0,5.9552406291,2
ENSMUSG00000031284.16,2682.3349656558,3511.6397978056,1823.7004262318,1388.5636066961,4
ENSMUSG00000073530.11,900.3162284287,802.0287803803,967.9024764907,666.9869504645,4
ENSMUSG00000044641.7,402.6441456846,322.6205996267,919.8576793123,591.5539024953,4
ENSMUSG00000056214.9,771.9795299258,1023.1394717133,3721.4699147803,2466.4621605717,4
ENSMUSG00000004231.15,0,2.0100971939,0,0,1
ENSMUSG00000052613.16,5.8780167253,0,4.0037330982,0,3
ENSMUSG00000103472.1,3.9186778169,7.0353401788,0,1.9850802097,4
ENSMUSG00000032504.15,8669.0950003974,8739.9025992323,10040.3616770203,8821.6964519762,4
ENSMUSG00000070526.2,179.2795101224,337.6963285812,898.8380805467,684.8526723519,4
ENSMUSG00000024901.15,451.6276183957,538.7060479748,466.4349059407,292.7993309331,4
ENSMUSG00000036167.16,1938.7658499024,1707.5775662484,3310.0863389399,3327.9869715883,4
ENSMUSG00000024640.9,8570.1483855212,12138.9769541775,10789.0597663843,13858.8374841296,4
ENSMUSG00000021178.9,3949.0475699629,4881.5210354728,3957.6901675743,4436.6542687144,4
ENSMUSG00000029440.15,1024.7342491147,1220.128996719,1333.2431217018,1553.3252641025,4
ENSMUSG00000068744.12,2159.191477102,2245.2785656261,1557.4521752012,3574.136917593,4
ENSMUSG00000096199.2,106.78397051,169.8532128876,130.1213256916,130.0227537364,4
ENSMUSG00000079179.9,868.9668058936,856.3014046166,542.5058348066,623.3151858507,4
ENSMUSG00000040022.14,1927.0098164518,1698.5321288756,1421.3252498623,1721.0645418235,4
ENSMUSG00000008601.12,4.8983472711,0,3.0027998237,2.9776203146,4
ENSMUSG00000022159.16,118.5400039607,120.6058316361,114.1063932988,90.3211495421,4
ENSMUSG00000002104.11,3.9186778169,7.0353401788,10.0093327455,19.8508020972,4
ENSMUSG00000042396.10,1764.3846870512,2110.6020536325,2184.0364050701,1866.9679372376,4
ENSMUSG00000096982.2,3.9186778169,2.0100971939,2.0018665491,0,4
ENSMUSG00000097451.11,15019.3124026549,10702.7625091104,11856.0546370556,8112.0302770029,4
ENSMUSG00000116648.1,3.9186778169,0,0,1.9850802097,3
ENSMUSG00000060636.14,2070.041556768,1729.6886353816,1781.6612287006,1919.572562795,4
ENSMUSG00000083988.1,0.9796694542,3.0151457909,2.0018665491,1.9850802097,4
ENSMUSG00000080059.4,97.9669454221,65.3281588029,44.0410640802,78.4106682838,4
ENSMUSG00000102117.1,8.817025088,7.0353401788,9.008399471,13.895561468,4
ENSMUSG00000074824.3,12.7357029049,19.0959233424,7.0065329219,15.8806416777,4
ENSMUSG00000030592.18,73.4752090665,45.2271868636,48.0447971784,34.73890367,4
ENSMUSG00000027907.4,10819.4694524115,10772.1108623012,10845.1120297592,9343.7725471315,4
ENSMUSG00000038331.15,1793.7747706778,1682.4513513242,1407.3121840186,1036.2118694716,4
ENSMUSG00000088789.1,2.9390083627,1.005048597,0,0,3
ENSMUSG00000001833.17,6809.6823762869,7251.4256271229,8674.0877572583,8530.8822012529,4
ENSMUSG00000066366.14,11.7560334506,19.0959233424,10.0093327455,1.9850802097,4
ENSMUSG00000026039.9,294.8805057204,394.9840986084,670.6252939491,1975.1548086671,2
ENSMUSG00000032908.9,1.9593389084,10.0504859697,3.0027998237,6.947780734,4
ENSMUSG00000058921.3,3.9186778169,0,0,0,3
ENSMUSG00000005360.14,9854.4950400043,9102.7251427377,9236.6122575559,5834.1507363542,4
ENSMUSG00000039838.11,0,0,6.0055996473,3.9701604194,0
ENSMUSG00000020495.13,1050.2056549244,998.0132567891,785.7326205225,1003.4580460113,4
ENSMUSG00000100826.6,134.2147152282,86.4341793392,73.0681290422,63.5225667109,4
ENSMUSG00000070167.1,93.068598151,147.7421437543,81.0755952386,73.4479677595,4
ENSMUSG00000063511.11,10540.2636579586,11294.7361327245,12417.5782040787,14730.2876961948,4
ENSMUSG00000024241.7,1896.6400633709,2434.2277018561,3689.4400499947,3385.55429767,4
ENSMUSG00000021990.16,68.5768617954,67.3382559968,199.1857216356,124.0675131072,4
ENSMUSG00000020867.13,27.4307447182,13.0656317606,16.0149323928,9.9254010486,4
ENSMUSG00000023935.10,57.800497799,46.2322354605,61.0569297476,45.6568448235,4
ENSMUSG00000051457.7,30.3697530808,44.2221382666,8.0074661964,47.6419250332,4
ENSMUSG00000051346.9,240.019016284,230.1561287056,168.1567901246,288.8291705136,4
ENSMUSG00000041355.13,4133.2254273564,4498.597520028,4302.0112140198,4668.9086532512,4
ENSMUSG00000046027.17,716.1383710352,888.4629597196,613.5720972997,475.4267102269,4
ENSMUSG00000032085.5,21.5527279929,45.2271868636,53.0494635512,8.9328609437,4
ENSMUSG00000003134.10,55.8411588906,56.2827214302,298.2781158162,277.9112293602,4
ENSMUSG00000004462.7,869.9464753478,994.9981109982,1066.9948706713,1206.9287675071,4
ENSMUSG00000032419.8,1739.8929506957,1682.4513513242,1208.126462383,1342.9067618726,4
ENSMUSG00000076757.9,0,0,1.0009332746,0,0
ENSMUSG00000040140.15,0,0,0,7.9403208389,2
ENSMUSG00000045691.14,129.3163679571,165.8330184997,99.0923941805,94.2913099615,4
ENSMUSG00000097320.8,130.2960374113,85.4291307423,92.0858612587,65.5076469206,4
ENSMUSG00000049420.9,234.1409995587,278.3984613601,84.0783950623,84.3659089129,4
ENSMUSG00000036944.6,0,0,2.0018665491,1.9850802097,4
ENSMUSG00000037573.5,1586.084846383,2192.0109899868,1176.0965975973,804.9500250397,4
ENSMUSG00000020541.12,294.8805057204,384.9336126387,420.3919753114,359.2995179585,4
ENSMUSG00000027164.8,988.4864793085,991.9829652073,808.7540858371,758.3006401114,4
ENSMUSG00000032112.10,795.4915968271,844.240821453,694.6476925383,645.1510681576,4
ENSMUSG00000051675.13,3372.0222614271,3582.9982481903,2485.3173207099,2926.0082291208,4
ENSMUSG00000040365.14,1893.7010550083,1965.8750556691,1448.3504482752,1749.8482048643,4
ENSMUSG00000067399.10,12.7357029049,6.0302915818,21.0195987656,13.895561468,4
ENSMUSG00000022386.12,372.2743926038,372.8730294751,256.238918285,311.6575929254,4
ENSMUSG00000023277.13,777.8575466511,1022.1344231163,1051.980871553,1058.0477517784,4
ENSMUSG00000039891.6,54.8614894363,44.2221382666,33.0307980602,35.7314437749,4
ENSMUSG00000024583.3,3391.6156505115,4612.1680114854,6000.5949809328,5808.3446936279,4
ENSMUSG00000032307.16,940.4826760517,982.9375278345,1148.0704659099,885.3457735332,4
ENSMUSG00000001930.17,5.8780167253,4.0201943879,8.0074661964,2.9776203146,4
ENSMUSG00000042050.8,1071.7583829173,1046.2555894435,1159.08073193,827.7784474514,4
ENSMUSG00000028933.11,317.4129031675,399.0042929962,619.577696947,1177.1525643614,4
ENSMUSG00000048967.16,177.3201712139,124.626026024,124.1157260443,180.6422990841,4
ENSMUSG00000060862.10,564.289605631,518.6050760354,374.349044682,656.069009311,4
ENSMUSG00000045064.4,35.2681003519,49.2473812514,21.0195987656,23.8209625166,4
ENSMUSG00000038535.17,351.7013340652,529.660610602,404.3770429186,426.7922450889,4
ENSMUSG00000090659.9,48.983472711,36.1817494908,20.018665491,18.8582619923,4
ENSMUSG00000042439.13,948.3200316855,1147.7654977373,847.7904835446,659.0466296256,4
ENSMUSG00000020420.8,189.0762046646,209.0501081693,121.1129262207,120.0973526878,4
ENSMUSG00000050064.14,440.8512543992,466.3425489931,329.3070473273,278.903769465,4
ENSMUSG00000044081.7,8.817025088,7.0353401788,0,5.9552406291,4
ENSMUSG00000050855.16,153.8081043126,221.1106913329,154.1437242808,191.5602402376,4
ENSMUSG00000098905.2,121.4790123233,96.4846653089,51.0475970021,80.3957484935,4
ENSMUSG00000052446.17,380.1117482376,408.0497303689,578.5394326904,677.9048916179,4
ENSMUSG00000024792.9,890.5195338865,867.3569391832,759.7083553841,623.3151858507,4
ENSMUSG00000049577.15,493.7534049271,938.715389568,2180.0326719719,1128.5180992233,4
ENSMUSG00000042408.13,1444.0327755211,1307.5682246552,1252.1675264632,1372.6829650184,4
ENSMUSG00000036214.14,65.6378534328,58.2928186241,84.0783950623,65.5076469206,4
ENSMUSG00000032400.18,537.8385303671,586.9483806292,599.559031456,2142.894086388,2
