name,0hr,2hr,6hr,12hr,class
ENSMUSG00000084249.1,8.817025088,2.0100971939,3.0027998237,0,3
ENSMUSG00000084805.1,1.9593389084,0,0,1.9850802097,4
ENSMUSG00000095588.1,21.5527279929,20.1009719394,2.0018665491,18.8582619923,4
ENSMUSG00000082762.1,28.4104141724,22.1110691333,33.0307980602,14.8881015729,4
ENSMUSG00000083985.3,1.9593389084,1.005048597,0,0,3
ENSMUSG00000084274.2,5.8780167253,2.0100971939,1.0009332746,7.9403208389,4
ENSMUSG00000084401.1,50.9428116195,29.1464093121,27.0251984129,29.7762031457,4
ENSMUSG00000096745.1,0,0,4.0037330982,0,0
ENSMUSG00000085105.2,10.7763639964,15.0757289545,4.0037330982,3.9701604194,4
ENSMUSG00000081161.1,0,4.0201943879,1.0009332746,9.9254010486,2
ENSMUSG00000085581.1,23.5120669013,7.0353401788,8.0074661964,1.9850802097,3
ENSMUSG00000081068.1,2.9390083627,2.0100971939,2.0018665491,0,4
ENSMUSG00000082348.1,0.9796694542,0,8.0074661964,0,0
ENSMUSG00000082515.1,0,1.005048597,8.0074661964,0,0
ENSMUSG00000081067.1,3.9186778169,0,2.0018665491,0.9925401049,4
ENSMUSG00000085205.1,5.8780167253,0,0,0,3
ENSMUSG00000086074.2,5.8780167253,9.0454373727,2.0018665491,0,4
ENSMUSG00000084383.1,238.0596773756,206.0349623784,229.2137198722,273.9410689408,4
ENSMUSG00000085716.1,0.9796694542,0,0,0,3
ENSMUSG00000080994.2,5.8780167253,0,6.0055996473,3.9701604194,4
ENSMUSG00000082483.1,13.7153723591,2.0100971939,2.0018665491,0,3
ENSMUSG00000087496.1,7.8373556338,9.0454373727,7.0065329219,8.9328609437,4
ENSMUSG00000086129.1,0.9796694542,0,1.0009332746,0,4
ENSMUSG00000084124.1,0.9796694542,2.0100971939,1.0009332746,2.9776203146,4
ENSMUSG00000081973.1,0,0,1.0009332746,0,0
ENSMUSG00000082303.1,0,0,1.0009332746,0,0
ENSMUSG00000083951.1,0,0,1.0009332746,0,0
ENSMUSG00000082610.1,0,2.0100971939,0,0.9925401049,1
ENSMUSG00000081010.3,0,5.0252429848,1.0009332746,1.9850802097,1
ENSMUSG00000081077.1,0,0,8.0074661964,0,0
ENSMUSG00000082066.1,0,1.005048597,0,0,1
ENSMUSG00000081037.3,0,3.0151457909,0,0,1
ENSMUSG00000087545.1,29.3900836266,15.0757289545,9.008399471,5.9552406291,4
ENSMUSG00000085750.1,0,3.0151457909,0,0,1
ENSMUSG00000084407.1,22.5323974471,15.0757289545,28.0261316874,16.8731817826,4
ENSMUSG00000082740.1,64.6581839786,36.1817494908,22.0205320401,23.8209625166,4
ENSMUSG00000055494.5,0,2.0100971939,6.0055996473,5.9552406291,4
ENSMUSG00000085908.1,1.9593389084,0,0,0,3
ENSMUSG00000081894.1,0,0,5.0046663728,3.9701604194,0
ENSMUSG00000085546.1,2.9390083627,0,0,0.9925401049,3
ENSMUSG00000095419.1,98.9466148763,131.6613662028,91.0849279841,171.7094381404,4
ENSMUSG00000081805.1,0,0,0,3.9701604194,2
ENSMUSG00000086166.1,2.9390083627,0,4.0037330982,0,0
ENSMUSG00000078903.10,44.0851254399,50.2524298484,19.0177322165,28.7836630409,4
ENSMUSG00000089951.8,2.9390083627,3.0151457909,2.0018665491,0.9925401049,4
ENSMUSG00000080186.2,0,2.0100971939,0,0.9925401049,1
ENSMUSG00000083798.1,107.7636399643,110.5553456665,112.1045267497,105.2092511149,4
ENSMUSG00000083621.1,126.3773595944,165.8330184997,152.1418577317,104.2167110101,4
ENSMUSG00000084076.1,0,7.0353401788,0,0,1
ENSMUSG00000081603.1,1242.2208679516,1305.5581274612,1291.2039241707,853.5844901777,4
ENSMUSG00000083049.1,0,0,2.0018665491,0,0
ENSMUSG00000081263.1,0,0,2.0018665491,0,0
ENSMUSG00000085314.1,2.9390083627,2.0100971939,0,1.9850802097,4
ENSMUSG00000087626.1,154.7877737668,145.7320465603,120.1119929461,130.0227537364,4
ENSMUSG00000095082.1,8.817025088,2.0100971939,3.0027998237,0,3
ENSMUSG00000096834.7,0,3.0151457909,2.0018665491,5.9552406291,2
ENSMUSG00000082625.1,0,7.0353401788,1.0009332746,0,1
ENSMUSG00000087340.1,0,2.0100971939,15.0139991183,1.9850802097,0
ENSMUSG00000081355.1,17.634050176,9.0454373727,23.0214653147,25.8060427263,4
ENSMUSG00000083474.1,0,2.0100971939,4.0037330982,0,0
ENSMUSG00000085204.1,0,2.0100971939,3.0027998237,9.9254010486,2
ENSMUSG00000084783.1,0,2.0100971939,0,0,1
ENSMUSG00000082738.1,1.9593389084,0,0,0,3
ENSMUSG00000081051.4,8157.7075452943,7601.1825388677,8191.6379189247,7254.4756264058,4
ENSMUSG00000100801.1,33171.607719907,34529.4495974269,37760.2077824334,53677.5614108154,4
ENSMUSG00000084772.1,4.8983472711,3.0151457909,0,3.9701604194,4
ENSMUSG00000091177.2,1.9593389084,0,16.0149323928,1.9850802097,0
ENSMUSG00000086291.1,0,2.0100971939,2.0018665491,0,4
ENSMUSG00000112110.1,6.8576861795,3.0151457909,6.0055996473,6.947780734,4
ENSMUSG00000083853.1,24.4917363555,37.1867980878,22.0205320401,15.8806416777,4
ENSMUSG00000089680.1,1.9593389084,0,1.0009332746,4.9627005243,2
ENSMUSG00000062353.6,1309.8180602928,985.9526736254,1184.1040637937,1073.9283934562,4
ENSMUSG00000089646.1,0,0,3.0027998237,0,0
ENSMUSG00000089710.1,0,0,0,0.9925401049,2
ENSMUSG00000087202.1,3.9186778169,0,0,0.9925401049,3
ENSMUSG00000081512.1,29.3900836266,18.0908747454,22.0205320401,20.843342202,4
ENSMUSG00000082653.1,5.8780167253,0,0,0,3
ENSMUSG00000094092.1,0,2.0100971939,3.0027998237,0,0
ENSMUSG00000083902.2,107.7636399643,78.3937905635,119.1110596716,109.1794115344,4
ENSMUSG00000085106.1,0.9796694542,10.0504859697,0,0,1
ENSMUSG00000087381.8,62.6988450701,59.2978672211,40.037330982,30.7687432506,4
ENSMUSG00000086718.1,0,0,0,0.9925401049,2
ENSMUSG00000082051.1,0,0,5.0046663728,1.9850802097,0
ENSMUSG00000085327.1,1.9593389084,1.005048597,2.0018665491,0.9925401049,4
ENSMUSG00000085687.1,68.5768617954,52.2625270423,69.064395944,80.3957484935,4
ENSMUSG00000086134.1,36.2477698062,16.0807775515,40.037330982,14.8881015729,4
ENSMUSG00000082107.1,5.8780167253,15.0757289545,9.008399471,6.947780734,4
ENSMUSG00000084755.1,16.6543807217,6.0302915818,1.0009332746,8.9328609437,4
ENSMUSG00000090230.1,23.5120669013,6.0302915818,0,0.9925401049,3
ENSMUSG00000097790.1,0.9796694542,1.005048597,0,0,4
ENSMUSG00000095398.2,0,0,2.0018665491,0,0
ENSMUSG00000089908.1,0,0,7.0065329219,6.947780734,4
ENSMUSG00000074482.5,264.5107526395,274.3782669722,382.3565108785,352.3517372245,4
ENSMUSG00000087088.2,70.5362007039,49.2473812514,15.0139991183,39.7016041943,4
ENSMUSG00000097534.3,87.1905814256,54.2726242363,63.0587962967,96.2763901712,4
ENSMUSG00000097077.1,0,0,0,5.9552406291,2
ENSMUSG00000086539.8,17.634050176,24.1211663272,5.0046663728,11.9104812583,4
ENSMUSG00000097749.2,3.9186778169,6.0302915818,2.0018665491,0,4
ENSMUSG00000097743.1,89.1499203341,116.5856372483,99.0923941805,170.7168980355,4
ENSMUSG00000085962.8,21.5527279929,21.1060205363,6.0055996473,10.9179411534,4
ENSMUSG00000091784.2,34.2884308977,15.0757289545,16.0149323928,15.8806416777,4
ENSMUSG00000093926.1,0,1.005048597,0,0.9925401049,4
ENSMUSG00000095991.1,0,1.005048597,0,2.9776203146,2
ENSMUSG00000091031.1,0.9796694542,0,0,0,3
ENSMUSG00000091438.1,0,0,0,3.9701604194,2
ENSMUSG00000091429.1,0,0,3.0027998237,0,0
ENSMUSG00000090839.1,0,5.0252429848,0,0,1
ENSMUSG00000091305.1,0,0,0,0.9925401049,2
ENSMUSG00000079273.2,7.8373556338,1.005048597,0,2.9776203146,3
ENSMUSG00000091587.1,0,2.0100971939,0,0,1
ENSMUSG00000090761.1,150.86909595,154.777483933,199.1857216356,181.634839189,4
ENSMUSG00000090965.1,6.8576861795,20.1009719394,0,14.8881015729,4
ENSMUSG00000091216.2,0.9796694542,0,0,0,3
ENSMUSG00000091078.1,1.9593389084,1.005048597,0,1.9850802097,4
ENSMUSG00000091426.1,0,0,0,1.9850802097,2
ENSMUSG00000078143.3,1.9593389084,3.0151457909,8.0074661964,4.9627005243,4
ENSMUSG00000091723.2,0,2.0100971939,0,0,1
ENSMUSG00000091922.1,1.9593389084,1.005048597,0,2.9776203146,4
ENSMUSG00000091285.2,2.9390083627,0,0,0,3
ENSMUSG00000084917.3,32.3290919893,50.2524298484,30.0279982365,3.9701604194,4
ENSMUSG00000091423.2,4.8983472711,8.0403887757,5.0046663728,0.9925401049,4
ENSMUSG00000114232.1,8.817025088,0,0,0,3
ENSMUSG00000108125.1,0,5.0252429848,6.0055996473,1.9850802097,4
ENSMUSG00000113790.1,14.6950418133,3.0151457909,3.0027998237,3.9701604194,3
ENSMUSG00000103230.1,14.6950418133,2.0100971939,4.0037330982,0.9925401049,3
ENSMUSG00000109024.1,1.9593389084,0,0,0,3
ENSMUSG00000099342.1,30.3697530808,37.1867980878,27.0251984129,42.6792245089,4
ENSMUSG00000111808.1,0,7.0353401788,0,0,1
ENSMUSG00000103764.1,0.9796694542,0,0,0,3
ENSMUSG00000107661.1,0,5.0252429848,0,0,1
ENSMUSG00000108269.1,5.8780167253,0,2.0018665491,1.9850802097,3
ENSMUSG00000111981.1,0,1.005048597,0,0,1
ENSMUSG00000110768.1,139.1130624993,145.7320465603,122.1138594952,122.0824328975,4
ENSMUSG00000116274.1,3.9186778169,2.0100971939,6.0055996473,0,4
ENSMUSG00000101838.6,0.9796694542,5.0252429848,1.0009332746,0,1
ENSMUSG00000096192.2,6.8576861795,7.0353401788,2.0018665491,6.947780734,4
ENSMUSG00000111241.1,0.9796694542,0,4.0037330982,0,0
ENSMUSG00000113898.1,10.7763639964,15.0757289545,31.0289315111,35.7314437749,4
ENSMUSG00000110816.1,13.7153723591,34.1716522969,12.0111992946,1.9850802097,4
ENSMUSG00000107230.1,20.5730585386,21.1060205363,12.0111992946,17.8657218874,4
ENSMUSG00000092216.3,2.9390083627,0,0,0.9925401049,3
ENSMUSG00000090254.7,0,2.0100971939,2.0018665491,0,4
ENSMUSG00000107989.1,0,2.0100971939,8.0074661964,1.9850802097,0
ENSMUSG00000097053.1,0.9796694542,1.005048597,0,2.9776203146,2
ENSMUSG00000097640.7,449.6682794872,506.5444928718,287.2678497961,234.2394647464,4
ENSMUSG00000095648.7,26.451075264,13.0656317606,16.0149323928,10.9179411534,4
ENSMUSG00000114503.1,2.9390083627,0,0,0,3
ENSMUSG00000078886.12,7.8373556338,7.0353401788,5.0046663728,6.947780734,4
ENSMUSG00000092181.1,0.9796694542,2.0100971939,0,0,1
ENSMUSG00000092539.2,22.5323974471,12.0605831636,6.0055996473,8.9328609437,4
ENSMUSG00000023984.17,0,3.0151457909,2.0018665491,5.9552406291,2
ENSMUSG00000115161.1,3.9186778169,2.0100971939,6.0055996473,0,4
ENSMUSG00000093671.1,1.9593389084,1.005048597,9.008399471,0,0
ENSMUSG00000093484.1,0,0,0,0.9925401049,2
ENSMUSG00000093622.1,0,0,2.0018665491,0,0
ENSMUSG00000101583.1,3.9186778169,3.0151457909,4.0037330982,0,4
ENSMUSG00000108503.1,5.8780167253,8.0403887757,8.0074661964,10.9179411534,4
ENSMUSG00000095766.2,4.8983472711,6.0302915818,3.0027998237,7.9403208389,4
ENSMUSG00000108448.2,0,1.005048597,0,0,1
ENSMUSG00000113280.1,0,2.0100971939,0,0,1
ENSMUSG00000095123.1,567.2286139937,512.5747844536,511.4769032955,573.6881806078,4
ENSMUSG00000095836.3,26.451075264,17.0858261485,24.0223985892,21.8358823069,4
ENSMUSG00000093363.1,0,0,1.0009332746,0,0
ENSMUSG00000089417.1,40.166447623,2.0100971939,4.0037330982,6.947780734,3
ENSMUSG00000064494.1,0,2.0100971939,5.0046663728,7.9403208389,4
ENSMUSG00000088637.1,0.9796694542,0,0,0,3
ENSMUSG00000089343.1,0,2.0100971939,0,0,1
ENSMUSG00000088993.1,4.8983472711,4.0201943879,8.0074661964,4.9627005243,4
ENSMUSG00000088629.1,5.8780167253,0,0,0,3
ENSMUSG00000094158.1,1.9593389084,2.0100971939,2.0018665491,0,4
ENSMUSG00000084572.1,1.9593389084,0,0,0,3
ENSMUSG00000118152.1,0,0,1.0009332746,0,0
ENSMUSG00000064566.1,0.9796694542,15.0757289545,1.0009332746,3.9701604194,1
ENSMUSG00000088602.2,1.9593389084,0,0,0,3
ENSMUSG00000088412.1,0,0,5.0046663728,0.9925401049,0
ENSMUSG00000065674.1,0.9796694542,2.0100971939,3.0027998237,0,4
ENSMUSG00000084642.1,0,0,0,0.9925401049,2
ENSMUSG00000088512.1,0,1.005048597,0,0,1
ENSMUSG00000093874.1,0,1.005048597,2.0018665491,0.9925401049,4
ENSMUSG00000084693.1,1.9593389084,0,0,0,3
ENSMUSG00000080582.1,1.9593389084,0,8.0074661964,0,0
ENSMUSG00000064587.1,1.9593389084,0,0,1.9850802097,4
ENSMUSG00000088820.1,0,0,1.0009332746,0,0
ENSMUSG00000080676.1,0,0,0,1.9850802097,2
ENSMUSG00000088984.1,5.8780167253,2.0100971939,6.0055996473,9.9254010486,4
ENSMUSG00000065934.1,1.9593389084,0,3.0027998237,1.9850802097,4
ENSMUSG00000089092.1,4.8983472711,2.0100971939,4.0037330982,1.9850802097,4
ENSMUSG00000088453.1,0,1.005048597,0,0,1
ENSMUSG00000092908.1,0.9796694542,0,0,0,3
ENSMUSG00000092851.1,0,0,0,1.9850802097,2
ENSMUSG00000087938.1,0,2.0100971939,5.0046663728,0,0
ENSMUSG00000065080.1,0,0,3.0027998237,0,0
ENSMUSG00000097217.2,81.3125647003,50.2524298484,99.0923941805,78.4106682838,4
ENSMUSG00000097677.1,0,3.0151457909,0,1.9850802097,1
ENSMUSG00000096967.3,43.1054559857,32.161555103,31.0289315111,39.7016041943,4
ENSMUSG00000097442.1,0,0,1.0009332746,0,0
ENSMUSG00000097286.2,0,1.005048597,0,0,1
ENSMUSG00000097384.1,0,0,2.0018665491,0,0
ENSMUSG00000097408.1,0,0,5.0046663728,10.9179411534,2
ENSMUSG00000097914.1,0,2.0100971939,0,0,1
ENSMUSG00000098145.1,2.9390083627,0,0,0,3
ENSMUSG00000099190.1,7.8373556338,0,2.0018665491,2.9776203146,3
ENSMUSG00000098328.1,1.9593389084,2.0100971939,0,0,4
ENSMUSG00000099193.1,1.9593389084,0,0,0,3
ENSMUSG00000098541.1,0,2.0100971939,0,0,1
ENSMUSG00000098908.1,0.9796694542,0,1.0009332746,0,4
ENSMUSG00000100868.1,0,0,2.0018665491,2.9776203146,2
ENSMUSG00000100255.1,0,3.0151457909,0,0,1
ENSMUSG00000100642.1,69.5565312497,24.1211663272,59.0550631985,32.7538234603,4
ENSMUSG00000099361.1,3.9186778169,0,0,0,3
ENSMUSG00000099804.1,3.9186778169,0,3.0027998237,0,4
ENSMUSG00000101526.1,0,0,0,1.9850802097,2
ENSMUSG00000101191.6,2.9390083627,12.0605831636,3.0027998237,11.9104812583,4
ENSMUSG00000099556.1,0,3.0151457909,1.0009332746,0,1
ENSMUSG00000100556.1,15.6747112675,20.1009719394,9.008399471,1.9850802097,4
ENSMUSG00000079410.4,4.8983472711,3.0151457909,0,0.9925401049,4
ENSMUSG00000099801.1,0,2.0100971939,0,0,1
ENSMUSG00000101722.1,4.8983472711,2.0100971939,3.0027998237,0,4
ENSMUSG00000100764.1,2.9390083627,2.0100971939,6.0055996473,3.9701604194,4
ENSMUSG00000101880.1,3.9186778169,0,0,0,3
ENSMUSG00000101625.1,5.8780167253,0,0,1.9850802097,3
ENSMUSG00000101823.1,28.4104141724,16.0807775515,14.0130658437,4.9627005243,4
ENSMUSG00000079391.10,7.8373556338,10.0504859697,8.0074661964,16.8731817826,4
ENSMUSG00000110547.1,0.9796694542,5.0252429848,8.0074661964,17.8657218874,2
ENSMUSG00000113521.1,12.7357029049,12.0605831636,12.0111992946,11.9104812583,4
ENSMUSG00000106230.1,0.9796694542,2.0100971939,6.0055996473,0,0
ENSMUSG00000118196.1,10.7763639964,0,12.0111992946,3.9701604194,4
ENSMUSG00000118245.1,9.7966945422,4.0201943879,3.0027998237,6.947780734,4
ENSMUSG00000117717.1,0,0,0,0.9925401049,2
ENSMUSG00000110388.1,5.8780167253,0,0,2.9776203146,3
ENSMUSG00000117096.1,0,1.005048597,0,0,1
ENSMUSG00000117013.1,5.8780167253,30.151457909,5.0046663728,2.9776203146,1
ENSMUSG00000111542.1,0,0,0,1.9850802097,2
ENSMUSG00000108130.1,0.9796694542,0,0,0,3
ENSMUSG00000105068.1,0,2.0100971939,0,0,1
ENSMUSG00000115637.1,6.8576861795,7.0353401788,19.0177322165,16.8731817826,4
ENSMUSG00000110475.1,0,1.005048597,0,0,1
ENSMUSG00000117845.1,14.6950418133,0,6.0055996473,8.9328609437,4
ENSMUSG00000112742.1,17.634050176,37.1867980878,16.0149323928,15.8806416777,4
ENSMUSG00000109599.1,14.6950418133,3.0151457909,2.0018665491,4.9627005243,3
ENSMUSG00000109178.1,6.8576861795,10.0504859697,10.0093327455,1.9850802097,4
ENSMUSG00000108015.3,0,15.0757289545,0,0.9925401049,1
ENSMUSG00000108532.1,0,0,0,0.9925401049,2
ENSMUSG00000099148.1,0,0,0,1.9850802097,2
ENSMUSG00000112290.1,2.9390083627,0,8.0074661964,2.9776203146,0
ENSMUSG00000113010.1,4.8983472711,0,0,0,3
ENSMUSG00000114981.1,1.9593389084,0,1.0009332746,0,3
ENSMUSG00000108659.1,6.8576861795,2.0100971939,0,5.9552406291,4
ENSMUSG00000112813.1,4.8983472711,6.0302915818,6.0055996473,17.8657218874,4
ENSMUSG00000116250.1,2.9390083627,7.0353401788,3.0027998237,3.9701604194,4
ENSMUSG00000096003.7,0.9796694542,0,0,0,3
ENSMUSG00000115326.1,46.0444643484,35.1767008939,24.0223985892,16.8731817826,4
ENSMUSG00000117958.1,1.9593389084,0,2.0018665491,1.9850802097,4
ENSMUSG00000105102.1,5.8780167253,0,0,0,3
ENSMUSG00000108763.1,0,0,2.0018665491,0,0
ENSMUSG00000107432.1,2.9390083627,13.0656317606,18.0167989419,18.8582619923,4
ENSMUSG00000110089.1,5.8780167253,1.005048597,0,0.9925401049,3
ENSMUSG00000091754.8,3.9186778169,2.0100971939,0,2.9776203146,4
ENSMUSG00000113909.1,0.9796694542,5.0252429848,0,1.9850802097,1
ENSMUSG00000118249.1,6.8576861795,2.0100971939,2.0018665491,3.9701604194,4
ENSMUSG00000116428.1,0,5.0252429848,0,0,1
ENSMUSG00000103436.1,0,10.0504859697,1.0009332746,2.9776203146,1
ENSMUSG00000104413.1,0,0,0,0.9925401049,2
ENSMUSG00000103937.1,14.6950418133,11.0555345666,4.0037330982,3.9701604194,4
ENSMUSG00000104172.1,0,0,4.0037330982,0,0
ENSMUSG00000117780.1,0,2.0100971939,0,0,1
ENSMUSG00000103947.1,0,0,0,9.9254010486,2
ENSMUSG00000104016.1,15.6747112675,24.1211663272,15.0139991183,10.9179411534,4
ENSMUSG00000104437.1,1.9593389084,0,0,0,3
ENSMUSG00000102427.1,0.9796694542,0,0,0,3
ENSMUSG00000103904.1,0,0,0,1.9850802097,2
ENSMUSG00000103013.1,14.6950418133,10.0504859697,0,8.9328609437,4
ENSMUSG00000104042.1,0,2.0100971939,0,0,1
ENSMUSG00000103835.1,2.9390083627,0,0,0,3
ENSMUSG00000097156.7,5.8780167253,2.0100971939,2.0018665491,0,3
ENSMUSG00000103024.1,1.9593389084,3.0151457909,6.0055996473,1.9850802097,4
ENSMUSG00000102791.1,1.9593389084,0,0,7.9403208389,2
ENSMUSG00000103146.1,5.8780167253,3.0151457909,0,0,3
ENSMUSG00000103389.1,0,0,0,2.9776203146,2
ENSMUSG00000104036.1,0,0,0,2.9776203146,2
ENSMUSG00000102617.1,0,1.005048597,0,0,1
ENSMUSG00000103272.1,24.4917363555,28.1413607151,7.0065329219,4.9627005243,4
ENSMUSG00000102480.1,1.9593389084,2.0100971939,2.0018665491,0,4
ENSMUSG00000102728.1,0,0,4.0037330982,1.9850802097,0
ENSMUSG00000104399.1,63.6785145243,39.1968952817,53.0494635512,34.73890367,4
ENSMUSG00000102376.1,0.9796694542,0,0,0,3
ENSMUSG00000103135.1,6.8576861795,7.0353401788,2.0018665491,1.9850802097,4
ENSMUSG00000103818.1,12.7357029049,0,2.0018665491,1.9850802097,3
ENSMUSG00000102841.1,3.9186778169,2.0100971939,0,0,3
ENSMUSG00000103560.1,51.9224810737,15.0757289545,19.0177322165,1.9850802097,3
ENSMUSG00000103087.1,0,0,4.0037330982,0,0
ENSMUSG00000118088.1,52.9021505279,29.1464093121,70.0653292186,36.7239838797,4
ENSMUSG00000104245.1,81.3125647003,74.3735961756,65.0606628458,65.5076469206,4
ENSMUSG00000103556.1,1.9593389084,0,0,1.9850802097,4
ENSMUSG00000103945.1,23.5120669013,18.0908747454,11.0102660201,31.7612833555,4
ENSMUSG00000102259.1,1.9593389084,0,0,0,3
ENSMUSG00000103748.1,0,0,2.0018665491,0,0
ENSMUSG00000102982.1,29.3900836266,12.0605831636,6.0055996473,6.947780734,4
ENSMUSG00000110542.1,1.9593389084,0,0,0,3
ENSMUSG00000111785.1,0,2.0100971939,0,0,1
ENSMUSG00000115846.1,0,0,0,3.9701604194,2
ENSMUSG00000112294.1,0,9.0454373727,3.0027998237,5.9552406291,4
ENSMUSG00000116223.1,8.817025088,2.0100971939,12.0111992946,2.9776203146,4
ENSMUSG00000074800.4,92.0889286967,65.3281588029,94.0877278078,87.3435292275,4
ENSMUSG00000079139.4,3649.2687169715,3682.4980592901,4756.434920666,5005.379748798,4
ENSMUSG00000110156.2,49.9631421652,49.2473812514,21.0195987656,47.6419250332,4
ENSMUSG00000107109.1,5.8780167253,0,0,1.9850802097,3
ENSMUSG00000106354.1,1.9593389084,0,0,1.9850802097,4
ENSMUSG00000104877.1,4.8983472711,0,1.0009332746,1.9850802097,3
ENSMUSG00000105334.1,5.8780167253,0,0,0,3
ENSMUSG00000107388.1,61.7191756159,50.2524298484,33.0307980602,48.634465138,4
ENSMUSG00000105293.1,0,0,2.0018665491,0,0
ENSMUSG00000107021.1,1.9593389084,0,1.0009332746,0,3
ENSMUSG00000105719.1,10.7763639964,4.0201943879,17.0158656674,0,4
ENSMUSG00000105217.1,3.9186778169,2.0100971939,0,0,3
ENSMUSG00000106209.1,12.7357029049,2.0100971939,2.0018665491,5.9552406291,4
ENSMUSG00000104963.1,0,1.005048597,0,0,1
ENSMUSG00000086804.8,8.817025088,16.0807775515,8.0074661964,2.9776203146,4
ENSMUSG00000105328.1,8.817025088,0,6.0055996473,23.8209625166,2
ENSMUSG00000105523.1,0,0,0,0.9925401049,2
ENSMUSG00000105071.1,8.817025088,2.0100971939,19.0177322165,13.895561468,4
ENSMUSG00000105594.1,0,0,0,5.9552406291,2
ENSMUSG00000104706.1,12.7357029049,0,6.0055996473,5.9552406291,4
ENSMUSG00000104967.1,0,0,0,1.9850802097,2
ENSMUSG00000106334.1,0,4.0201943879,0,0,1
ENSMUSG00000105995.1,1.9593389084,0,0,0,3
ENSMUSG00000106153.1,0,0,2.0018665491,0,0
ENSMUSG00000107018.1,0,0,2.0018665491,1.9850802097,4
ENSMUSG00000105506.1,0,2.0100971939,0,0,1
ENSMUSG00000106675.1,1.9593389084,2.0100971939,0,0,4
ENSMUSG00000104615.1,1.9593389084,0,0,1.9850802097,4
ENSMUSG00000107048.1,0,0,2.0018665491,0,0
ENSMUSG00000104546.1,116.5806650522,89.4493251301,53.0494635512,97.2689302761,4
ENSMUSG00000108214.1,5.8780167253,1.005048597,4.0037330982,1.9850802097,4
ENSMUSG00000108095.1,0.9796694542,0,1.0009332746,3.9701604194,2
ENSMUSG00000107632.1,0,0,0,1.9850802097,2
ENSMUSG00000107428.1,0,3.0151457909,0,0,1
ENSMUSG00000107971.1,19.5933890844,5.0252429848,12.0111992946,0,4
ENSMUSG00000107768.1,13.7153723591,13.0656317606,8.0074661964,8.9328609437,4
ENSMUSG00000105238.1,0,0,0,1.9850802097,2
ENSMUSG00000109249.1,0,0,2.0018665491,0,0
ENSMUSG00000108635.1,12.7357029049,2.0100971939,1.0009332746,0,3
ENSMUSG00000109363.1,1.9593389084,2.0100971939,0,0,4
ENSMUSG00000108520.1,1.9593389084,0,4.0037330982,9.9254010486,2
ENSMUSG00000108563.1,25.4714058097,7.0353401788,11.0102660201,6.947780734,4
ENSMUSG00000109366.1,0,3.0151457909,6.0055996473,16.8731817826,2
ENSMUSG00000108655.1,41.1461170773,29.1464093121,53.0494635512,55.582245872,4
ENSMUSG00000109045.1,7.8373556338,11.0555345666,0,3.9701604194,4
ENSMUSG00000109136.1,1.9593389084,0,0,0,3
ENSMUSG00000109419.1,3.9186778169,0,0,0,3
ENSMUSG00000110316.1,4.8983472711,3.0151457909,2.0018665491,3.9701604194,4
ENSMUSG00000110303.1,5.8780167253,0,0,0.9925401049,3
ENSMUSG00000091083.4,17.634050176,44.2221382666,12.0111992946,23.8209625166,4
ENSMUSG00000109957.1,8.817025088,4.0201943879,11.0102660201,4.9627005243,4
ENSMUSG00000109728.1,2.9390083627,0,5.0046663728,1.9850802097,4
ENSMUSG00000110020.1,14.6950418133,2.0100971939,7.0065329219,3.9701604194,4
ENSMUSG00000109784.1,25.4714058097,31.156506506,29.027064962,13.895561468,4
ENSMUSG00000110368.1,2.9390083627,2.0100971939,1.0009332746,0,4
ENSMUSG00000109829.1,21.5527279929,12.0605831636,6.0055996473,5.9552406291,4
ENSMUSG00000110077.1,26.451075264,42.2120410726,22.0205320401,11.9104812583,4
ENSMUSG00000086867.1,2.9390083627,0,0,1.9850802097,3
ENSMUSG00000109708.1,28.4104141724,20.1009719394,15.0139991183,3.9701604194,4
ENSMUSG00000109427.1,6.8576861795,3.0151457909,2.0018665491,0,3
ENSMUSG00000112755.1,0,0,0,0.9925401049,2
ENSMUSG00000112474.1,24.4917363555,7.0353401788,16.0149323928,31.7612833555,4
ENSMUSG00000118012.1,178.2998406681,173.8734072754,199.1857216356,355.3293575391,4
ENSMUSG00000114935.1,27.4307447182,11.0555345666,27.0251984129,2.9776203146,4
ENSMUSG00000114106.1,0.9796694542,3.0151457909,4.0037330982,1.9850802097,4
ENSMUSG00000111412.1,1.9593389084,2.0100971939,0,0,4
ENSMUSG00000113430.1,0.9796694542,0,0,0,3
ENSMUSG00000111003.1,0,0,0,3.9701604194,2
ENSMUSG00000112190.1,5.8780167253,0,6.0055996473,0.9925401049,4
ENSMUSG00000113328.1,126.3773595944,87.4392279362,74.0690623168,44.6643047186,4
ENSMUSG00000114756.1,3.9186778169,0,0,0,3
ENSMUSG00000111471.1,6.8576861795,2.0100971939,4.0037330982,0,4
ENSMUSG00000111262.1,0,0,0,1.9850802097,2
ENSMUSG00000112064.1,5.8780167253,5.0252429848,2.0018665491,2.9776203146,4
ENSMUSG00000112597.1,1.9593389084,0,0,0,3
ENSMUSG00000114051.1,1.9593389084,5.0252429848,1.0009332746,0,1
ENSMUSG00000113598.1,0,0,0,1.9850802097,2
ENSMUSG00000113612.1,0.9796694542,2.0100971939,1.0009332746,0,4
ENSMUSG00000110866.1,0,0,2.0018665491,15.8806416777,2
ENSMUSG00000114433.1,118.5400039607,119.6007830392,84.0783950623,217.3662829639,4
