,EV_0hr_ser_rep1,EV_0hr_ser_rep2,EV_2hr_ser_rep1,EV_2hr_ser_rep2,EV_6hr_ser_rep1,EV_6hr_ser_rep2,EV_12hr_ser_rep1,EV_12hr_ser_rep2
ENSMUSG00000045620.7,0,0,0,0,0,0,0,0.9983177879
ENSMUSG00000032921.13,3.9373379777,0,0,0,0,0,0,0
ENSMUSG00000006010.14,1150.6870239918,1281.1596436207,995.718528286,1038.8801303628,1146.621635366,1239.6686530194,1068.4893904619,1291.823217586
ENSMUSG00000040586.8,1230.4181180408,1007.7534638958,467.879584861,470.9589924311,648.9014563159,681.0827777458,760.2137399925,708.8056294328
ENSMUSG00000025220.8,4814.3800122701,5395.0836764487,5134.8801498186,5173.6230492068,3237.6354053399,4984.1539677918,2835.3378596572,2804.2746663053
ENSMUSG00000020456.17,3591.8365701847,3927.3761340266,6054.9122746712,5607.9738846633,5747.8336259143,6175.803835042,6433.8824267872,6309.36841974
ENSMUSG00000021913.8,1873.1885429053,2257.3282780897,1365.304082714,1379.2370492626,1375.3569444758,1301.4070918654,2027.2366399801,1767.0224846424
ENSMUSG00000033009.15,839.637323751,708.6846102617,1466.54693406,1368.353543135,1580.5315350507,1460.1630774695,1680.052412267,1666.1923880611
ENSMUSG00000023707.13,578.7886827264,492.5259338727,269.3256433864,318.5899066446,317.0880036158,224.4143253292,317.2545529103,330.443187806
ENSMUSG00000025169.6,138.791163715,162.8592767314,55.0446570425,54.4175306381,59.8834929429,79.377992802,91.7843360621,121.7947701279
ENSMUSG00000049401.10,2792.5569607054,2939.3631885226,3831.5013062774,4176.2981240585,2638.8004759108,2581.2547288957,2494.1395669046,2750.3655057569
ENSMUSG00000026158.11,1236.3241250074,1536.799356793,710.6658400304,947.8544427501,2286.3713944926,2205.9242197207,2189.8545397423,2219.2604425763
ENSMUSG00000030271.14,405.5458117063,422.4470935822,400.0567038622,353.2192443234,654.7916359496,440.0088736804,836.0355828264,866.5398399263
ENSMUSG00000021390.6,3553.4475249019,2306.6795740689,2447.5213577811,2468.5770716717,640.0661868653,554.6659743944,208.5100677932,184.6887907677
ENSMUSG00000034160.13,12850.4868248182,10629.2821280052,4970.7291189955,4642.3100682499,4949.7142855439,5154.6696560332,5893.1529686823,5651.4769974918
ENSMUSG00000072980.3,92.5274424767,239.847298459,50.1299555208,45.5128438064,34.3593811968,74.4781167031,483.8630759795,379.3607594147
ENSMUSG00000085438.1,3814.2961659265,4198.8082619124,3068.7396301175,2870.2773887453,3069.7652857786,3242.738002246,3566.6195806736,3468.1559952811
ENSMUSG00000009654.4,3.9373379777,3.9481036783,2.948820913,5.9364578878,8.8352694506,16.6595787362,5.9859349606,5.9899067276
ENSMUSG00000027108.15,3191.2124309506,3684.5677578088,3188.6583472457,3105.7568849608,4780.862469377,4434.3878694962,5145.9087544376,5230.1868909839
ENSMUSG00000026645.11,4.9216724722,0,0,0,0,0,0,0
ENSMUSG00000026833.18,120.0888083208,94.7544882801,111.0722543893,151.3796761386,31.4142913799,26.459330934,49.8827913381,24.9579446983
ENSMUSG00000032172.8,5.9060069666,3.9481036783,14.7441045649,2.9682289439,1.9633932112,1.9599504396,11.9718699211,0
ENSMUSG00000027965.15,45.2793867439,14.8053887938,4.9147015216,8.9046868317,8.8352694506,6.8598265384,17.9578048817,21.9629913345
ENSMUSG00000051041.8,1.9686689889,0,0,0,0,0,0,0
ENSMUSG00000046618.7,4.9216724722,8.8832332763,2.948820913,0,0,0,2.9929674803,0
ENSMUSG00000038463.8,2251.1729887675,1334.4590432782,1227.6924401079,1346.5865308798,613.5603785135,427.2691958233,1218.1377644762,1166.0351763064
ENSMUSG00000027848.12,4748.4296011431,3741.8152611447,4028.0893671433,4156.5099310992,2534.7406357149,1948.190736919,2757.5207051698,3204.6000992667
ENSMUSG00000092077.2,0,0,0,0,0.9816966056,0,0,0
ENSMUSG00000091531.2,1.9686689889,0,0,0,0,0,0,0
ENSMUSG00000059873.4,0,0,0,0.989409648,0,0,0,0
ENSMUSG00000045392.8,0.9843344944,0,0,0,0,0,0,0
ENSMUSG00000029184.5,0,0,0.9829403043,0,0,0,0,0
ENSMUSG00000075172.3,1.9686689889,0,0,0,0,0,0,0
ENSMUSG00000036658.4,0,0,0,0,0,0,0.9976558268,0
ENSMUSG00000050772.2,0,0,0.9829403043,0,0,0,0,0.9983177879
ENSMUSG00000045225.4,1.9686689889,0.9870259196,0.9829403043,0,6.8718762394,0,0.9976558268,0
ENSMUSG00000075146.2,0,0,0,1.9788192959,0,0,0,0
ENSMUSG00000083855.6,1.9686689889,0,0,0,0,0,0,0
ENSMUSG00000049372.11,0,0,0,0,0,0,0,0.9983177879
ENSMUSG00000111590.2,11.8120139332,5.9221555175,0,0,0,0,0,1.9966355759
ENSMUSG00000060827.2,0.9843344944,0,0,0,0,0,0,0
ENSMUSG00000075119.2,1.9686689889,0,0,0,0,0,0,0
ENSMUSG00000089892.3,0,0,0,0,0,0.9799752198,0,0
ENSMUSG00000057447.2,0,0,0,0,0,0,0.9976558268,0
ENSMUSG00000075112.2,0,0,0.9829403043,1.9788192959,0.9816966056,0,0,0
ENSMUSG00000101391.3,0,0,0,1.9788192959,0,1.9599504396,0,2.9949533638
ENSMUSG00000075104.3,0,0.9870259196,0,0,0,0,0,0
ENSMUSG00000075097.3,0,0,0,1.9788192959,0,0,0,0
ENSMUSG00000049057.4,0.9843344944,0,0,0,0,0,0,0
ENSMUSG00000049149.9,0,0,0,1.9788192959,1.9633932112,0,0,0
ENSMUSG00000068806.5,0,0,0,3.9576385919,0,0,0,0
ENSMUSG00000081724.4,3.9373379777,0,0,0,0,4.8998760989,5.9859349606,0
ENSMUSG00000108908.4,0.9843344944,0,0,0,0,0,0,0
ENSMUSG00000094858.3,1.9686689889,0,0,0,0,0,0,0
ENSMUSG00000057149.4,0,0,0,0,6.8718762394,0,0,0
ENSMUSG00000044560.3,0,1.9740518392,0,0,0,0,0,0
ENSMUSG00000094747.3,0,0,0,1.9788192959,0,0,0,0
ENSMUSG00000109528.2,14.7650174165,8.8832332763,0,1.9788192959,4.9084830281,1.9599504396,6.9835907873,1.9966355759
ENSMUSG00000108827.3,13.7806829221,1.9740518392,0,8.9046868317,11.7803592675,0,0.9976558268,0
ENSMUSG00000109403.2,0,0,4.9147015216,0,0,0,0,0
ENSMUSG00000074947.3,9.8433449443,6.9091814371,0,0.989409648,1.9633932112,1.9599504396,1.9953116535,0
ENSMUSG00000074946.5,0.9843344944,0,4.9147015216,0,0,0,0,0.9983177879
ENSMUSG00000074945.3,113.1984668598,115.4820325914,37.3517315645,26.714060495,34.3593811968,14.6996282967,39.9062330705,48.9175716087
ENSMUSG00000109033.2,0.9843344944,0,0,0,0,0,0,0.9983177879
ENSMUSG00000109801.2,29.530034833,20.7275443113,8.846462739,1.9788192959,8.8352694506,6.8598265384,9.9765582676,3.9932711517
ENSMUSG00000050776.3,57.0914006771,26.6496998288,11.795283652,6.9258675358,22.5790219293,10.7797274176,25.9390514958,37.9360759415
ENSMUSG00000049758.7,141.7441671983,100.6766437976,39.3176121732,25.7246508471,60.8651895485,38.2190335713,95.7749593691,110.8132744606
ENSMUSG00000109522.1,10.8276794388,1.9740518392,0,0.989409648,0,9.7997521978,12.9695257479,2.9949533638
ENSMUSG00000111259.2,1.9686689889,0,0,0,0,0,0,0
ENSMUSG00000073768.3,0,0,0,1.9788192959,0,0,3.990623307,0
ENSMUSG00000096009.2,0,0,0,0.989409648,0,0,0,0
ENSMUSG00000048067.8,3.9373379777,0,12.7782239563,14.8411447195,1.9633932112,4.8998760989,0.9976558268,0
ENSMUSG00000046493.5,0,0,0,0,0,4.8998760989,0,0
ENSMUSG00000107822.4,0,0.9870259196,0,0,0,0,0,0
ENSMUSG00000048996.6,1.9686689889,1.9740518392,9.8294030433,1.9788192959,0,6.8598265384,2.9929674803,3.9932711517
ENSMUSG00000108218.2,0.9843344944,0,0,0,0,0,0,0
ENSMUSG00000059729.2,0,0,0.9829403043,0,0,0,0,0
ENSMUSG00000063386.2,0,0,0,3.9576385919,0,0,0,0
ENSMUSG00000047702.2,1.9686689889,0,0,0,0,0,0,0
ENSMUSG00000101750.3,6.890341461,0,2.948820913,1.9788192959,4.9084830281,0,0.9976558268,1.9966355759
ENSMUSG00000059864.2,0,0,0,0,0,0.9799752198,0.9976558268,0
ENSMUSG00000063583.6,0.9843344944,0,0,0,0,0,0,0
ENSMUSG00000048292.3,20.6710243831,11.844311035,2.948820913,8.9046868317,4.9084830281,4.8998760989,2.9929674803,7.9865423035
ENSMUSG00000060878.4,33.4673728107,10.8572851154,0,0,1.9633932112,0,3.990623307,5.9899067276
ENSMUSG00000067526.3,1.9686689889,0.9870259196,0,0,0,0,0,0
ENSMUSG00000057503.6,0,0,0,0,0,0.9799752198,0,0
ENSMUSG00000047207.3,0,0,0,0,0,0,3.990623307,0
ENSMUSG00000054890.2,0.9843344944,0,0,0,0,0,0,1.9966355759
ENSMUSG00000096169.3,6.890341461,29.6107775875,0,5.9364578878,5.8901796337,4.8998760989,5.9859349606,10.9814956673
ENSMUSG00000049362.6,1.9686689889,0,0,0,0,0,0,0
ENSMUSG00000044029.6,0,0,0,1.9788192959,0,0,0,0
ENSMUSG00000066896.6,0,0,0,0,0,0,0,2.9949533638
ENSMUSG00000095928.3,0,0,0,0,0.9816966056,0,0,0
ENSMUSG00000066671.4,0,0,0,1.9788192959,0,0,0,0
ENSMUSG00000048919.5,0,0,0,0,0,4.8998760989,0,0
ENSMUSG00000093884.2,1.9686689889,0,0,0,0,0,0,1.9966355759
ENSMUSG00000054141.5,1.9686689889,0,0,0,0,0,0,0
ENSMUSG00000049864.2,0,0,0,0,0,0,0,0.9983177879
ENSMUSG00000071522.3,0,0,0,0,0,0,0,0.9983177879
ENSMUSG00000043385.4,7.8746759555,6.9091814371,12.7782239563,5.9364578878,8.8352694506,0,2.9929674803,0
ENSMUSG00000056184.5,0,0,0,0,0,0,0.9976558268,0
ENSMUSG00000062037.3,0.9843344944,0,0,0,0,0,0,0
ENSMUSG00000075427.15,0,0.9870259196,0,0,0,0,0,0
ENSMUSG00000103538.3,0,1.9740518392,0,0,0,0,0,0
ENSMUSG00000059319.3,0,0,0,3.9576385919,0,0,0,0
ENSMUSG00000020168.5,0,0,0,1.9788192959,0,0,0,0
ENSMUSG00000055610.5,0,0,0,0,0.9816966056,0.9799752198,0,0
ENSMUSG00000072707.3,0,0,0,0,0,0,0.9976558268,3.9932711517
ENSMUSG00000094805.2,1.9686689889,0,0,0,0,0,0,0
ENSMUSG00000056959.6,0.9843344944,0,0,0,0,0,0,0
ENSMUSG00000083034.2,0,0,0,1.9788192959,4.9084830281,0,0.9976558268,0
ENSMUSG00000080936.2,0,0,0,0,0,0,0.9976558268,0
ENSMUSG00000096822.2,0,1.9740518392,0,0,0,0,0,0
ENSMUSG00000053146.2,0,0,0,2.9682289439,1.9633932112,0,0,1.9966355759
ENSMUSG00000055088.5,0.9843344944,0,0,0,0,0,0,0
ENSMUSG00000061561.5,2.9530034833,0,0.9829403043,0,1.9633932112,0,0,0
ENSMUSG00000046881.7,0,1.9740518392,0,0,0,0,0,0
ENSMUSG00000059623.6,7.8746759555,0,0,0,0,0,0,0
ENSMUSG00000056921.2,0,0,0,0,0,0.9799752198,0,0
ENSMUSG00000063116.4,0,0,0,8.9046868317,0,0,0,0
ENSMUSG00000047048.4,0,1.9740518392,0,0,0,0,0,0
ENSMUSG00000045381.6,0,0,0,3.9576385919,0,0.9799752198,0,0
ENSMUSG00000071494.5,1.9686689889,6.9091814371,0,0,0,6.8598265384,0,0
ENSMUSG00000090631.3,17.7180208998,10.8572851154,0,0,4.9084830281,9.7997521978,0.9976558268,1.9966355759
ENSMUSG00000045479.7,0,0,0,0,0,0.9799752198,0,0
ENSMUSG00000093942.3,0,0,0,0.989409648,0,0,0,0
ENSMUSG00000068259.4,0,0,0,0,6.8718762394,0,0,0
ENSMUSG00000075126.4,0.9843344944,0.9870259196,0,5.9364578878,0,0,0,0
ENSMUSG00000059031.3,70.8720835992,54.2864255771,43.2493733905,57.3857595819,47.1214370698,50.9587114285,50.8804471649,50.9142071846
ENSMUSG00000048153.6,0,0,0,0,0,0,0.9976558268,0
ENSMUSG00000108939.2,3.9373379777,0,0,0,0,0,0,0
ENSMUSG00000058244.4,0,0,0,0,0,0.9799752198,0.9976558268,0
ENSMUSG00000049280.4,0.9843344944,0,0,0,0,0,0,0
ENSMUSG00000073998.2,0,0,3.9317612173,0,0,0,0,0
ENSMUSG00000073997.3,1.9686689889,1.9740518392,0,0,0,0,0,0
ENSMUSG00000050366.6,0,0,0,0,0.9816966056,0,0,0
ENSMUSG00000062712.3,0,0,0,5.9364578878,0,0,0,0
ENSMUSG00000110092.2,0,0,0,0,0,0.9799752198,0,0
ENSMUSG00000059397.2,0,0,0,0,0,0,0,5.9899067276
ENSMUSG00000044814.6,0,6.9091814371,0,0,10.7986626618,4.8998760989,2.9929674803,5.9899067276
ENSMUSG00000043925.7,1.9686689889,0,0,0,0.9816966056,0,0.9976558268,3.9932711517
ENSMUSG00000044824.8,0,0,0,0,0.9816966056,0,0.9976558268,0
ENSMUSG00000073977.2,0,0,0.9829403043,0,0,0,0,0
ENSMUSG00000094891.2,0.9843344944,1.9740518392,0,0,1.9633932112,0,2.9929674803,0
ENSMUSG00000073967.3,0,0,0,0,0.9816966056,0,0,0
ENSMUSG00000040328.16,1.9686689889,8.8832332763,0,3.9576385919,0,0,0,0
ENSMUSG00000060205.3,0,0,0,1.9788192959,0,0,3.990623307,0
ENSMUSG00000066268.6,0,0,0,5.9364578878,0,0,0,0
ENSMUSG00000045780.3,3.9373379777,0,0,0,0,0,0,0
ENSMUSG00000054666.7,6.890341461,0,0,0,0,0,0,1.9966355759
ENSMUSG00000063615.6,0,0,0,0,0,0,0.9976558268,0
ENSMUSG00000042909.4,0,0,0,0,0,0.9799752198,0,0
ENSMUSG00000073926.4,0,2.9610777588,2.948820913,0,0,0,0,0
ENSMUSG00000073925.5,3.9373379777,0,0.9829403043,3.9576385919,0,0,0,0
ENSMUSG00000094531.3,0,0,0,5.9364578878,0,0,0,0
ENSMUSG00000050266.6,0,1.9740518392,0,0,0,6.8598265384,0,0
ENSMUSG00000043948.2,1.9686689889,1.9740518392,0,0,0,0,0,0
ENSMUSG00000073906.3,1.9686689889,0,0,0,0,0,0,0
ENSMUSG00000050215.6,0,1.9740518392,0.9829403043,0,0,0,0,0
ENSMUSG00000046450.3,0.9843344944,0,0,0,0,0,0,0
ENSMUSG00000090981.6,1.9686689889,0,0,1.9788192959,4.9084830281,1.9599504396,0,0
ENSMUSG00000052417.6,0,0.9870259196,0.9829403043,0,0,0,0,0
ENSMUSG00000059488.3,0,0,0,3.9576385919,0,0,0,0
ENSMUSG00000050030.5,0,0,0,0,0,4.8998760989,2.9929674803,0
ENSMUSG00000091873.2,0,0,0,0,0,1.9599504396,0,0
ENSMUSG00000092524.3,0,0,0,0,4.9084830281,0,0,0
ENSMUSG00000067522.3,0,2.9610777588,0.9829403043,0,0,0,0,0
ENSMUSG00000063374.4,0,0.9870259196,0,0,0,0,0,0
ENSMUSG00000107648.4,0,0,0,0,0,0,2.9929674803,0
ENSMUSG00000051118.9,0,3.9481036783,0,6.9258675358,8.8352694506,1.9599504396,2.9929674803,0
ENSMUSG00000094347.2,0,0,0,0,0,0,0.9976558268,0
ENSMUSG00000096497.2,4.9216724722,0,0,0,0,0,0,0
ENSMUSG00000095002.3,0,0,2.948820913,0,0,0,0,0
ENSMUSG00000063715.2,0,3.9481036783,0,0,0,0,0,0
ENSMUSG00000061614.5,0,0,0,0,0.9816966056,0,0,0
ENSMUSG00000110521.1,8.8590104499,11.844311035,4.9147015216,3.9576385919,4.9084830281,4.8998760989,5.9859349606,7.9865423035
ENSMUSG00000094678.5,1.9686689889,0,0,0,0,0,0,0
ENSMUSG00000049028.8,1.9686689889,0,0,0,0,0,0,0
ENSMUSG00000066750.3,0,0,0,1.9788192959,0,0,0,0
ENSMUSG00000060583.4,0,0,0,0,1.9633932112,0,0,0
ENSMUSG00000056600.4,5.9060069666,5.9221555175,17.6929254779,0,0.9816966056,10.7797274176,0.9976558268,5.9899067276
ENSMUSG00000094810.3,0,0,0.9829403043,0,0,0,5.9859349606,0
ENSMUSG00000095377.2,3.9373379777,0,0,0,6.8718762394,6.8598265384,0.9976558268,0
ENSMUSG00000096477.2,0,8.8832332763,2.948820913,0,6.8718762394,0,0.9976558268,0
ENSMUSG00000061039.5,35.4360417996,31.5848294267,7.8635224346,8.9046868317,0,4.8998760989,12.9695257479,3.9932711517
ENSMUSG00000095322.2,0,3.9481036783,0,5.9364578878,1.9633932112,0,0,9.9831778793
ENSMUSG00000059366.3,0,6.9091814371,0,0,0,0,0,0
ENSMUSG00000059106.5,0,0.9870259196,4.9147015216,2.9682289439,0.9816966056,1.9599504396,2.9929674803,0.9983177879
ENSMUSG00000095774.2,0,0,0,0,1.9633932112,0,0,0
ENSMUSG00000061972.3,1.9686689889,0,0,0,0.9816966056,0.9799752198,0,1.9966355759
ENSMUSG00000039830.9,0,0,0.9829403043,0,0,0,0,0
ENSMUSG00000030162.14,0,0,27.5223285212,3.9576385919,1.9633932112,0,3.990623307,0
ENSMUSG00000035069.3,702.8148290249,655.3852106041,182.8268966053,194.913700649,675.4072646676,534.0864947791,744.2512467643,622.9502996705
ENSMUSG00000048368.9,112.2141323653,83.8972031647,53.0787764338,58.3751692299,19.6339321124,6.8598265384,12.9695257479,18.9680379707
ENSMUSG00000049612.10,0,0.9870259196,4.9147015216,0,0,0,0,0
ENSMUSG00000074006.3,2.9530034833,2.9610777588,0,0,0,4.8998760989,8.9789024409,0
ENSMUSG00000066463.13,0,1.9740518392,0,0,1.9633932112,0,12.9695257479,5.9899067276
ENSMUSG00000038750.12,0,0,0,0,0,4.8998760989,0,3.9932711517
ENSMUSG00000045991.19,592.5693656485,496.474037551,424.6302114705,447.21316088,381.8799795868,481.1678329111,436.9732521217,303.4886075318
ENSMUSG00000045518.8,0,0,0,0,4.9084830281,0,0,0
ENSMUSG00000032346.7,0,0,0,0,6.8718762394,0,0,0
ENSMUSG00000096576.2,0.9843344944,0,0,0,0,0,0,0
ENSMUSG00000047799.15,0,0,2.948820913,0,0.9816966056,0,0,0
ENSMUSG00000038084.16,2585.8467168746,2819.9330522528,2627.3994334734,2623.9143864021,3361.3291776482,3199.6190925757,2968.0260846165,3025.9012152266
ENSMUSG00000052214.9,1476.501741649,1577.267419496,2052.3793554405,2225.1822982724,2626.0384200377,2495.0169095552,2510.1020601328,2449.8718515889
ENSMUSG00000062257.13,303.1750242853,281.3023870816,245.7350760824,172.1572787458,137.437524787,138.1765059887,102.7585501565,141.7611258866
ENSMUSG00000031214.13,701.8304945305,763.9580617584,388.2614202102,380.9227144664,600.7983226404,627.184140658,770.1902982601,716.7921717363
ENSMUSG00000022562.15,108.2767943876,116.469058511,80.601104955,52.4387113421,75.5906386329,46.0588353296,126.7022899988,46.9209360329
ENSMUSG00000031394.11,3.9373379777,0,0,0,0,0,0,0
ENSMUSG00000058831.13,62.0130731493,52.312373738,22.6076269996,6.9258675358,10.7986626618,13.7196530769,3.990623307,3.9932711517
ENSMUSG00000026525.9,25.5926968552,19.7405183917,74.7034631291,58.3751692299,34.3593811968,21.5594548351,50.8804471649,41.9293470932
ENSMUSG00000043972.8,0,0,0,0,0.9816966056,0,3.990623307,1.9966355759
ENSMUSG00000025905.14,0.9843344944,0.9870259196,0,0,0,0,0,0
ENSMUSG00000027584.17,1.9686689889,0,2.948820913,5.9364578878,1.9633932112,0,0,0.9983177879
ENSMUSG00000010311.15,287.4256723743,285.2504907599,174.9633741707,300.7805329812,148.2361874489,102.8973980767,67.8405962198,31.9461692139
ENSMUSG00000026672.11,134.8538257373,122.3912140285,173.9804338664,259.2253277667,141.3643112095,171.4956634612,148.6507181875,144.7560792504
ENSMUSG00000108728.4,0,0,0,0,0,0,0.9976558268,0
ENSMUSG00000049686.14,332.7050591182,330.6536830608,394.1590620362,550.1117642683,479.0679435433,430.2091214826,358.1584418075,523.1185208772
ENSMUSG00000039747.11,906.5720693725,783.6985801501,1101.8760811536,1244.6773371395,961.0809769035,1044.6535842835,608.5700543247,755.7265654657
ENSMUSG00000043964.14,1145.7653515196,1098.5598484975,716.5634818564,724.2478623101,941.4470447911,1009.3744763715,856.9863551884,1028.2673215716
ENSMUSG00000028587.18,225.4125992251,235.8991947807,330.2679422548,451.1707994719,431.9465064735,377.2904596146,1100.4143769183,933.4271317179
ENSMUSG00000026037.14,436.0601810337,569.5139556002,1834.1666078793,1733.445703234,1415.6065053063,1407.2444156015,1966.3796345476,1740.0679043682
ENSMUSG00000040044.11,953.8201251052,1178.5089479839,548.480689816,616.4022106819,903.1608771718,809.4595315368,925.824607235,890.4994668367
ENSMUSG00000026761.12,1401.6923200721,1347.2903802328,2234.2233117415,2203.4152860171,2092.9771631852,2028.5487049408,1757.8695667544,1778.0039803097
ENSMUSG00000029012.11,529.5719580048,527.0718410581,449.2037190787,397.7426784818,613.5603785135,563.4857513724,959.7449053449,902.4792802919
ENSMUSG00000031697.12,808.1386199292,1062.0398894729,1458.6834116253,1382.2052782065,1281.1140703361,1279.8476370303,3041.8526157969,3000.9432705282
ENSMUSG00000061540.3,10.8276794388,13.8183628742,9.8294030433,14.8411447195,11.7803592675,6.8598265384,10.9742140944,3.9932711517
ENSMUSG00000026097.9,83.6684320268,145.0928101789,46.1981943035,67.2798560616,78.5357284497,52.918661868,387.0904607836,344.4196368371
ENSMUSG00000025353.5,232.3029406861,292.159672197,138.5945829105,209.7548453685,267.0214767291,384.150286153,334.2147019652,304.4869253197
ENSMUSG00000038150.7,1779.6767659342,1520.0199161601,1999.3005790067,2054.0144291745,2174.4579814518,2403.8792141158,1766.8484691952,1726.0914553371
ENSMUSG00000040462.13,9299.9923033996,8950.351038792,7643.3438064681,7966.7264854109,6364.3390942446,6407.0779869097,5251.6602720744,5580.5964345485
ENSMUSG00000024687.11,4960.0615174461,5317.1086288016,6152.2233647999,6304.5182768304,7137.9160194744,10060.4256062426,4368.7348653901,4098.0945194672
ENSMUSG00000020435.17,163.3995260758,248.7305317353,668.3994069442,741.0678263255,2497.4361647013,1609.1193108758,2146.9553391915,1715.1099596698
ENSMUSG00000040875.12,332.7050591182,426.3951972605,745.0687506819,604.5292949064,406.4223947273,343.9713021421,504.8138483415,603.9822616998
ENSMUSG00000022807.9,954.8044595997,1039.3382933225,1354.4917393664,1403.9722904618,1055.3238510432,1242.6085786787,1036.5644040056,968.3682542955
ENSMUSG00000044252.18,802.2326129626,772.8412950346,521.9413015991,504.5989204619,494.7750892333,462.5483037353,1020.6019107774,1095.1546133631
ENSMUSG00000039050.8,1634.9795952526,1538.7734086322,937.7250503306,1111.1070346642,1534.3917945865,1409.204366041,1719.9586453374,1764.0275312786
ENSMUSG00000029822.15,1100.4859647757,1298.9261101732,1678.8620397952,1390.1205553903,3073.6920722011,3030.0833795541,2103.058482814,2070.5110921742
ENSMUSG00000037606.18,3185.306423984,2842.6346484033,3340.0311541125,3232.4013199003,3667.6185186022,3139.8406041692,2889.2112743023,2821.2460687002
ENSMUSG00000042359.18,660.4884457643,554.7085668065,492.4530924692,395.7638591858,654.7916359496,827.0990854928,483.8630759795,452.2379579339
ENSMUSG00000038534.18,494.1359162052,504.3702449077,462.9648833393,456.1178477117,421.1478438117,330.2516490652,356.163130154,363.3876748078
ENSMUSG00000020189.15,2209.8309400013,2387.6156994748,2835.7827779913,2805.9657616276,1895.6561454552,2111.846598622,1809.747669746,1685.1604260318
ENSMUSG00000028559.17,3313.2699082603,2987.7274585822,1310.2594256716,1440.5804474364,2772.3112142753,2487.177107797,3155.5853800477,2950.0290633436
ENSMUSG00000054594.13,0,0,11.795283652,3.9576385919,1.9633932112,0.9799752198,0.9976558268,1.9966355759
ENSMUSG00000042616.8,370.1097699067,463.9021822047,192.6562996486,136.5385314191,178.6687822231,175.4155643403,276.350664013,244.5878580437
ENSMUSG00000035399.12,554.1803203656,560.630722324,749.0005118993,885.5216349283,734.3090610049,750.6610183501,1003.6417617224,777.6895568002
ENSMUSG00000006289.14,726.4388568913,847.8552649231,690.0240936395,593.6457887788,388.7518558261,480.1878576913,689.3801762924,839.5852596521
ENSMUSG00000026096.14,61.0287386548,76.000995808,45.2152539992,18.7987833113,36.322774408,48.0187857691,123.7093225185,88.8502831261
ENSMUSG00000074063.10,383.8904528287,261.5618686899,190.69041904,342.3357381957,156.0897602938,227.3542509885,87.793712755,128.7829946434
ENSMUSG00000041153.9,193.9138954032,255.6397131724,478.6919282086,513.5036072936,292.5455884752,305.7522685708,339.202981099,340.4263656853
ENSMUSG00000022146.12,5112.6333640832,4353.7713312871,4510.7130565692,4869.8742872817,4804.423187912,4521.6056640565,6707.2401233199,6723.6703017324
ENSMUSG00000048387.8,11052.1077034897,12805.6742806889,1105.807842371,1266.4443493947,4066.1873404845,3736.6455130142,4014.5670468897,4332.6991996316
ENSMUSG00000022330.5,1996.2303547094,1540.7474604714,62.9081794771,74.2057235973,31.4142913799,14.6996282967,45.892168031,56.9041139122
ENSMUSG00000038803.7,1101.4702992701,1155.8073518334,1350.5599781491,1326.7983379205,1339.0341700678,1636.5586170295,1396.7181574666,1640.2361255748
ENSMUSG00000041084.8,2947.0974763313,3674.697498613,5069.0231494285,5034.1162888438,8057.7657389418,9863.4505870672,5383.3508412069,6423.1766475644
ENSMUSG00000024725.13,2402.7605009101,2687.6715790285,2985.1897042494,3200.7402111654,2721.262990783,3502.4314354872,2480.17238533,3035.8843931059
ENSMUSG00000038280.12,768.7652401519,729.4121545729,825.669855637,881.5639963364,689.1510171463,611.5045371416,748.2418700714,848.5701197435
ENSMUSG00000052276.8,0,0,0,0,0,8.819776978,0,0
ENSMUSG00000034990.15,17.7180208998,6.9091814371,4.9147015216,0.989409648,1.9633932112,9.7997521978,8.9789024409,5.9899067276
ENSMUSG00000062372.13,0,0,0,0,4.9084830281,0,0,0
ENSMUSG00000009487.10,0,0,0,0,0,4.8998760989,0,0
ENSMUSG00000091455.4,0,0,0,1.9788192959,0,0,3.990623307,0
ENSMUSG00000051596.13,0,0,0,0,7.853572845,0,0,0
ENSMUSG00000027416.2,0,6.9091814371,0,0,0,0,0,0
ENSMUSG00000044055.5,11.8120139332,10.8572851154,0,1.9788192959,1.9633932112,0,0,3.9932711517
ENSMUSG00000021685.11,1.9686689889,3.9481036783,0,0,6.8718762394,0,0,0
ENSMUSG00000024767.11,4142.0795525726,4197.8212359928,4658.1541022187,4998.4975415171,5988.3492942916,5360.4644521866,5019.2064644389,4960.6410882418
ENSMUSG00000021203.15,235.2559441694,226.0289355848,287.0185688643,186.0090138173,324.9415764607,278.312962417,276.350664013,410.3086108407
ENSMUSG00000043415.5,413.4204876617,573.4620592786,121.8845977369,171.1678690979,367.1545305025,299.8724172521,270.3647290525,385.3506661423
ENSMUSG00000041161.8,311.0497002407,254.6526872528,393.1761217319,437.3190644003,273.8933529684,291.0526402741,294.3084688947,290.5104762887
ENSMUSG00000036990.13,3474.7007653472,3289.7573899751,10752.3839890631,9604.1994527923,5755.6871987592,5962.1692371304,6855.8908415074,6394.2254317144
ENSMUSG00000031154.15,3690.270019628,3253.2374309504,3158.1871978115,3472.8278643557,3295.5555050716,3812.1036049371,2392.3786725749,2720.4159721189
ENSMUSG00000040550.17,1121.1569891588,1276.2245140227,2962.5820772499,2697.1307003515,2178.3847678743,2292.1620390611,2725.5957187134,2333.0686704007
ENSMUSG00000033510.14,3.9373379777,0,0,0,0,0,1.9953116535,0
ENSMUSG00000038495.14,3381.1889883761,3278.9001048596,5291.167658207,4944.0800108791,3375.0729301269,3943.4202843873,3077.7682255603,3026.8995330145
