,EV_0hr_dox_rep1,EV_0hr_dox_rep2,EV_2hr_dox_rep1,EV_2hr_dox_rep2,EV_6hr_dox_rep1,EV_6hr_dox_rep2,EV_12hr_dox_rep1,EV_12hr_dox_rep2
ENSMUSG00000021282.17,9466.837379848,10162.5078186252,9565.1159179716,10130.1581906957,11034.7876683887,10314.0370062548,10148.7596004947,9054.845274456
ENSMUSG00000078812.10,18162.2954427151,21099.3114379047,24985.4945444362,23843.7267573332,17596.0127685117,20682.7508351934,15492.6150224079,16426.0911846431
ENSMUSG00000050192.8,233.2077004826,271.0533562136,399.5379057776,435.726928794,292.2528054631,246.5427641013,256.0762813621,237.9433780855
ENSMUSG00000043618.9,0,8.9686772277,5.9484551729,3.9432301248,1.994899696,5.9647442928,4.962718631,2.9992862784
ENSMUSG00000026083.12,3640.631324201,3926.287586329,4675.4857658742,4378.9570536269,3780.3349239079,3599.723180689,3896.7266690995,3727.1130819446
ENSMUSG00000027613.15,3734.3130500359,3911.3397909496,4569.404981958,4091.1012545141,3991.7942916832,4228.0095795279,3487.7986539011,3785.0992833268
ENSMUSG00000036613.8,555.114056277,531.1449958156,584.931425332,663.4484685031,568.5464133582,630.2746469364,699.7433269779,564.8655824299
ENSMUSG00000036941.2,593.9820063575,569.0127441101,514.5413724531,540.2225271021,692.2301945098,540.8034825448,621.3323726073,513.8777156973
ENSMUSG00000020549.14,1341.4425848274,1369.2180567554,1595.1773955241,1665.0289202107,1249.80465954,1262.5375419705,1318.0980684065,1215.7107048403
ENSMUSG00000020125.7,0,0,0,0,2.992349544,3.9764961952,0,1.9995241856
ENSMUSG00000040028.10,2247.364805933,2550.0938917299,2389.296161102,2549.2982757045,2641.2471974955,2739.8058784808,2541.9044828232,2414.425454103
ENSMUSG00000008489.18,316.9232852713,440.4617038471,283.5430299067,301.6571045497,328.1609999909,334.0256803953,351.3604790783,405.9034096753
ENSMUSG00000003410.8,24.9153526157,5.9791181518,9.9140919548,0.9858075312,4.98724924,11.9294885855,40.6942927746,27.9933385983
ENSMUSG00000028546.17,0,3.9860787678,0,0.9858075312,0,0,0,0
ENSMUSG00000087060.7,180.3871529374,209.269135312,110.0464206981,112.3820585577,103.7347841917,139.1773668314,104.217091252,106.9745439292
ENSMUSG00000036461.16,2131.7575697963,2332.8525988823,1943.1620231369,2238.7689033739,2338.0224437045,2316.3090336939,2560.7628136212,2355.4394906281
ENSMUSG00000037174.18,1456.0532068595,1761.8468153883,1785.5279610559,1992.3170205718,1796.4071762423,1800.3586523689,1864.9896615481,1765.5798558783
ENSMUSG00000003051.13,0,3.9860787678,0,0,0,0,0,0
ENSMUSG00000031103.12,1192.947083238,1105.1403383855,1325.5140943541,1384.0737738163,1132.1055774764,1074.6480967481,1169.2165094751,1050.7499595289
ENSMUSG00000048988.8,11.9593692555,6.9756378437,4.9570459774,0,7.979598784,13.9177366831,1.9850874524,11.9971451136
ENSMUSG00000043460.7,1.9932282093,0,1.982818391,0,4.98724924,0,1.9850874524,0
ENSMUSG00000009406.13,1020.5328431376,971.6066996626,1181.7597610098,985.8075312082,1026.3758935887,974.2415678197,943.9090836255,944.7751776925
ENSMUSG00000008398.15,4447.8887489485,4823.1553090945,3838.7364048908,4009.2792294238,4963.3104436321,4338.3573489442,4275.8783725116,4200.0005518372
ENSMUSG00000026436.15,1150.0926767391,1035.3839599482,1210.5106276786,1111.9908952029,1179.9831701802,1083.5952131873,1253.5827262029,1060.7475804569
ENSMUSG00000070002.7,1252.7439295156,1156.9593623675,1141.1119839952,1177.0541922626,1284.7154042199,1228.7373243114,1285.3441254416,1228.7076120466
ENSMUSG00000001542.7,454.4560317097,489.2911687532,489.7561425661,573.7399831632,564.5566139662,642.204135522,487.338969569,453.8919901295
ENSMUSG00000027246.12,1.9932282093,0,0,0.9858075312,0,0.9941240488,0.9925437262,0
ENSMUSG00000041112.17,11.9593692555,1.9930393839,85.2611908111,84.7794476839,20.9464468079,1.9882480976,29.7763117863,0
ENSMUSG00000017670.16,2681.8885555502,2257.1171022932,2619.3030944528,2666.6093719182,2526.5404649759,2458.4687726716,2612.3750873841,2559.3909575585
ENSMUSG00000014791.10,197.3295927161,193.3248202406,211.1701586368,166.6014727742,154.6047264395,173.9717085392,116.1276159665,244.9417127351
ENSMUSG00000035151.12,758.4233336208,730.4489342079,681.0981172934,717.6678827196,679.2633464858,780.3873783046,844.6547110045,725.8272793701
ENSMUSG00000056698.11,249.1535261566,242.1542851467,358.890128763,264.1964183638,339.1329483189,312.1549513218,245.1583003738,315.9248213236
ENSMUSG00000042507.15,2122.7880428547,2346.8038745698,2291.1466507496,2410.2994138041,2484.6475713601,2626.4757369181,2777.1373459349,2511.4023771043
ENSMUSG00000029675.12,103.6478668812,41.8538270624,26.7680482779,38.4464937171,68.8240395118,74.5593036597,47.6420988581,119.9714511356
ENSMUSG00000028668.5,2100.8625325529,2163.4442512488,1957.0417518736,2179.6204515014,2159.4789209131,2134.3843327643,2090.2970873977,2085.5037255731
ENSMUSG00000055839.6,5893.9758147617,6993.5751981871,5651.0324142245,5814.2928190661,6283.9340423799,6281.8698643397,5576.1106538464,6637.4205340746
ENSMUSG00000057534.13,73.7494437424,84.7041738167,41.6391862101,35.4890711235,45.8826930079,34.7943417078,36.7241178698,86.9793020733
ENSMUSG00000079658.9,1821.8105832574,2005.9941399189,2012.5606668203,1907.5375728879,1967.9685500977,1982.2833532985,1614.8686425433,1928.5410770041
ENSMUSG00000013822.7,1600.5622520303,1739.9233821651,1412.7581035561,1480.6829118748,1567.991161051,1607.4985869026,1337.9489429307,1652.6067393923
ENSMUSG00000006390.15,2567.2779335181,2567.0347264933,2770.988701361,3181.2009032089,2593.3696047917,2485.3101219891,2164.7378668635,2260.4620918124
ENSMUSG00000038754.5,0,0,0,0,0,0,3.9701749048,0
ENSMUSG00000032262.13,52.8205475452,80.7180950489,62.4587793151,65.0632970597,44.8852431599,42.7473340982,12.9030684407,62.9850118462
ENSMUSG00000032349.13,2188.56457376,2192.3433223157,2253.4731013215,2091.8835812238,2214.3386625529,2329.2326463282,1968.2142090739,2045.5132418612
ENSMUSG00000041220.10,5521.2421396313,6116.6378692608,6520.4982786587,6581.2510783461,5561.7803524302,5815.6256854545,3962.2345550293,3446.1799338688
ENSMUSG00000021696.9,155.4718003217,114.5997645756,139.7886965624,96.6091380584,158.5945258315,199.8189338079,202.4789201468,222.9469466936
ENSMUSG00000028431.11,2867.2587790107,2798.2272950284,3081.2997795456,3054.0317316831,2841.7346169429,3074.8256829249,3028.2509086659,2733.3495617051
ENSMUSG00000024271.8,2983.862629252,3145.0161478311,3005.9526806893,3071.7762672448,2849.7142157269,2904.8304705809,2814.8540075308,2857.3200612118
ENSMUSG00000022031.6,2086.9099350881,2427.5219696187,1947.1276599188,2096.8126188799,2167.4585196971,2280.5205679372,2042.6549885397,2220.4716081006
ENSMUSG00000027167.11,513.2562638827,685.6055480696,422.3403172736,480.0882676984,605.4520577341,642.204135522,643.1683345839,585.8605863786
ENSMUSG00000018565.17,1206.8996807028,1257.6078512556,1466.2942001119,1462.938376313,1247.809759844,1146.2250282614,1117.6042357122,1337.6816801614
ENSMUSG00000054836.12,292.0079326556,403.5904752445,270.6547103655,407.138510389,365.0666443668,414.5497283478,338.4574106375,363.9134017779
ENSMUSG00000021728.8,9660.1805161456,8548.1459176473,7577.3404810383,7750.418810359,10647.7771273659,8825.8333052078,12094.1453038658,12210.0944393211
ENSMUSG00000078517.12,1409.212343942,1152.9732835997,1345.3422782636,1068.6153638297,1114.1514802124,1085.5834612849,1216.8586083332,1151.7259309013
ENSMUSG00000008140.18,4449.8819771578,4082.741177967,4171.8498945714,4559.359831838,4433.6645743458,4030.1788938176,4188.5345246051,4476.9346515418
ENSMUSG00000022337.7,1398.2495887911,1559.55331792,1565.4351196597,1600.9514306822,1542.0574650031,1488.2037010471,1384.5984980626,1531.6355261639
ENSMUSG00000030286.6,3499.112121344,3647.2620725798,3458.0352738272,3913.6558988966,3709.5159847001,3689.1943450806,3584.0753953434,3627.136872665
ENSMUSG00000027131.3,1102.255199717,1386.1588915187,1291.8061817078,1293.3794809452,1221.8760637961,1389.7854202163,1330.0085931211,1319.6859624911
ENSMUSG00000047260.4,1010.5667020914,952.6728255154,968.606783982,1099.1753972972,945.582455901,1025.9360183571,893.2893535888,1051.7497216217
ENSMUSG00000055943.5,2387.8873946853,2208.2876373871,1994.7153013017,2416.2142589914,2480.6577719681,2225.8437452535,2527.01632693,2355.4394906281
ENSMUSG00000031819.13,1264.7032987712,1399.1136475142,1317.5828207903,1314.0814391006,1273.7434558919,1186.984114262,1328.0235056686,1391.6688331724
ENSMUSG00000022217.14,174.4074683097,145.4918750264,118.9691034574,78.8646024967,93.7602857117,118.3007618067,124.0679657762,153.9633622906
ENSMUSG00000054690.17,4.9830705231,0,0,0,0,0,0,0
ENSMUSG00000001964.14,1920.4753796155,2081.729636508,2064.1139449852,2078.0822757869,1787.4301276103,1813.2822650033,1634.7195170675,1817.5674847037
ENSMUSG00000039055.4,134.5429041246,189.3387414727,184.4021103589,138.9988619004,87.7755866237,169.0010882953,42.679380227,34.9916732479
ENSMUSG00000073436.11,169.4243977865,121.5754024193,136.814468976,139.9846694316,168.5690243115,110.3477694163,104.217091252,169.9595557754
ENSMUSG00000004268.11,1537.7755634388,1495.7760576345,1550.5639817276,1576.306242402,1321.6210485958,1438.4974986073,1470.9498022428,1479.6478973385
ENSMUSG00000034164.17,55.8103898591,32.8851498347,46.5962321875,43.3755313732,36.9056443759,56.6650707814,56.574992394,47.9885804542
ENSMUSG00000029163.9,7473.6091705948,6073.7875225065,7936.2306098013,7644.9374045198,7253.4552946328,6654.6663826381,7329.935418059,7470.2223573739
ENSMUSG00000024053.11,7101.8721095691,5473.8826679455,5946.472354477,6184.9564508004,7479.8764101281,6026.3799837992,7549.2875815513,6097.5490039646
ENSMUSG00000050700.11,8.9695269416,0,0,3.9432301248,2.992349544,1.9882480976,0,7.9980967424
ENSMUSG00000058070.14,3798.096352732,4116.6228474937,3875.4185451235,3616.927832003,3487.0846685968,4149.473779673,3420.3056805188,3746.1085617077
ENSMUSG00000040811.15,29.8984231388,12.9547559955,122.9347402393,85.7652552151,17.9540972639,19.8824809759,34.7390304173,23.9942902271
ENSMUSG00000071647.5,2105.845603076,1842.5649104372,1840.0554668071,1803.0419745798,1922.0858570899,1873.9238319798,2125.0361178151,2092.5020602226
ENSMUSG00000032624.16,2862.2757084876,2627.822427703,2370.4593863879,2704.0700581042,2832.7575683109,2923.718827508,2787.062783197,2744.3469447258
ENSMUSG00000051166.10,324.8961981083,310.914143892,420.3574988827,366.7204016095,306.217103335,410.5732321526,301.7332927678,332.9207769012
ENSMUSG00000044072.14,349.8115507239,329.8480180393,243.8866620876,252.3667279893,317.189051663,372.7965182984,324.5617984706,421.89960316
ENSMUSG00000030208.15,24276.5229745992,29596.634851262,24531.4291329073,24276.4962635336,23860.9952637796,26388.0287512316,21581.8707827047,21733.8281352986
ENSMUSG00000022505.9,4363.1765500552,4543.1332756533,4452.4186968916,4733.8477648619,4456.6059208497,4547.1233991913,4276.8709162378,4590.9075301206
ENSMUSG00000040212.12,3195.1448194329,3798.7330657579,2991.0815427571,2936.7206354693,3296.5717476295,3654.4000033728,3213.8565854672,3902.0714481839
ENSMUSG00000035401.9,2837.3603558719,2418.553292391,2269.3356484491,2378.7535728054,2568.4333585918,2436.5980435981,2725.525072172,2620.3764452191
ENSMUSG00000043969.4,592.9853922528,498.2598459808,597.8197448732,661.4768534407,600.4648084941,563.6683356671,604.4591292617,646.8460740392
ENSMUSG00000087095.2,482.3612266393,296.9628682046,316.2595333575,245.4660752708,371.0513434548,287.3018501019,432.7490646274,427.8981757168
ENSMUSG00000058665.8,685.6705039831,651.7238785429,682.0895264889,760.0576065615,751.0797355416,654.1336241075,889.3191786839,764.8180009892
ENSMUSG00000022995.16,4332.2815128118,4230.2260923773,4402.8482371177,4239.9581917266,4805.7133676486,4357.2457058713,4680.8362128052,4936.8252142281
ENSMUSG00000041773.8,5922.8776237959,6393.6703436262,6115.0119177082,5850.7676977208,6464.4724648673,6015.4446192625,6580.5649047706,5829.6127630952
ENSMUSG00000037419.9,914.8917480472,1167.9210789791,916.0620966217,923.7016567421,922.641109397,1133.301415627,862.5204980763,949.7739881565
ENSMUSG00000015337.5,115.6072361367,104.634567656,85.2611908111,93.6517154648,72.8138389038,87.482916294,62.5302547512,83.9800157949
ENSMUSG00000022468.12,0,0,3.9656367819,0,1.994899696,0,0,0
ENSMUSG00000039850.16,2193.5476442831,2033.8966912938,1721.0863633498,1424.4918825959,2059.7339361134,1871.9355838822,2243.148821234,2175.4823139247
ENSMUSG00000026814.16,45.8442488128,58.7946618257,80.3041448337,48.3045690292,58.8495410318,35.7884657566,70.4706045609,125.9700236923
ENSMUSG00000033857.12,135.5395182292,183.3596233209,150.6941977127,221.8066945219,189.5154711194,209.7601742959,154.8368212887,217.9481362296
ENSMUSG00000028445.7,67.7697591146,105.6310873479,54.5275057513,65.0632970597,63.8367902718,71.5769315133,65.5078859298,114.9726406716
ENSMUSG00000013155.10,403.6287123738,322.8723801956,390.6152230183,332.2171380172,304.222203639,370.8082702008,252.1061064573,208.9502773944
ENSMUSG00000026679.3,3.9864564185,21.9234332232,4.9570459774,5.9148451872,4.98724924,3.9764961952,1.9850874524,1.9995241856
ENSMUSG00000063524.13,19492.7752723916,28772.5130660096,18490.7729048599,20761.1066072451,20305.086555671,25639.4533424885,17283.1639044903,19955.251372214
ENSMUSG00000059040.5,6788.9352807164,10208.3477244555,6502.6529131401,7219.0685510378,7230.5139481289,9311.9599650688,6041.6136614387,7105.3091935032
ENSMUSG00000004267.16,2157.6695365166,2373.7099062527,2030.4060323389,2185.5352966886,2018.8384923455,2182.1022871064,2327.5150379619,2255.4632813484
ENSMUSG00000060600.15,248.156912052,217.2412928476,219.1014322006,230.6789623027,186.5231215754,264.4369969796,175.6802395391,226.9459950648
ENSMUSG00000048029.10,17.9390538833,1.9930393839,19.8281839096,36.4748786547,10.971948328,7.9529923904,29.7763117863,13.9966692991
ENSMUSG00000029326.13,546.1445293354,699.5568237571,668.2097977522,712.7388450635,560.5668145742,686.9397177178,593.5411482734,569.8643928939
ENSMUSG00000022012.9,940.8037147675,860.9930138549,866.4916368478,709.7814224699,977.5008510369,940.4413501607,1066.9845056755,1200.7142734484
ENSMUSG00000031109.16,448.476347082,549.0823502709,358.890128763,334.1887530796,480.7708267345,512.9680091786,472.4508136758,560.8665340587
ENSMUSG00000028024.14,0,0,0,0.9858075312,0,0,0,0
ENSMUSG00000037370.13,2515.4540000775,2264.0927401369,1565.4351196597,1762.6238658003,2346.0020424885,2326.2502741818,2527.01632693,2237.4675636781
ENSMUSG00000022425.16,15.945825674,0,34.6993218417,30.5600334675,11.969398176,7.9529923904,23.821049429,9.997620928
ENSMUSG00000019989.8,444.4898906635,543.1032321191,554.1977402722,442.6275815125,392.9952401107,502.0326446418,393.0473155791,425.8986515312
ENSMUSG00000023961.16,159.4582567403,197.3108990084,203.238885073,227.7215397091,195.5001702074,207.7719261983,196.5236577895,176.9578904249
ENSMUSG00000023960.13,18.9356679879,45.8399058302,75.3470988563,104.4955983081,24.9362461999,10.9353645368,52.6048174891,19.9952418559
ENSMUSG00000038173.15,0,0,0,1.9716150624,1.994899696,0,0.9925437262,0
ENSMUSG00000038619.12,4427.956466856,5022.4592474869,4469.2726532148,4620.4798987729,4535.4044588415,4914.9492972457,4822.7699656532,4886.8371095883
ENSMUSG00000050439.7,4.9830705231,6.9756378437,3.9656367819,12.8154979057,1.994899696,7.9529923904,2.9776311786,5.9985725568
ENSMUSG00000048120.16,0,3.9860787678,0,0,4.98724924,1.9882480976,1.9850874524,1.9995241856
ENSMUSG00000015085.8,1.9932282093,0,0,0,0,0,0,1.9995241856
ENSMUSG00000041608.8,1.9932282093,0,0,1.9716150624,0,0,1.9850874524,0
ENSMUSG00000095463.8,3.9864564185,1.9930393839,1.982818391,2.9574225936,4.98724924,0,0,0.9997620928
ENSMUSG00000022066.16,1.9932282093,3.9860787678,6.9398643683,6.9006527185,5.984699088,0,3.9701749048,2.9992862784
ENSMUSG00000021236.16,936.817258349,821.1322261764,1173.8284874459,1169.167732013,1080.2381853805,805.2404795245,1044.1559999727,1068.7456771992
ENSMUSG00000033068.16,530.1987036613,586.9500985654,623.5963839557,602.3284015682,576.5260121422,520.9210015689,484.3613383904,470.8879457071
ENSMUSG00000025192.13,470.4018573838,304.9350257403,553.2063310767,503.7476484474,348.1099969509,381.7436347375,453.5924828779,336.9198252724
ENSMUSG00000036813.11,0,0,0,0,0.997449848,0,0,0
ENSMUSG00000026927.17,1462.0328914872,1189.8445122023,1329.479731136,1332.8117821935,1415.3813343075,1138.272035871,1604.9432052812,1364.6752566669
ENSMUSG00000022338.8,1691.2541355513,1933.2482024057,2095.8390392405,1974.5724850101,1789.4250273063,1764.5701866123,1719.0857337953,1627.6126870724
ENSMUSG00000035245.12,369.7438328165,284.0081122091,452.082593138,432.7695062004,328.1609999909,360.8670297128,351.3604790783,242.9421885495
ENSMUSG00000032446.14,0,0,0,0,0,0,0.9925437262,0
ENSMUSG00000055024.12,4512.6686657492,4363.7597311002,4944.1576578487,4986.2144928512,4965.3053433281,5000.4439654421,5196.9589504342,5127.7797739522
ENSMUSG00000029505.17,6669.3415881612,6761.38610996,7201.5963959521,7194.4233627576,8199.0377505338,8791.0389634999,8614.2869997744,9077.8398025903
ENSMUSG00000024140.10,0,1.9930393839,0,8.8722677809,0,0,6.9478060835,0.9997620928
ENSMUSG00000028906.17,857.0881299789,865.9756123147,632.519066715,627.9593973796,900.6972127411,795.2992390365,932.9911026372,905.7844560734
ENSMUSG00000027624.20,5562.103317921,6014.9928606807,5182.0958647634,5511.6499069852,6130.3267657884,6071.115565995,6429.6982583867,5737.6346505579
ENSMUSG00000019978.16,9630.2820930068,11073.3268170782,10884.6815571528,10578.7006173954,9733.1156167528,11051.6770504612,9319.9855891095,10165.5809595527
ENSMUSG00000024044.19,11083.3454575524,11089.2711321496,10373.1144122862,10144.9453036638,11424.7905589554,11322.0787917336,11160.1616575024,11416.2833376409
ENSMUSG00000024376.7,1598.5690238211,1522.6820893175,1729.0176369136,1645.3127695865,1792.4173768503,1725.7993487092,1471.9423459691,1642.6091184643
ENSMUSG00000087590.2,858.0847440835,682.6159889938,533.3781471672,482.0598827608,747.0899361496,586.5331887894,612.3994790714,580.8617759146
ENSMUSG00000028434.12,1.9932282093,0,0,1.9716150624,0,7.9529923904,1.9850874524,0
ENSMUSG00000026383.14,599.9616909852,560.0440668825,512.5585540621,545.1515647581,606.4495075821,562.6742116183,585.6007984638,476.8865182638
ENSMUSG00000023216.13,0,0,3.9656367819,1.9716150624,0,3.9764961952,0,0
ENSMUSG00000024240.13,1136.1400792743,946.6937073636,1098.4813885896,1187.8980751059,1178.9857203322,1317.2143646542,1347.8743801928,1161.7235518293
ENSMUSG00000069495.12,1849.715778187,1572.5080739155,1584.2718943738,1525.0442507791,1791.4199270023,1767.5525587587,1904.6914105965,1707.5936544961
ENSMUSG00000002808.7,1266.6965269804,1056.3108734794,1408.7924667742,1625.5966189624,1124.1259786924,1018.9771500155,1239.687114036,1347.6793010894
ENSMUSG00000039840.8,4889.3887972981,5871.4940250382,4357.2434141258,3375.404986857,4385.786981642,4104.7381974772,4778.1054979737,5399.7150631928
